02 2016																																																																																																																																																										
Company	Planner	Available User Field 3	Division	Ship To	Item	Description	UPC Code	Class 1	Class 2	Class 3	Class 4	SOP Flag	ABC Code 1	ABC Code 3	Forecast Flag	Future Cost	Future Price	Unsigned Error	Original History  1	Original History  2	Original History  3	Original History  4	Original History  5	Original History  6	Original History  7	Original History  8	Original History  9	Original History 10	Original History 11	Original History 12	Original History 13	Original History 14	Original History 15	Original History 16	Original History 17	Original History 18	Original History 19	Original History 20	Original History 21	Original History 22	Original History 23	Original History 24	Original History 25	Original History 26	Original History 27	Original History 28	Original History 29	Original History 30	Original History 31	Original History 32	Original History 33	Original History 34	Original History 35	Original History 36	Adjusted History  1	Adjusted History  2	Adjusted History  3	Adjusted History  4	Adjusted History  5	Adjusted History  6	Adjusted History  7	Adjusted History  8	Adjusted History  9	Adjusted History 10	Adjusted History 11	Adjusted History 12	Adjusted History 13	Adjusted History 14	Adjusted History 15	Adjusted History 16	Adjusted History 17	Adjusted History 18	Adjusted History 19	Adjusted History 20	Adjusted History 21	Adjusted History 22	Adjusted History 23	Adjusted History 24	Adjusted History 25	Adjusted History 26	Adjusted History 27	Adjusted History 28	Adjusted History 29	Adjusted History 30	Adjusted History 31	Adjusted History 32	Adjusted History 33	Adjusted History 34	Adjusted History 35	Adjusted History 36	Adjusted Forecast  1	Adjusted Forecast  2	Adjusted Forecast  3	Adjusted Forecast  4	Adjusted Forecast  5	Adjusted Forecast  6	Adjusted Forecast  7	Adjusted Forecast  8	Adjusted Forecast  9	Adjusted Forecast 10	Adjusted Forecast 11	Adjusted Forecast 12	System Forecast  1	System Forecast  2	System Forecast  3	System Forecast  4	System Forecast  5	System Forecast  6	System Forecast  7	System Forecast  8	System Forecast  9	System Forecast 10	System Forecast 11	System Forecast 12	Birth Date	Discontinue Date	Independent Demand 1	Independent Demand 2	Independent Demand 3	Independent Demand 4	Independent Demand 5	Independent Demand 6	Independent Demand 7	Independent Demand 8	Independent Demand 9	Independent Demand 10	Independent Demand 11	Independent Demand 12	Historical Cost  1	Historical Price1	Historical Price2	Historical Price3	Historical Price4	Historical Price5	Historical Price6	Historical Price7	Historical Price8	Historical Price9	Historical Price10	Historical Price11	Historical Price12	Historical Price13	Historical Price14	Historical Price15	Historical Price16	Historical Price17	Historical Price18	Historical Price19	Historical Price20	Historical Price21	Historical Price22	Historical Price23	Historical Price24	Interpolation Counter
	WANG	606	1000	135930	00308-85	FW BAR CHAMPAGNE SAVER	024131003082	10	40005FARBERWARE	GADGETS00101042	00235040005	Y	B		Y	1.11      	3.25      	27.9	0	3	774	1041	93	99	147	0	30	54	6	99	408	501	0	0	279	48	0	357	132	186	60	0	0	138	705	390	117	168	153	108	162	30	57	0	0	3	774	300	93	99	147	200	30	54	60	99	408	501	500	300	279	48	150	357	132	186	60	120	500	138	705	390	117	168	153	108	162	30	57	0	0	0	102	140	229	95	104	171	0	276	90	127	0	0	0	0	0	0	0	0	0	276	90	127	20110414		0	0	0	0	0	0	0	0	0	0	0	0	1.11000000	3.25      	3.25000000	3.25000000	3.06000000	3.06000000	3.25000000	3.25000000	3.25      	3.25000000	3.25000000	3.25000000	3.25000000	3.25000000	3.25000000	.000000000	3.25000000	3.25000000	3.25000000	.000000000	3.25000000	3.25000000	3.25000000	3.25000000	.000000000	13
	WAY	606	1000	141966	00308-85	FW BAR CHAMPAGNE SAVER	024131003082	10	40005FARBERWARE	GADGETS00101042	00000040005	Y	C		N	1.11      	3.5       	0.0	48	48	0	0	0	48	48	0	0	0	48	48	48	0	0	0	48	0	48	0	0	0	0	0	0	0	0	0	192	192	192	0	0	0	0	0	48	48	0	0	0	48	48	0	0	0	48	48	48	0	0	0	48	0	48	0	0	0	0	0	0	0	0	0	192	192	192	0	0	0	0	0	24	24	24	24	24	24	24	24	24	24	24	24	0	0	0	0	0	0	0	0	0	0	0	0	20130703		0	0	0	0	0	0	0	0	0	0	0	0	1.11000000	3.50000000	3.50000000	.000000000	3.5       	3.5       	3.50000000	3.50000000	.000000000	3.5       	3.5       	3.50000000	3.50000000	3.50000000	3.50000000	3.50000000	3.50000000	3.50000000	3.50000000	3.50000000	3.50000000	3.50000000	3.50000000	3.50000000	3.50000000	13
	SIMPATIC	606	1000	9999999	00308-85	FW BAR CHAMPAGNE SAVER	024131003082	10	40005FARBERWARE	GADGETS00101042		N			N	1.11      	3.5       	.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20160209		96	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0
		606	1000	============	00308-85	FW BAR CHAMPAGNE SAVER	024131003082	10	40005FARBERWARE	GADGETS00101042		Y			N	1.11000000	3.50000000	.0	48	51	774	1041	93	147	195	0	30	54	54	147	456	501	0	0	327	48	48	357	132	186	60	0	0	138	705	390	309	360	345	108	162	30	57	0	48	51	774	300	93	147	195	200	30	54	108	147	456	501	500	300	327	48	198	357	132	186	60	120	500	138	705	390	309	360	345	108	162	30	57	0	24	24	126	164	253	119	128	195	24	300	114	151	0	0	0	0	0	0	0	0	0	276	90	127	20160209		96	0	0	0	0	0	0	0	0	0	0	0	1.11000000	3.50000000	3.48529411	3.25000000	3.06000000	3.06000000	3.33163265	3.31153846	0.00000000	3.25000000	3.25000000	3.47222222	3.33163265	3.27631578	3.25000000	0.00000000	0.00000000	3.28669724	3.25000000	3.50000000	3.25000000	3.25000000	3.25000000	3.25000000	0.00000000	
	MINTZ	606	1000	103239	00310-85	FW BAR S2 WINE STOPPERS	024131003105	10	40005FARBERWARE	GADGETS00101042	01258040005	N			N	0.38      	0.5       	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20160119		0	0	0	0	0	0	0	0	0	0	0	0	.000000000	.000000000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1
	WAY	606	1000	141966	00310-85	FW BAR S2 WINE STOPPERS	024131003105	10	40005FARBERWARE	GADGETS00101042	00000040005	Y	C		Y	0.38      	1.75      	34.4	96	0	0	48	96	96	48	48	0	96	0	48	48	0	144	48	48	48	48	48	48	0	96	0	0	0	0	0	192	192	192	0	0	0	0	0	96	0	0	48	96	96	48	48	0	96	0	48	48	0	144	48	48	48	48	48	48	0	96	0	0	0	0	0	192	192	192	0	0	0	0	0	24	48	48	24	48	48	72	72	48	72	72	72	24	48	48	24	48	48	72	72	48	72	0	72	20130703		0	0	0	0	0	0	0	0	0	0	0	0	.380000000	1.75000000	.000000000	1.75      	1.75000000	1.75000000	1.75000000	1.75000000	1.75000000	.000000000	1.75000000	.000000000	1.75000000	1.75000000	.000000000	1.75000000	1.75000000	1.75000000	1.75000000	1.75000000	1.75000000	1.75000000	1.75000000	1.75000000	.000000000	13
	HABERKOR	606	1000	155438	00310-85	FW BAR S2 WINE STOPPERS	024131003105	10	40005FARBERWARE	GADGETS00101042	00000040005	Y	D		Y	0.38      	1.49      	72.3	1	17	4	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	17	4	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	20150717		0	0	0	0	0	0	0	0	0	0	0	0	.380000000	2.99000000	2.99000000	2.99000000	1.49      	2.99000000	1.49      	2.99000000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	7
	KNAFELC	606	1000	177072	00310-85	FW BAR S2 WINE STOPPERS	024131003105	10	40005FARBERWARE	GADGETS00101042	07045040005	Y	B		Y	0.38      	2.14      	13.6	192	144	48	240	240	144	144	144	48	240	240	480	0	144	192	384	144	336	96	384	288	288	336	384	336	0	288	288	240	192	144	288	96	144	336	528	192	144	48	240	240	144	144	144	48	240	240	300	300	144	192	384	144	336	96	384	288	288	336	384	336	144	288	288	240	192	144	288	96	144	336	528	251	189	139	95	179	84	147	136	199	98	80	175	251	189	139	95	179	84	147	136	199	98	80	153	20110414		0	0	0	0	0	0	0	0	0	0	0	0	.380000000	2.14000000	2.14000000	2.14000000	2.14000000	2.14000000	2.14000000	2.14000000	2.14000000	2.14000000	2.14000000	2.14000000	2.14000000	2.14000000	2.14000000	2.14000000	2.14000000	2.14000000	2.14000000	2.14000000	2.14000000	2.14000000	2.14000000	2.14000000	2.14000000	13
	SIMPATIC	606	1000	9999999	00310-85	FW BAR S2 WINE STOPPERS	024131003105	10	40005FARBERWARE	GADGETS00101042	00000040005	N	C		Y	0.38      	1.00000000	25.8	108	163	0	97	48	53	240	67	48	53	96	48	96	18	97	52	0	12	2	338	99	96	96	96	96	96	99	96	96	96	60	49	96	192	197	195	108	163	0	97	48	53	240	67	48	53	96	48	96	18	97	52	0	12	2	338	99	96	96	96	96	96	99	96	96	96	60	49	96	192	197	195	90	103	90	64	120	80	43	38	65	52	73	79	90	103	90	64	120	80	43	38	65	52	73	79	20120511		192	0	0	0	0	0	0	0	0	0	0	0	.380000000	1.44000000	1.43000000	.000000000	1.39000000	1.40000000	1.27000000	.970000000	1.17000000	1.40000000	1.37000000	1.40000000	1.40000000	1.40000000	1.58000000	1.39000000	1.29000000	2.06000000	1.50000000	1.79000000	1.39000000	1.24000000	1.28000000	1.28000000	1.28000000	13
		606	1000	============	00310-85	FW BAR S2 WINE STOPPERS	024131003105	10	40005FARBERWARE	GADGETS00101042	00000040005	Y	C		N	0.38000000	0.80255108	.0	397	324	52	385	385	293	434	259	96	389	336	576	144	162	433	484	192	396	146	770	435	384	528	480	432	96	387	384	528	480	396	337	192	336	533	723	397	324	52	385	385	293	434	259	96	389	336	396	444	162	433	484	192	396	146	770	435	384	528	480	432	240	387	384	528	480	396	337	192	336	533	723	1615	342	279	185	349	214	264	248	314	224	227	328	367	342	279	185	349	214	264	248	314	224	155	306	20120511		192	0	0	0	0	0	0	0	0	0	0	0	0.38000000	1.85740554	1.82740740	2.20538461	1.90241558	1.95270129	1.85484641	1.45377880	1.81679536	1.77000000	1.93884318	1.92857142	2.04583333	1.51666666	2.07777777	1.84228637	2.01000000	2.04250000	2.07333333	2.00698630	1.78646753	1.89213793	1.92500000	1.91272727	1.96800000	
	WAY	606	1000	141966	00311-85	FW BAR S2 BOTTLE POURERS	024131003112	10	40005FARBERWARE	GADGETS00101042	00000040005	Y	C		Y	0.37      	1.73      	9.7	48	96	48	96	48	48	96	48	48	48	48	96	96	0	96	48	96	0	96	144	48	0	96	48	0	0	0	0	0	288	240	0	144	144	0	0	48	96	48	96	48	48	96	48	48	48	48	96	96	0	96	48	96	0	96	144	48	0	96	48	0	0	0	0	0	288	240	0	144	144	0	0	46	46	62	77	62	139	108	46	46	46	31	46	46	46	62	77	62	139	108	46	46	46	31	46	20120727		0	0	0	0	0	0	0	0	0	0	0	0	.370000000	1.73000000	1.73000000	1.73000000	1.73000000	1.73000000	1.73000000	1.73000000	1.73000000	1.73000000	1.73000000	1.73000000	1.73000000	1.73000000	.000000000	1.73000000	1.73000000	1.73000000	.000000000	1.73000000	1.73000000	1.73000000	.000000000	1.73000000	1.73000000	13
	HABERKOR	606	1000	155438	00311-85	FW BAR S2 BOTTLE POURERS	024131003112	10	40005FARBERWARE	GADGETS00101042	00000040005	Y	D		Y	0.37      	1.49      	30.2	5	5	4	7	4	3	5	4	1	3	1	13	14	11	5	5	5	1	2	4	0	4	4	0	3	4	1	0	1	4	1	0	0	0	0	0	5	5	4	7	4	3	5	4	1	3	1	13	14	11	5	5	5	1	2	4	0	4	4	0	3	4	1	0	1	4	1	0	0	0	0	0	6	2	3	0	3	3	2	3	3	3	7	7	6	2	3	0	3	3	2	3	3	3	7	7	20110414		2	0	0	0	0	0	0	0	0	0	0	0	.370000000	2.99000000	2.99000000	2.99000000	2.99000000	2.99000000	2.99000000	2.99000000	2.84000000	2.39000000	2.54000000	2.40000000	2.44000000	2.42000000	2.31000000	2.40000000	2.74000000	2.62000000	2.99000000	2.69000000	2.91000000	.000000000	2.71000000	2.98000000	1.49000000	13
	HABERKOR	606	1000	159600	00311-85	FW BAR S2 BOTTLE POURERS	024131003112	10	40005FARBERWARE	GADGETS00101042	00000040005	Y	D		N	0.37      	2.99      	0.0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20151224		0	0	0	0	0	0	0	0	0	0	0	0	.370000000	2.99000000	2.39000000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2
	KNAFELC	606	1000	177072	00311-85	FW BAR S2 BOTTLE POURERS	024131003112	10	40005FARBERWARE	GADGETS00101042	07045040005	Y	B	X	Y	0.37      	1.65      	13.0	144	96	96	0	528	144	96	144	240	48	192	288	0	0	528	144	96	288	96	288	96	288	288	96	96	0	288	432	96	144	240	240	144	240	96	288	144	96	200	200	96	144	96	144	240	48	192	288	100	0	528	144	96	288	96	288	96	288	288	96	96	0	288	432	96	144	240	240	144	240	96	288	192	165	165	137	192	124	165	82	222	291	27	97	192	165	165	137	192	124	165	82	222	291	27	97	20110414		0	0	0	0	0	0	0	0	0	0	0	0	.370000000	1.65000000	1.65000000	1.65000000	1.65      	1.65000000	1.65000000	1.65000000	1.65000000	1.65000000	1.65000000	1.65000000	1.65000000	1.65000000	1.65000000	1.65000000	1.65000000	1.65000000	1.65000000	1.65000000	1.65000000	1.65000000	1.65000000	1.65000000	1.65000000	13
	SIMPATIC	606	1000	9999999	00311-85	FW BAR S2 BOTTLE POURERS	024131003112	10	40005FARBERWARE	GADGETS00101042	00000040005	N	C		Y	0.37      	1.66      	27.1	48	24	48	48	0	53	60	1	48	50	0	48	0	0	96	4	60	0	2	146	99	0	48	48	52	48	63	48	48	192	12	96	48	192	101	48	48	24	48	48	0	53	60	1	48	50	0	48	0	0	96	4	60	0	2	146	99	0	48	48	52	48	63	48	48	192	12	96	48	192	101	48	33	35	56	45	56	17	57	25	23	48	17	23	33	35	56	45	56	17	57	25	23	48	17	23	20120327		0	0	0	0	0	0	0	0	0	0	0	0	.370000000	1.40000000	1.50000000	1.40000000	1.40000000	1.44      	1.27000000	1.47000000	1.65000000	1.40000000	1.34000000	.000000000	1.40000000	.000000000	1.51000000	1.40000000	1.68000000	1.63000000	.000000000	1.61000000	1.38000000	1.24000000	1.64000000	1.28000000	1.28000000	13
		606	1000	============	00311-85	FW BAR S2 BOTTLE POURERS	024131003112	10	40005FARBERWARE	GADGETS00101042	00000040005	Y	C		N	0.37000000	1.66101083	.0	247	223	196	151	580	248	257	197	337	149	241	445	110	11	725	201	257	289	196	582	243	292	436	192	151	52	352	480	145	628	493	336	336	576	197	336	247	223	300	351	148	248	257	197	337	149	241	445	210	11	725	201	257	289	196	582	243	292	436	192	151	52	352	480	145	628	493	336	336	576	197	336	277	248	286	259	313	283	332	156	294	388	82	173	277	248	286	259	313	283	332	156	294	388	82	173	20120327		2	0	0	0	0	0	0	0	0	0	0	0	0.37000000	1.65493927	1.70497757	1.63571428	1.68350993	1.66586206	1.60048387	1.66392996	1.69365482	1.62798219	1.58966442	1.66904564	1.66337078	1.81781818	2.31000000	1.63266206	1.69681592	1.69408560	1.65463667	1.69938775	1.61072164	1.49876543	1.66452054	1.63908256	1.57750000	
	MINTZ	606	1000	103239	00324-85	FW BAR SS ICE TONGS	024131003242	21	40005FARBERWARE	GADGETS00101042	01258040005	N			N	0.27      	0.5       	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20160119		1488	0	0	0	0	0	0	0	0	0	0	0	.000000000	.000000000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1
	HABERKOR	606	1000	155438	00324-85	FW BAR SS ICE TONGS	024131003242	21	40005FARBERWARE	GADGETS00101042	00000040005	Y	D		N	0.27      	1.49      	0.0	4	32	5	52	9	17	15	0	2	26	41	7	12	31	14	4	0	32	29	6	2	34	7	0	2	1	21	19	40	7	5	20	0	9	26	13	4	32	5	52	9	17	15	0	2	26	41	7	12	31	14	4	0	32	29	6	2	34	7	0	2	1	21	19	40	7	5	20	0	9	26	13	0	0	0	0	0	0	0	0	0	0	0	0	5	20	19	1	7	13	15	13	21	0	0	0	20110414		0	0	0	0	0	0	0	0	0	0	0	0	.270000000	3.99000000	3.99000000	3.99000000	3.99000000	3.99000000	3.99000000	3.99000000	.000000000	3.41000000	3.21000000	2.87000000	3.23000000	3.28000000	2.86000000	3.56000000	2.30000000	.000000000	3.96000000	3.29000000	3.99000000	3.99000000	3.80000000	3.99000000	1.49000000	13
	HABERKOR	606	1000	159600	00324-85	FW BAR SS ICE TONGS	024131003242	21	40005FARBERWARE	GADGETS00101042	00000040005	Y	D		N	0.27      	3.99      	0.0	6	5	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20150717		0	0	0	0	0	0	0	0	0	0	0	0	.270000000	3.32000000	3.19000000	3.19      	3.19      	3.19      	3.19000000	3.99000000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	7
	KNAFELC	606	1000	177072	00324-85	FW BAR SS ICE TONGS	024131003242	21	40005FARBERWARE	GADGETS00101042	07045040005	Y	D	E	N	0.27      	1.53      	0.0	0	0	0	0	0	0	48	0	0	0	0	0	0	240	432	48	0	0	720	48	96	96	0	48	0	0	192	48	96	48	48	48	48	48	48	0	0	0	0	0	0	0	48	0	0	0	0	0	0	240	432	48	0	0	720	48	96	96	0	48	0	0	192	48	96	48	48	48	48	48	48	0	20	20	20	20	20	20	54	54	54	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20110414		0	0	0	0	0	0	0	0	0	0	0	0	.270000000	1.53      	1.53      	1.53      	1.53      	1.53      	1.53      	1.53000000	1.53      	1.53      	1.53      	1.53000000	1.53000000	1.53000000	1.53000000	1.53000000	1.53000000	1.53000000	1.53000000	1.53000000	1.53000000	1.53000000	1.53000000	.000000000	1.53000000	13
	SIMPATIC	606	1000	9999999	00324-85	FW BAR SS ICE TONGS	024131003242	21	40005FARBERWARE	GADGETS00101042	00000040005	N	D		N	0.27      	3.79      	0.0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20151110		144	0	0	0	0	0	0	0	0	0	0	0	.270000000	3.43      	3.43      	2.00000000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3
		606	1000	============	00324-85	FW BAR SS ICE TONGS	024131003242	21	40005FARBERWARE	GADGETS00101042	00000040005	Y	D		N	0.27000000	0.51366047	.0	10	37	17	52	9	20	65	0	2	26	41	7	12	271	446	52	0	32	749	54	98	130	7	48	2	1	213	67	136	55	53	68	48	57	74	13	10	37	17	52	9	20	65	0	2	26	41	7	12	271	446	52	0	32	749	54	98	130	7	48	2	1	213	67	136	55	53	68	48	57	74	13	1508	20	20	20	20	20	54	54	54	54	0	0	5	20	19	1	7	13	15	13	21	0	0	0	20151110		1632	0	0	0	0	0	0	0	0	0	0	0	0.27000000	3.58800000	3.88189189	2.58529411	3.99000000	3.99000000	3.87000000	2.17338461	0.00000000	3.41000000	3.21000000	2.87000000	3.23000000	3.28000000	1.68214022	1.59372197	1.58923076	0.00000000	3.96000000	1.59814419	1.80333333	1.58020408	2.12369230	3.99000000	1.53000000	
	SIMPATIC	606	1000	9999999	00326-85	FW BAR 100CT STIRRER STRA	024131003266	21	40005FARBERWARE	GADGETS00101042	00000040005	N	D		N	0.29      	1.00000000	0.0	0	0	0	0	0	0	0	0	150	0	48	1	1	12	144	49	0	3	48	101	76	48	0	48	49	97	48	48	1	144	60	49	48	288	145	192	0	0	0	0	0	0	0	0	150	0	48	1	1	12	144	49	0	3	48	101	76	48	0	48	49	97	48	48	1	144	60	49	48	288	145	192	28	0	170	28	29	35	85	1	0	0	0	0	28	0	170	28	29	35	85	1	0	0	0	0	20120524		0	0	0	0	0	0	0	0	0	0	0	0	.290000000	1.00000000	1.00000000	1.00000000	1.00000000	0.66      	0.66      	0.66      	0.54      	.540000000	.000000000	.800000000	.850000000	.660000000	1.00000000	.800000000	.780000000	0.97000000	1.00000000	.800000000	.760000000	.850000000	.850000000	0.63000000	.850000000	13
		606	1000	============	00326-85	FW BAR 100CT STIRRER STRA	024131003266	21	40005FARBERWARE	GADGETS00101042	00000040005	Y	D		N	0.29000000	1.00000000	.0	0	0	0	0	0	0	0	0	150	0	48	1	1	12	144	49	0	3	48	101	76	48	0	48	49	97	48	48	1	144	60	49	48	288	145	192	0	0	0	0	0	0	0	0	150	0	48	1	1	12	144	49	0	3	48	101	76	48	0	48	49	97	48	48	1	144	60	49	48	288	145	192	28	0	170	28	29	35	85	1	0	0	0	0	28	0	170	28	29	35	85	1	0	0	0	0	20120524		0	0	0	0	0	0	0	0	0	0	0	0	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.54000000	0.00000000	0.80000000	0.85000000	0.66000000	1.00000000	0.80000000	0.78000000	0.00000000	1.00000000	0.80000000	0.76000000	0.85000000	0.85000000	0.00000000	0.85000000	
	MINTZ	606	1000	103239	00328-85	FW BAR PARTY FRILL PICS	024131003280	40	40005FARBERWARE	GADGETS00101042	01258040005	N			N	1.88      	0.5       	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20160119		0	0	0	0	0	0	0	0	0	0	0	0	.000000000	.000000000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1
		606	1000	============	00328-85	FW BAR PARTY FRILL PICS	024131003280	40	40005FARBERWARE	GADGETS00101042	01258040005	Y			N	1.88000000	0.50000000	.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20160119		0	0	0	0	0	0	0	0	0	0	0	0	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
	MINTZ	606	1000	103239	00329-85	FW BAR SS COCKTAIL STRAIN	024131003297	40	40005FARBERWARE	GADGETS00101042	01258040005	N			N	0.44      	0.5       	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20160119		0	0	0	0	0	0	0	0	0	0	0	0	.000000000	.000000000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1
	SIMPATIC	606	1000	9999999	00329-85	FW BAR SS COCKTAIL STRAIN	024131003297	40	40005FARBERWARE	GADGETS00101042		N			N	0.44      	0.5       	.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20160209		288	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0
