KAPPL	KSCHL	VKORG	ZZ_MVGR5	KUNNR	DATBI	KNUMA	DATAB	KNUMH
V	ZRP1	SYCF	WDR	150571	2016/12/31	1444	2016/01/01	0004183583
V	ZRP1	SYCF	WDR	158985	2015/12/31	1117	2015/04/01	0003948778
V	ZRP1	SYCF	WDR	158985	2016/12/31	1444	2016/01/01	0004183582
V	ZRP1	SYCF	WDR	161663	2015/12/31	1117	2015/04/01	0003948789
V	ZRP1	SYCF	WDR	161663	2016/12/31	1444	2016/01/01	0004183581
V	ZRP1	SYCF	WVR	101813	2015/12/31	1117	2015/04/01	0003948797
V	ZRP1	SYCF	WVR	101813	2016/12/31	1444	2016/01/01	0004183632
V	ZRP1	SYCF	WVR	103726	2015/12/31	1117	2015/04/01	0003948798
V	ZRP1	SYCF	WVR	103726	2016/12/31	1444	2016/01/01	0004183631
V	ZRP1	SYCF	WVR	103866	2015/12/31	1117	2015/04/01	0003948801
V	ZRP1	SYCF	WVR	103866	2016/12/31	1444	2016/01/01	0004183630
V	ZRP1	SYCF	WVR	108023	2015/12/31	1117	2015/04/01	0003948807
V	ZRP1	SYCF	WVR	108023	2016/12/31	1444	2016/01/01	0004183629
V	ZRP1	SYCF	WVR	109454	2015/12/31	1117	2015/04/01	0003948814
V	ZRP1	SYCF	WVR	109454	2016/12/31	1444	2016/01/01	0004183628
V	ZRP1	SYCF	WVR	110697	2015/12/31	1117	2015/04/01	0003948808
V	ZRP1	SYCF	WVR	110697	2016/12/31	1444	2016/01/01	0004183627
V	ZRP1	SYCF	WVR	111796	2015/12/31	1117	2015/04/01	0003948809
V	ZRP1	SYCF	WVR	111796	2016/12/31	1444	2016/01/01	0004183626
V	ZRP1	SYCF	WVR	114202	2015/12/31	1117	2015/04/01	0003948810
V	ZRP1	SYCF	WVR	114202	2016/12/31	1444	2016/01/01	0004183625
V	ZRP1	SYCF	WVR	114410	2015/12/31	1117	2015/04/01	0003948812
V	ZRP1	SYCF	WVR	114410	2016/12/31	1444	2016/01/01	0004183624
V	ZRP1	SYCF	WVR	114602	2015/12/31	1117	2015/04/01	0003948818
V	ZRP1	SYCF	WVR	114602	2016/12/31	1444	2016/01/01	0004183623
V	ZRP1	SYCF	WVR	120451	2015/12/31	1117	2015/04/01	0003948817
V	ZRP1	SYCF	WVR	120451	2016/12/31	1444	2016/01/01	0004183622
V	ZRP1	SYCF	WVR	121059	2015/12/31	1117	2015/04/01	0003948821
V	ZRP1	SYCF	WVR	121059	2016/12/31	1444	2016/01/01	0004183621
V	ZRP1	SYCF	WVR	135647	2015/12/31	1117	2015/04/01	0003948813
V	ZRP1	SYCF	WVR	135647	2016/12/31	1444	2016/01/01	0004183620
V	ZRP1	SYCF	WVR	135852	2015/12/31	1117	2015/04/01	0003948816
V	ZRP1	SYCF	WVR	135852	2016/12/31	1444	2016/01/01	0004183619
V	ZRP1	SYCF	WVR	136387	2015/12/31	1117	2015/04/01	0003948819
V	ZRP1	SYCF	WVR	136387	2016/12/31	1444	2016/01/01	0004183618
V	ZRP1	SYCF	WVR	137740	2015/12/31	1117	2015/04/01	0003948806
V	ZRP1	SYCF	WVR	137740	2016/12/31	1444	2016/01/01	0004183617
V	ZRP1	SYCF	WVR	138155	2015/12/31	1117	2015/04/01	0003948811
V	ZRP1	SYCF	WVR	138155	2016/12/31	1444	2016/01/01	0004183616
V	ZRP1	SYCF	WVR	139210	2015/12/31	1117	2015/04/01	0003948803
V	ZRP1	SYCF	WVR	139210	2016/12/31	1444	2016/01/01	0004183615
V	ZRP1	SYCF	WVR	139217	2015/12/31	1117	2015/04/01	0003948799
V	ZRP1	SYCF	WVR	139217	2016/12/31	1444	2016/01/01	0004183614
V	ZRP1	SYCF	WVR	139218	2015/12/31	1117	2015/04/01	0003948800
V	ZRP1	SYCF	WVR	139218	2016/12/31	1444	2016/01/01	0004183613
V	ZRP1	SYCF	WVR	140802	2015/12/31	1117	2015/04/01	0003948822
V	ZRP1	SYCF	WVR	140802	2016/12/31	1444	2016/01/01	0004183612
V	ZRP1	SYCF	WVR	142211	2015/12/31	1117	2015/04/01	0003948802
V	ZRP1	SYCF	WVR	142211	2016/12/31	1444	2016/01/01	0004183611
V	ZRP1	SYCF	WVR	142218	2015/12/31	1117	2015/04/01	0003948805
V	ZRP1	SYCF	WVR	142218	2016/12/31	1444	2016/01/01	0004183610
V	ZRP1	SYCF	WVR	150571	2015/12/31	1117	2015/04/01	0003948820
V	ZRP1	SYCF	WVR	150571	2016/12/31	1444	2016/01/01	0004183609
V	ZRP1	SYCF	WVR	158985	2015/12/31	1117	2015/04/01	0003948804
V	ZRP1	SYCF	WVR	158985	2016/12/31	1444	2016/01/01	0004183608
V	ZRP1	SYCF	WVR	161663	2015/12/31	1117	2015/04/01	0003948815
V	ZRP1	SYCF	WVR	161663	2016/12/31	1444	2016/01/01	0004183607
V	ZRP1	SYUS	178	101813	2015/12/31	872	2015/04/01	0003948611
V	ZRP1	SYUS	178	101813	2016/12/31	1309	2016/01/01	0004181958
V	ZRP1	SYUS	178	103726	2015/12/31	872	2015/04/01	0003948612
V	ZRP1	SYUS	178	103726	2016/12/31	1309	2016/01/01	0004181957
V	ZRP1	SYUS	178	103866	2015/12/31	872	2015/04/01	0003948615
V	ZRP1	SYUS	178	103866	2016/12/31	1309	2016/01/01	0004181956
V	ZRP1	SYUS	178	108023	2015/12/31	872	2015/04/01	0003948621
V	ZRP1	SYUS	178	108023	2016/12/31	1309	2016/01/01	0004181955
V	ZRP1	SYUS	178	109454	2015/12/31	872	2015/04/01	0003948628
V	ZRP1	SYUS	178	109454	2016/12/31	1309	2016/01/01	0004181954
V	ZRP1	SYUS	178	110697	2015/12/31	872	2015/04/01	0003948622
V	ZRP1	SYUS	178	110697	2016/12/31	1309	2016/01/01	0004181953
V	ZRP1	SYUS	178	111796	2015/12/31	872	2015/04/01	0003948623
V	ZRP1	SYUS	178	111796	2016/12/31	1309	2016/01/01	0004181952
V	ZRP1	SYUS	178	114202	2015/12/31	872	2015/04/01	0003948624
V	ZRP1	SYUS	178	114202	2016/12/31	1309	2016/01/01	0004181951
V	ZRP1	SYUS	178	114410	2015/12/31	872	2015/04/01	0003948626
V	ZRP1	SYUS	178	114410	2016/12/31	1309	2016/01/01	0004181950
V	ZRP1	SYUS	178	114602	2015/12/31	872	2015/04/01	0003948632
V	ZRP1	SYUS	178	114602	2016/12/31	1309	2016/01/01	0004181949
V	ZRP1	SYUS	178	120451	2015/12/31	872	2015/04/01	0003948631
V	ZRP1	SYUS	178	120451	2016/12/31	1309	2016/01/01	0004181948
V	ZRP1	SYUS	178	121059	2015/12/31	872	2015/04/01	0003948635
V	ZRP1	SYUS	178	121059	2016/12/31	1309	2016/01/01	0004181947
V	ZRP1	SYUS	178	135647	2015/12/31	872	2015/04/01	0003948627
V	ZRP1	SYUS	178	135647	2016/12/31	1309	2016/01/01	0004181946
V	ZRP1	SYUS	178	135852	2015/12/31	872	2015/04/01	0003948630
V	ZRP1	SYUS	178	135852	2016/12/31	1309	2016/01/01	0004181945
V	ZRP1	SYUS	178	136387	2015/12/31	872	2015/04/01	0003948633
V	ZRP1	SYUS	178	136387	2016/12/31	1309	2016/01/01	0004181944
V	ZRP1	SYUS	178	137740	2015/12/31	872	2015/04/01	0003948620
V	ZRP1	SYUS	178	137740	2016/12/31	1309	2016/01/01	0004181943
V	ZRP1	SYUS	178	138155	2015/12/31	872	2015/04/01	0003948625
V	ZRP1	SYUS	178	138155	2016/12/31	1309	2016/01/01	0004181942
V	ZRP1	SYUS	178	139210	2015/12/31	872	2015/04/01	0003948617
V	ZRP1	SYUS	178	139210	2016/12/31	1309	2016/01/01	0004181941
V	ZRP1	SYUS	178	139217	2015/12/31	872	2015/04/01	0003948613
V	ZRP1	SYUS	178	139217	2016/12/31	1309	2016/01/01	0004181940
V	ZRP1	SYUS	178	139218	2015/12/31	872	2015/04/01	0003948614
V	ZRP1	SYUS	178	139218	2016/12/31	1309	2016/01/01	0004181939
V	ZRP1	SYUS	178	140802	2015/12/31	872	2015/04/01	0003948636
V	ZRP1	SYUS	178	140802	2016/12/31	1309	2016/01/01	0004181938
V	ZRP1	SYUS	178	142211	2015/12/31	872	2015/04/01	0003948616
V	ZRP1	SYUS	178	142211	2016/12/31	1309	2016/01/01	0004181937
V	ZRP1	SYUS	178	142218	2015/12/31	872	2015/04/01	0003948619
V	ZRP1	SYUS	178	142218	2016/12/31	1309	2016/01/01	0004181936
V	ZRP1	SYUS	178	150571	2015/12/31	872	2015/04/01	0003948634
V	ZRP1	SYUS	178	150571	2016/12/31	1309	2016/01/01	0004181935
V	ZRP1	SYUS	178	158985	2015/12/31	872	2015/04/01	0003948618
V	ZRP1	SYUS	178	158985	2016/12/31	1309	2016/01/01	0004181934
V	ZRP1	SYUS	178	161663	2015/12/31	872	2015/04/01	0003948629
V	ZRP1	SYUS	178	161663	2016/12/31	1309	2016/01/01	0004181933
V	ZRP1	SYUS	AAP	101813	2015/12/31	805	2015/04/01	0003929202
V	ZRP1	SYUS	AAP	101813	2016/12/31	1245	2016/01/01	0004180536
V	ZRP1	SYUS	AAP	103726	2015/12/31	805	2015/04/01	0003929203
V	ZRP1	SYUS	AAP	103726	2016/12/31	1245	2016/01/01	0004180535
V	ZRP1	SYUS	AAP	103866	2015/12/31	805	2015/04/01	0003929206
V	ZRP1	SYUS	AAP	103866	2016/12/31	1245	2016/01/01	0004180534
V	ZRP1	SYUS	AAP	108023	2015/12/31	805	2015/04/01	0003929212
V	ZRP1	SYUS	AAP	108023	2016/12/31	1245	2016/01/01	0004180533
V	ZRP1	SYUS	AAP	109454	2015/12/31	805	2015/04/01	0003929219
V	ZRP1	SYUS	AAP	109454	2016/12/31	1245	2016/01/01	0004180532
V	ZRP1	SYUS	AAP	110697	2015/12/31	805	2015/04/01	0003929213
V	ZRP1	SYUS	AAP	110697	2016/12/31	1245	2016/01/01	0004180531
V	ZRP1	SYUS	AAP	111796	2015/12/31	805	2015/04/01	0003929214
V	ZRP1	SYUS	AAP	111796	2016/12/31	1245	2016/01/01	0004180530
V	ZRP1	SYUS	AAP	114202	2015/12/31	805	2015/04/01	0003929215
V	ZRP1	SYUS	AAP	114202	2016/12/31	1245	2016/01/01	0004180529
V	ZRP1	SYUS	AAP	114410	2015/12/31	805	2015/04/01	0003929217
V	ZRP1	SYUS	AAP	114410	2016/12/31	1245	2016/01/01	0004180528
V	ZRP1	SYUS	AAP	114602	2015/12/31	805	2015/04/01	0003929223
V	ZRP1	SYUS	AAP	114602	2016/12/31	1245	2016/01/01	0004180527
V	ZRP1	SYUS	AAP	120451	2015/12/31	805	2015/04/01	0003929222
V	ZRP1	SYUS	AAP	120451	2016/12/31	1245	2016/01/01	0004180526
V	ZRP1	SYUS	AAP	121059	2015/12/31	805	2015/04/01	0003929226
V	ZRP1	SYUS	AAP	121059	2016/12/31	1245	2016/01/01	0004180525
V	ZRP1	SYUS	AAP	135647	2015/12/31	805	2015/04/01	0003929218
V	ZRP1	SYUS	AAP	135647	2016/12/31	1245	2016/01/01	0004180524
V	ZRP1	SYUS	AAP	135852	2015/12/31	805	2015/04/01	0003929221
V	ZRP1	SYUS	AAP	135852	2016/12/31	1245	2016/01/01	0004180523
V	ZRP1	SYUS	AAP	136387	2015/12/31	805	2015/04/01	0003929224
V	ZRP1	SYUS	AAP	136387	2016/12/31	1245	2016/01/01	0004180522
V	ZRP1	SYUS	AAP	137740	2015/12/31	805	2015/04/01	0003929211
V	ZRP1	SYUS	AAP	137740	2016/12/31	1245	2016/01/01	0004180521
V	ZRP1	SYUS	AAP	138155	2015/12/31	805	2015/04/01	0003929216
V	ZRP1	SYUS	AAP	138155	2016/12/31	1245	2016/01/01	0004180520
V	ZRP1	SYUS	AAP	139210	2015/12/31	805	2015/04/01	0003929208
V	ZRP1	SYUS	AAP	139210	2016/12/31	1245	2016/01/01	0004180519
V	ZRP1	SYUS	AAP	139217	2015/12/31	805	2015/04/01	0003929204
V	ZRP1	SYUS	AAP	139217	2016/12/31	1245	2016/01/01	0004180518
V	ZRP1	SYUS	AAP	139218	2015/12/31	805	2015/04/01	0003929205
V	ZRP1	SYUS	AAP	139218	2016/12/31	1245	2016/01/01	0004180517
V	ZRP1	SYUS	AAP	140802	2015/12/31	805	2015/04/01	0003929227
V	ZRP1	SYUS	AAP	140802	2016/12/31	1245	2016/01/01	0004180516
V	ZRP1	SYUS	AAP	142211	2015/12/31	805	2015/04/01	0003929207
V	ZRP1	SYUS	AAP	142211	2016/12/31	1245	2016/01/01	0004180515
V	ZRP1	SYUS	AAP	142218	2015/12/31	805	2015/04/01	0003929210
V	ZRP1	SYUS	AAP	142218	2016/12/31	1245	2016/01/01	0004180514
V	ZRP1	SYUS	AAP	150571	2015/12/31	805	2015/04/01	0003929225
V	ZRP1	SYUS	AAP	150571	2016/12/31	1245	2016/01/01	0004180513
V	ZRP1	SYUS	AAP	158985	2015/12/31	805	2015/04/01	0003929209
V	ZRP1	SYUS	AAP	158985	2016/12/31	1245	2016/01/01	0004180512
V	ZRP1	SYUS	AAP	161663	2015/12/31	805	2015/04/01	0003929220
V	ZRP1	SYUS	AAP	161663	2016/12/31	1245	2016/01/01	0004180511
V	ZRP1	SYUS	BOD	101813	2015/12/31	820	2015/04/01	0003947754
V	ZRP1	SYUS	BOD	101813	2016/12/31	1260	2016/01/01	0004180928
V	ZRP1	SYUS	BOD	103726	2015/12/31	820	2015/04/01	0003947755
V	ZRP1	SYUS	BOD	103726	2016/12/31	1260	2016/01/01	0004180927
V	ZRP1	SYUS	BOD	103866	2015/12/31	820	2015/04/01	0003947758
V	ZRP1	SYUS	BOD	103866	2016/12/31	1260	2016/01/01	0004180926
V	ZRP1	SYUS	BOD	108023	2015/12/31	820	2015/04/01	0003947764
V	ZRP1	SYUS	BOD	108023	2016/12/31	1260	2016/01/01	0004180925
V	ZRP1	SYUS	BOD	110697	2015/12/31	820	2015/04/01	0003947765
V	ZRP1	SYUS	BOD	110697	2016/12/31	1260	2016/01/01	0004180924
V	ZRP1	SYUS	BOD	111796	2015/12/31	820	2015/04/01	0003947766
V	ZRP1	SYUS	BOD	111796	2016/12/31	1260	2016/01/01	0004180923
V	ZRP1	SYUS	BOD	114202	2015/12/31	820	2015/04/01	0003947767
V	ZRP1	SYUS	BOD	114202	2016/12/31	1260	2016/01/01	0004180922
V	ZRP1	SYUS	BOD	114410	2015/12/31	820	2015/04/01	0003947769
V	ZRP1	SYUS	BOD	114410	2016/12/31	1260	2016/01/01	0004180921
V	ZRP1	SYUS	BOD	114602	2015/12/31	820	2015/04/01	0003947773
V	ZRP1	SYUS	BOD	114602	2016/12/31	1260	2016/01/01	0004180920
V	ZRP1	SYUS	BOD	120451	2015/12/31	820	2015/04/01	0003947772
V	ZRP1	SYUS	BOD	120451	2016/12/31	1260	2016/01/01	0004180919
V	ZRP1	SYUS	BOD	135647	2015/12/31	820	2015/04/01	0003947770
V	ZRP1	SYUS	BOD	135647	2016/12/31	1260	2016/01/01	0004180918
V	ZRP1	SYUS	BOD	135852	2015/12/31	820	2015/04/01	0003947771
V	ZRP1	SYUS	BOD	135852	2016/12/31	1260	2016/01/01	0004180917
V	ZRP1	SYUS	BOD	136387	2015/12/31	820	2015/04/01	0003947774
V	ZRP1	SYUS	BOD	136387	2016/12/31	1260	2016/01/01	0004180916
V	ZRP1	SYUS	BOD	137740	2015/12/31	820	2015/04/01	0003947763
V	ZRP1	SYUS	BOD	137740	2016/12/31	1260	2016/01/01	0004180915
V	ZRP1	SYUS	BOD	138155	2015/12/31	820	2015/04/01	0003947768
V	ZRP1	SYUS	BOD	138155	2016/12/31	1260	2016/01/01	0004180914
V	ZRP1	SYUS	BOD	139210	2015/12/31	820	2015/04/01	0003947760
V	ZRP1	SYUS	BOD	139210	2016/12/31	1260	2016/01/01	0004180913
V	ZRP1	SYUS	BOD	139217	2015/12/31	820	2015/04/01	0003947756
V	ZRP1	SYUS	BOD	139217	2016/12/31	1260	2016/01/01	0004180912
V	ZRP1	SYUS	BOD	139218	2015/12/31	820	2015/04/01	0003947757
V	ZRP1	SYUS	BOD	139218	2016/12/31	1260	2016/01/01	0004180911
V	ZRP1	SYUS	BOD	142211	2015/12/31	820	2015/04/01	0003947759
V	ZRP1	SYUS	BOD	142211	2016/12/31	1260	2016/01/01	0004180910
V	ZRP1	SYUS	BOD	142218	2015/12/31	820	2015/04/01	0003947762
V	ZRP1	SYUS	BOD	142218	2016/12/31	1260	2016/01/01	0004180909
V	ZRP1	SYUS	BOD	150571	2015/12/31	820	2015/04/01	0003947775
V	ZRP1	SYUS	BOD	150571	2016/12/31	1260	2016/01/01	0004180908
V	ZRP1	SYUS	BOD	158985	2015/12/31	820	2015/04/01	0003947761
V	ZRP1	SYUS	BOD	158985	2016/12/31	1260	2016/01/01	0004180907
V	ZRP1	SYUS	CCR	101813	2015/12/31	812	2015/04/01	0003948204
V	ZRP1	SYUS	CCR	101813	2016/12/31	1252	2016/01/01	0004180794
V	ZRP1	SYUS	CCR	102356	2015/12/31	812	2015/04/01	0003948238
V	ZRP1	SYUS	CCR	102356	2016/12/31	1252	2016/01/01	0004180795
V	ZRP1	SYUS	CCR	103239	2015/12/31	812	2015/04/01	0003948237
V	ZRP1	SYUS	CCR	103239	2016/12/31	1252	2016/01/01	0004180796
V	ZRP1	SYUS	CCR	103726	2015/12/31	812	2015/04/01	0003948205
V	ZRP1	SYUS	CCR	103726	2016/12/31	1252	2016/01/01	0004180797
V	ZRP1	SYUS	CCR	103866	2015/12/31	812	2015/04/01	0003948208
V	ZRP1	SYUS	CCR	103866	2016/12/31	1252	2016/01/01	0004180798
V	ZRP1	SYUS	CCR	108023	2015/12/31	812	2015/04/01	0003948214
V	ZRP1	SYUS	CCR	108023	2016/12/31	1252	2016/01/01	0004180799
V	ZRP1	SYUS	CCR	109454	2015/12/31	812	2015/04/01	0003948221
V	ZRP1	SYUS	CCR	109454	2016/12/31	1252	2016/01/01	0004180800
V	ZRP1	SYUS	CCR	110697	2015/12/31	812	2015/04/01	0003948215
V	ZRP1	SYUS	CCR	110697	2016/12/31	1252	2016/01/01	0004180801
V	ZRP1	SYUS	CCR	110933	2015/12/31	812	2015/04/01	0003948235
V	ZRP1	SYUS	CCR	110933	2016/12/31	1252	2016/01/01	0004180802
V	ZRP1	SYUS	CCR	111796	2015/12/31	812	2015/04/01	0003948216
V	ZRP1	SYUS	CCR	111796	2016/12/31	1252	2016/01/01	0004180803
V	ZRP1	SYUS	CCR	111925	2015/12/31	812	2015/04/01	0003948227
V	ZRP1	SYUS	CCR	111925	2016/12/31	1252	2016/01/01	0004180804
V	ZRP1	SYUS	CCR	114202	2015/12/31	812	2015/04/01	0003948217
V	ZRP1	SYUS	CCR	114202	2016/12/31	1252	2016/01/01	0004180805
V	ZRP1	SYUS	CCR	114410	2015/12/31	812	2015/04/01	0003948219
V	ZRP1	SYUS	CCR	114410	2016/12/31	1252	2016/01/01	0004180806
V	ZRP1	SYUS	CCR	114602	2015/12/31	812	2015/04/01	0003948230
V	ZRP1	SYUS	CCR	114602	2016/12/31	1252	2016/01/01	0004180807
V	ZRP1	SYUS	CCR	119789	2015/12/31	812	2015/04/01	0003948224
V	ZRP1	SYUS	CCR	119789	2016/12/31	1252	2016/01/01	0004180808
V	ZRP1	SYUS	CCR	120451	2015/12/31	812	2015/04/01	0003948229
V	ZRP1	SYUS	CCR	120451	2016/12/31	1252	2016/01/01	0004180809
V	ZRP1	SYUS	CCR	121059	2015/12/31	812	2015/04/01	0003948233
V	ZRP1	SYUS	CCR	121059	2016/12/31	1252	2016/01/01	0004180810
V	ZRP1	SYUS	CCR	135647	2015/12/31	812	2015/04/01	0003948220
V	ZRP1	SYUS	CCR	135647	2016/12/31	1252	2016/01/01	0004180811
V	ZRP1	SYUS	CCR	135852	2015/12/31	812	2015/04/01	0003948228
V	ZRP1	SYUS	CCR	135852	2016/12/31	1252	2016/01/01	0004180812
V	ZRP1	SYUS	CCR	136387	2015/12/31	812	2015/04/01	0003948231
V	ZRP1	SYUS	CCR	136387	2016/12/31	1252	2016/01/01	0004180813
V	ZRP1	SYUS	CCR	137740	2015/12/31	812	2015/04/01	0003948213
V	ZRP1	SYUS	CCR	137740	2016/12/31	1252	2016/01/01	0004180814
V	ZRP1	SYUS	CCR	137745	2015/12/31	812	2015/04/01	0003948226
V	ZRP1	SYUS	CCR	137745	2016/12/31	1252	2016/01/01	0004180815
V	ZRP1	SYUS	CCR	138155	2015/12/31	812	2015/04/01	0003948218
V	ZRP1	SYUS	CCR	138155	2016/12/31	1252	2016/01/01	0004180816
V	ZRP1	SYUS	CCR	139210	2015/12/31	812	2015/04/01	0003948210
V	ZRP1	SYUS	CCR	139210	2016/12/31	1252	2016/01/01	0004180817
V	ZRP1	SYUS	CCR	139217	2015/12/31	812	2015/04/01	0003948206
V	ZRP1	SYUS	CCR	139217	2016/12/31	1252	2016/01/01	0004180818
V	ZRP1	SYUS	CCR	139218	2015/12/31	812	2015/04/01	0003948207
V	ZRP1	SYUS	CCR	139218	2016/12/31	1252	2016/01/01	0004180819
V	ZRP1	SYUS	CCR	140802	2015/12/31	812	2015/04/01	0003948234
V	ZRP1	SYUS	CCR	140802	2016/12/31	1252	2016/01/01	0004180768
V	ZRP1	SYUS	CCR	142211	2015/12/31	812	2015/04/01	0003948209
V	ZRP1	SYUS	CCR	142211	2016/12/31	1252	2016/01/01	0004180769
V	ZRP1	SYUS	CCR	142218	2015/12/31	812	2015/04/01	0003948212
V	ZRP1	SYUS	CCR	142218	2016/12/31	1252	2016/01/01	0004180770
V	ZRP1	SYUS	CCR	150571	2015/12/31	812	2015/04/01	0003948232
V	ZRP1	SYUS	CCR	150571	2016/12/31	1252	2016/01/01	0004180771
V	ZRP1	SYUS	CCR	155361	2015/12/31	812	2015/04/01	0003948225
V	ZRP1	SYUS	CCR	155361	2016/12/31	1252	2016/01/01	0004180772
V	ZRP1	SYUS	CCR	157027	2015/12/31	812	2015/04/01	0003948223
V	ZRP1	SYUS	CCR	157027	2016/12/31	1252	2016/01/01	0004180773
V	ZRP1	SYUS	CCR	158255	2015/12/31	812	2015/04/01	0003948236
V	ZRP1	SYUS	CCR	158255	2016/12/31	1252	2016/01/01	0004180774
V	ZRP1	SYUS	CCR	158985	2015/12/31	812	2015/04/01	0003948211
V	ZRP1	SYUS	CCR	158985	2016/12/31	1252	2016/01/01	0004180775
V	ZRP1	SYUS	CCR	161663	2015/12/31	812	2015/04/01	0003948222
V	ZRP1	SYUS	CCR	161663	2016/12/31	1252	2016/01/01	0004180776
V	ZRP1	SYUS	CDP	101813	2015/12/31	812	2015/04/01	0003948099
V	ZRP1	SYUS	CDP	101813	2016/12/31	1252	2016/01/01	0004180777
V	ZRP1	SYUS	CDP	102356	2015/12/31	812	2015/04/01	0003948133
V	ZRP1	SYUS	CDP	102356	2016/12/31	1252	2016/01/01	0004180778
V	ZRP1	SYUS	CDP	103239	2015/12/31	812	2015/04/01	0003948132
V	ZRP1	SYUS	CDP	103239	2016/12/31	1252	2016/01/01	0004180779
V	ZRP1	SYUS	CDP	103726	2015/12/31	812	2015/04/01	0003948100
V	ZRP1	SYUS	CDP	103726	2016/12/31	1252	2016/01/01	0004180780
V	ZRP1	SYUS	CDP	103866	2015/12/31	812	2015/04/01	0003948103
V	ZRP1	SYUS	CDP	103866	2016/12/31	1252	2016/01/01	0004180781
V	ZRP1	SYUS	CDP	108023	2015/12/31	812	2015/04/01	0003948109
V	ZRP1	SYUS	CDP	108023	2016/12/31	1252	2016/01/01	0004180782
V	ZRP1	SYUS	CDP	109454	2015/12/31	812	2015/04/01	0003948116
V	ZRP1	SYUS	CDP	109454	2016/12/31	1252	2016/01/01	0004180783
V	ZRP1	SYUS	CDP	110697	2015/12/31	812	2015/04/01	0003948110
V	ZRP1	SYUS	CDP	110697	2016/12/31	1252	2016/01/01	0004180784
V	ZRP1	SYUS	CDP	110933	2015/12/31	812	2015/04/01	0003948130
V	ZRP1	SYUS	CDP	110933	2016/12/31	1252	2016/01/01	0004180785
V	ZRP1	SYUS	CDP	111796	2015/12/31	812	2015/04/01	0003948111
V	ZRP1	SYUS	CDP	111796	2016/12/31	1252	2016/01/01	0004180786
V	ZRP1	SYUS	CDP	111925	2015/12/31	812	2015/04/01	0003948122
V	ZRP1	SYUS	CDP	111925	2016/12/31	1252	2016/01/01	0004180787
V	ZRP1	SYUS	CDP	114202	2015/12/31	812	2015/04/01	0003948112
V	ZRP1	SYUS	CDP	114202	2016/12/31	1252	2016/01/01	0004180788
V	ZRP1	SYUS	CDP	114410	2015/12/31	812	2015/04/01	0003948114
V	ZRP1	SYUS	CDP	114410	2016/12/31	1252	2016/01/01	0004180789
V	ZRP1	SYUS	CDP	114602	2015/12/31	812	2015/04/01	0003948125
V	ZRP1	SYUS	CDP	114602	2016/12/31	1252	2016/01/01	0004180790
V	ZRP1	SYUS	CDP	119789	2015/12/31	812	2015/04/01	0003948119
V	ZRP1	SYUS	CDP	119789	2016/12/31	1252	2016/01/01	0004180791
V	ZRP1	SYUS	CDP	120451	2015/12/31	812	2015/04/01	0003948124
V	ZRP1	SYUS	CDP	120451	2016/12/31	1252	2016/01/01	0004180792
V	ZRP1	SYUS	CDP	121059	2015/12/31	812	2015/04/01	0003948128
V	ZRP1	SYUS	CDP	121059	2016/12/31	1252	2016/01/01	0004180793
V	ZRP1	SYUS	CDP	135647	2015/12/31	812	2015/04/01	0003948115
V	ZRP1	SYUS	CDP	135647	2016/12/31	1252	2016/01/01	0004180820
V	ZRP1	SYUS	CDP	135852	2015/12/31	812	2015/04/01	0003948123
V	ZRP1	SYUS	CDP	135852	2016/12/31	1252	2016/01/01	0004180637
V	ZRP1	SYUS	CDP	136387	2015/12/31	812	2015/04/01	0003948126
V	ZRP1	SYUS	CDP	136387	2016/12/31	1252	2016/01/01	0004180638
V	ZRP1	SYUS	CDP	137740	2015/12/31	812	2015/04/01	0003948108
V	ZRP1	SYUS	CDP	137740	2016/12/31	1252	2016/01/01	0004180639
V	ZRP1	SYUS	CDP	137745	2015/12/31	812	2015/04/01	0003948121
V	ZRP1	SYUS	CDP	137745	2016/12/31	1252	2016/01/01	0004180640
V	ZRP1	SYUS	CDP	138155	2015/12/31	812	2015/04/01	0003948113
V	ZRP1	SYUS	CDP	138155	2016/12/31	1252	2016/01/01	0004180641
V	ZRP1	SYUS	CDP	139210	2015/12/31	812	2015/04/01	0003948105
V	ZRP1	SYUS	CDP	139210	2016/12/31	1252	2016/01/01	0004180642
V	ZRP1	SYUS	CDP	139217	2015/12/31	812	2015/04/01	0003948101
V	ZRP1	SYUS	CDP	139217	2016/12/31	1252	2016/01/01	0004180643
V	ZRP1	SYUS	CDP	139218	2015/12/31	812	2015/04/01	0003948102
V	ZRP1	SYUS	CDP	139218	2016/12/31	1252	2016/01/01	0004180644
V	ZRP1	SYUS	CDP	140802	2015/12/31	812	2015/04/01	0003948129
V	ZRP1	SYUS	CDP	140802	2016/12/31	1252	2016/01/01	0004180645
V	ZRP1	SYUS	CDP	142211	2015/12/31	812	2015/04/01	0003948104
V	ZRP1	SYUS	CDP	142211	2016/12/31	1252	2016/01/01	0004180646
V	ZRP1	SYUS	CDP	142218	2015/12/31	812	2015/04/01	0003948107
V	ZRP1	SYUS	CDP	142218	2016/12/31	1252	2016/01/01	0004180647
V	ZRP1	SYUS	CDP	150571	2015/12/31	812	2015/04/01	0003948127
V	ZRP1	SYUS	CDP	150571	2016/12/31	1252	2016/01/01	0004180648
V	ZRP1	SYUS	CDP	155361	2015/12/31	812	2015/04/01	0003948120
V	ZRP1	SYUS	CDP	155361	2016/12/31	1252	2016/01/01	0004180649
