KAPPL	KSCHL	VKORG	ZZ_MVGR5	KUNNR	DATBI	KNUMA	DATAB	KNUMH
V	ZRP1	SYCF	JGS	121059	2016/12/31	1411	2016/01/01	0004183070
V	ZRP1	SYCF	JGS	135647	2015/12/31	990	2015/04/01	0003946006
V	ZRP1	SYCF	JGS	135647	2016/12/31	1411	2016/01/01	0004183071
V	ZRP1	SYCF	JGS	135852	2015/12/31	990	2015/04/01	0003946009
V	ZRP1	SYCF	JGS	135852	2016/12/31	1411	2016/01/01	0004183072
V	ZRP1	SYCF	JGS	136387	2015/12/31	990	2015/04/01	0003946012
V	ZRP1	SYCF	JGS	136387	2016/12/31	1411	2016/01/01	0004183073
V	ZRP1	SYCF	JGS	137740	2015/12/31	990	2015/04/01	0003945999
V	ZRP1	SYCF	JGS	137740	2016/12/31	1411	2016/01/01	0004183074
V	ZRP1	SYCF	JGS	138155	2015/12/31	990	2015/04/01	0003946004
V	ZRP1	SYCF	JGS	138155	2016/12/31	1411	2016/01/01	0004183075
V	ZRP1	SYCF	JGS	139210	2015/12/31	990	2015/04/01	0003945996
V	ZRP1	SYCF	JGS	139210	2016/12/31	1411	2016/01/01	0004183076
V	ZRP1	SYCF	JGS	139217	2015/12/31	990	2015/04/01	0003945992
V	ZRP1	SYCF	JGS	139217	2016/12/31	1411	2016/01/01	0004183077
V	ZRP1	SYCF	JGS	139218	2015/12/31	990	2015/04/01	0003945993
V	ZRP1	SYCF	JGS	139218	2016/12/31	1411	2016/01/01	0004183078
V	ZRP1	SYCF	JGS	140802	2015/12/31	990	2015/04/01	0003946015
V	ZRP1	SYCF	JGS	140802	2016/12/31	1411	2016/01/01	0004183079
V	ZRP1	SYCF	JGS	142211	2015/12/31	990	2015/04/01	0003945995
V	ZRP1	SYCF	JGS	142211	2016/12/31	1411	2016/01/01	0004183080
V	ZRP1	SYCF	JGS	142218	2015/12/31	990	2015/04/01	0003945998
V	ZRP1	SYCF	JGS	142218	2016/12/31	1411	2016/01/01	0004183081
V	ZRP1	SYCF	JGS	150571	2015/12/31	990	2015/04/01	0003946013
V	ZRP1	SYCF	JGS	150571	2016/12/31	1411	2016/01/01	0004183082
V	ZRP1	SYCF	JGS	158985	2015/12/31	990	2015/04/01	0003945997
V	ZRP1	SYCF	JGS	158985	2016/12/31	1411	2016/01/01	0004183083
V	ZRP1	SYCF	JGS	161663	2015/12/31	990	2015/04/01	0003946008
V	ZRP1	SYCF	JGS	161663	2016/12/31	1411	2016/01/01	0004183084
V	ZRP1	SYCF	JKD	101813	2015/12/31	989	2015/04/01	0003945704
V	ZRP1	SYCF	JKD	101813	2016/01/31	1410	2016/01/01	0004183023
V	ZRP1	SYCF	JKD	103726	2015/12/31	989	2015/04/01	0003945705
V	ZRP1	SYCF	JKD	103726	2016/01/31	1410	2016/01/01	0004183024
V	ZRP1	SYCF	JKD	103866	2015/12/31	989	2015/04/01	0003945708
V	ZRP1	SYCF	JKD	103866	2016/01/31	1410	2016/01/01	0004183025
V	ZRP1	SYCF	JKD	108023	2015/12/31	989	2015/04/01	0003945714
V	ZRP1	SYCF	JKD	108023	2016/01/31	1410	2016/01/01	0004183026
V	ZRP1	SYCF	JKD	109454	2015/12/31	989	2015/04/01	0003945721
V	ZRP1	SYCF	JKD	109454	2016/01/31	1410	2016/01/01	0004183027
V	ZRP1	SYCF	JKD	110697	2015/12/31	989	2015/04/01	0003945715
V	ZRP1	SYCF	JKD	110697	2016/01/31	1410	2016/01/01	0004183028
V	ZRP1	SYCF	JKD	111796	2015/12/31	989	2015/04/01	0003945716
V	ZRP1	SYCF	JKD	111796	2016/01/31	1410	2016/01/01	0004183029
V	ZRP1	SYCF	JKD	114202	2015/12/31	989	2015/04/01	0003945717
V	ZRP1	SYCF	JKD	114202	2016/01/31	1410	2016/01/01	0004183030
V	ZRP1	SYCF	JKD	114410	2015/12/31	989	2015/04/01	0003945719
V	ZRP1	SYCF	JKD	114410	2016/01/31	1410	2016/01/01	0004183031
V	ZRP1	SYCF	JKD	114602	2015/12/31	989	2015/04/01	0003945725
V	ZRP1	SYCF	JKD	114602	2016/01/31	1410	2016/01/01	0004183032
V	ZRP1	SYCF	JKD	120451	2015/12/31	989	2015/04/01	0003945724
V	ZRP1	SYCF	JKD	120451	2016/01/31	1410	2016/01/01	0004183033
V	ZRP1	SYCF	JKD	121059	2015/12/31	989	2015/04/01	0003945728
V	ZRP1	SYCF	JKD	121059	2016/01/31	1410	2016/01/01	0004183034
V	ZRP1	SYCF	JKD	135647	2015/12/31	989	2015/04/01	0003945720
V	ZRP1	SYCF	JKD	135647	2016/01/31	1410	2016/01/01	0004183035
V	ZRP1	SYCF	JKD	135852	2015/12/31	989	2015/04/01	0003945723
V	ZRP1	SYCF	JKD	135852	2016/01/31	1410	2016/01/01	0004183036
V	ZRP1	SYCF	JKD	136387	2015/12/31	989	2015/04/01	0003945726
V	ZRP1	SYCF	JKD	136387	2016/01/31	1410	2016/01/01	0004183037
V	ZRP1	SYCF	JKD	137740	2015/12/31	989	2015/04/01	0003945713
V	ZRP1	SYCF	JKD	137740	2016/01/31	1410	2016/01/01	0004183038
V	ZRP1	SYCF	JKD	138155	2015/12/31	989	2015/04/01	0003945718
V	ZRP1	SYCF	JKD	138155	2016/01/31	1410	2016/01/01	0004183039
V	ZRP1	SYCF	JKD	139210	2015/12/31	989	2015/04/01	0003945710
V	ZRP1	SYCF	JKD	139210	2016/01/31	1410	2016/01/01	0004183040
V	ZRP1	SYCF	JKD	139217	2015/12/31	989	2015/04/01	0003945706
V	ZRP1	SYCF	JKD	139217	2016/01/31	1410	2016/01/01	0004183041
V	ZRP1	SYCF	JKD	139218	2015/12/31	989	2015/04/01	0003945707
V	ZRP1	SYCF	JKD	139218	2016/01/31	1410	2016/01/01	0004183042
V	ZRP1	SYCF	JKD	140802	2015/12/31	989	2015/04/01	0003945729
V	ZRP1	SYCF	JKD	140802	2016/01/31	1410	2016/01/01	0004183043
V	ZRP1	SYCF	JKD	142211	2015/12/31	989	2015/04/01	0003945709
V	ZRP1	SYCF	JKD	142211	2016/01/31	1410	2016/01/01	0004183044
V	ZRP1	SYCF	JKD	142218	2015/12/31	989	2015/04/01	0003945712
V	ZRP1	SYCF	JKD	142218	2016/01/31	1410	2016/01/01	0004183045
V	ZRP1	SYCF	JKD	150571	2015/12/31	989	2015/04/01	0003945727
V	ZRP1	SYCF	JKD	150571	2016/01/31	1410	2016/01/01	0004183046
V	ZRP1	SYCF	JKD	158985	2015/12/31	989	2015/04/01	0003945711
V	ZRP1	SYCF	JKD	158985	2016/01/31	1410	2016/01/01	0004183047
V	ZRP1	SYCF	JKD	161663	2015/12/31	989	2015/04/01	0003945722
V	ZRP1	SYCF	JKD	161663	2016/01/31	1410	2016/01/01	0004183048
V	ZRP1	SYCF	JKM	101813	2015/12/31	989	2015/04/01	0003945678
V	ZRP1	SYCF	JKM	101813	2016/01/31	1410	2016/01/01	0004182997
V	ZRP1	SYCF	JKM	103726	2015/12/31	989	2015/04/01	0003945679
V	ZRP1	SYCF	JKM	103726	2016/01/31	1410	2016/01/01	0004182998
V	ZRP1	SYCF	JKM	103866	2015/12/31	989	2015/04/01	0003945682
V	ZRP1	SYCF	JKM	103866	2016/01/31	1410	2016/01/01	0004182999
V	ZRP1	SYCF	JKM	108023	2015/12/31	989	2015/04/01	0003945688
V	ZRP1	SYCF	JKM	108023	2016/01/31	1410	2016/01/01	0004183000
V	ZRP1	SYCF	JKM	109454	2015/12/31	989	2015/04/01	0003945695
V	ZRP1	SYCF	JKM	109454	2016/01/31	1410	2016/01/01	0004183001
V	ZRP1	SYCF	JKM	110697	2015/12/31	989	2015/04/01	0003945689
V	ZRP1	SYCF	JKM	110697	2016/01/31	1410	2016/01/01	0004183002
V	ZRP1	SYCF	JKM	111796	2015/12/31	989	2015/04/01	0003945690
V	ZRP1	SYCF	JKM	111796	2016/01/31	1410	2016/01/01	0004183003
V	ZRP1	SYCF	JKM	114202	2015/12/31	989	2015/04/01	0003945691
V	ZRP1	SYCF	JKM	114202	2016/01/31	1410	2016/01/01	0004183004
V	ZRP1	SYCF	JKM	114410	2015/12/31	989	2015/04/01	0003945693
V	ZRP1	SYCF	JKM	114410	2016/01/31	1410	2016/01/01	0004183005
V	ZRP1	SYCF	JKM	114602	2015/12/31	989	2015/04/01	0003945699
V	ZRP1	SYCF	JKM	114602	2016/01/31	1410	2016/01/01	0004183006
V	ZRP1	SYCF	JKM	120451	2015/12/31	989	2015/04/01	0003945698
V	ZRP1	SYCF	JKM	120451	2016/01/31	1410	2016/01/01	0004183007
V	ZRP1	SYCF	JKM	121059	2015/12/31	989	2015/04/01	0003945702
V	ZRP1	SYCF	JKM	121059	2016/01/31	1410	2016/01/01	0004183008
V	ZRP1	SYCF	JKM	135647	2015/12/31	989	2015/04/01	0003945694
V	ZRP1	SYCF	JKM	135647	2016/01/31	1410	2016/01/01	0004183009
V	ZRP1	SYCF	JKM	135852	2015/12/31	989	2015/04/01	0003945697
V	ZRP1	SYCF	JKM	135852	2016/01/31	1410	2016/01/01	0004183010
V	ZRP1	SYCF	JKM	136387	2015/12/31	989	2015/04/01	0003945700
V	ZRP1	SYCF	JKM	136387	2016/01/31	1410	2016/01/01	0004183011
V	ZRP1	SYCF	JKM	137740	2015/12/31	989	2015/04/01	0003945687
V	ZRP1	SYCF	JKM	137740	2016/01/31	1410	2016/01/01	0004183012
V	ZRP1	SYCF	JKM	138155	2015/12/31	989	2015/04/01	0003945692
V	ZRP1	SYCF	JKM	138155	2016/01/31	1410	2016/01/01	0004183013
V	ZRP1	SYCF	JKM	139210	2015/12/31	989	2015/04/01	0003945684
V	ZRP1	SYCF	JKM	139210	2016/01/31	1410	2016/01/01	0004183014
V	ZRP1	SYCF	JKM	139217	2015/12/31	989	2015/04/01	0003945680
V	ZRP1	SYCF	JKM	139217	2016/01/31	1410	2016/01/01	0004183015
V	ZRP1	SYCF	JKM	139218	2015/12/31	989	2015/04/01	0003945681
V	ZRP1	SYCF	JKM	139218	2016/01/31	1410	2016/01/01	0004183016
V	ZRP1	SYCF	JKM	140802	2015/12/31	989	2015/04/01	0003945703
V	ZRP1	SYCF	JKM	140802	2016/01/31	1410	2016/01/01	0004183017
V	ZRP1	SYCF	JKM	142211	2015/12/31	989	2015/04/01	0003945683
V	ZRP1	SYCF	JKM	142211	2016/01/31	1410	2016/01/01	0004183018
V	ZRP1	SYCF	JKM	142218	2015/12/31	989	2015/04/01	0003945686
V	ZRP1	SYCF	JKM	142218	2016/01/31	1410	2016/01/01	0004183019
V	ZRP1	SYCF	JKM	150571	2015/12/31	989	2015/04/01	0003945701
V	ZRP1	SYCF	JKM	150571	2016/01/31	1410	2016/01/01	0004183020
V	ZRP1	SYCF	JKM	158985	2015/12/31	989	2015/04/01	0003945685
V	ZRP1	SYCF	JKM	158985	2016/01/31	1410	2016/01/01	0004183021
V	ZRP1	SYCF	JKM	161663	2015/12/31	989	2015/04/01	0003945696
V	ZRP1	SYCF	JKM	161663	2016/01/31	1410	2016/01/01	0004183022
V	ZRP1	SYCF	KPR	101813	2015/12/31	1201	2015/04/01	0003944710
V	ZRP1	SYCF	KPR	101813	2016/12/31	1527	2016/01/01	0004183979
V	ZRP1	SYCF	KPR	103726	2015/12/31	1201	2015/04/01	0003944711
V	ZRP1	SYCF	KPR	103726	2016/12/31	1527	2016/01/01	0004183980
V	ZRP1	SYCF	KPR	103866	2015/12/31	1201	2015/04/01	0003944714
V	ZRP1	SYCF	KPR	103866	2016/12/31	1527	2016/01/01	0004183981
V	ZRP1	SYCF	KPR	108023	2015/12/31	1201	2015/04/01	0003944720
V	ZRP1	SYCF	KPR	108023	2016/12/31	1527	2016/01/01	0004183982
V	ZRP1	SYCF	KPR	109454	2015/12/31	1201	2015/04/01	0003944727
V	ZRP1	SYCF	KPR	109454	2016/12/31	1527	2016/01/01	0004183983
V	ZRP1	SYCF	KPR	110697	2015/12/31	1201	2015/04/01	0003944721
V	ZRP1	SYCF	KPR	110697	2016/12/31	1527	2016/01/01	0004183984
V	ZRP1	SYCF	KPR	111796	2015/12/31	1201	2015/04/01	0003944722
V	ZRP1	SYCF	KPR	111796	2016/12/31	1527	2016/01/01	0004183985
V	ZRP1	SYCF	KPR	114202	2015/12/31	1201	2015/04/01	0003944723
V	ZRP1	SYCF	KPR	114202	2016/12/31	1527	2016/01/01	0004183986
V	ZRP1	SYCF	KPR	114410	2015/12/31	1201	2015/04/01	0003944725
V	ZRP1	SYCF	KPR	114410	2016/12/31	1527	2016/01/01	0004183987
V	ZRP1	SYCF	KPR	114602	2015/12/31	1201	2015/04/01	0003944731
V	ZRP1	SYCF	KPR	114602	2016/12/31	1527	2016/01/01	0004183988
V	ZRP1	SYCF	KPR	120451	2015/12/31	1201	2015/04/01	0003944730
V	ZRP1	SYCF	KPR	120451	2016/12/31	1527	2016/01/01	0004183989
V	ZRP1	SYCF	KPR	121059	2015/12/31	1201	2015/04/01	0003944734
V	ZRP1	SYCF	KPR	121059	2016/12/31	1527	2016/01/01	0004183990
V	ZRP1	SYCF	KPR	135647	2015/12/31	1201	2015/04/01	0003944726
V	ZRP1	SYCF	KPR	135647	2016/12/31	1527	2016/01/01	0004183991
V	ZRP1	SYCF	KPR	135852	2015/12/31	1201	2015/04/01	0003944729
V	ZRP1	SYCF	KPR	135852	2016/12/31	1527	2016/01/01	0004183972
V	ZRP1	SYCF	KPR	136387	2015/12/31	1201	2015/04/01	0003944732
V	ZRP1	SYCF	KPR	136387	2016/12/31	1527	2016/01/01	0004183971
V	ZRP1	SYCF	KPR	137740	2015/12/31	1201	2015/04/01	0003944719
V	ZRP1	SYCF	KPR	137740	2016/12/31	1527	2016/01/01	0004183970
V	ZRP1	SYCF	KPR	138155	2015/12/31	1201	2015/04/01	0003944724
V	ZRP1	SYCF	KPR	138155	2016/12/31	1527	2016/01/01	0004183969
V	ZRP1	SYCF	KPR	139210	2015/12/31	1201	2015/04/01	0003944716
V	ZRP1	SYCF	KPR	139210	2016/12/31	1527	2016/01/01	0004183968
V	ZRP1	SYCF	KPR	139217	2015/12/31	1201	2015/04/01	0003944712
V	ZRP1	SYCF	KPR	139217	2016/12/31	1527	2016/01/01	0004183967
V	ZRP1	SYCF	KPR	139218	2015/12/31	1201	2015/04/01	0003944713
V	ZRP1	SYCF	KPR	139218	2016/12/31	1527	2016/01/01	0004183966
V	ZRP1	SYCF	KPR	140802	2015/12/31	1201	2015/04/01	0003944735
V	ZRP1	SYCF	KPR	140802	2016/12/31	1527	2016/01/01	0004183973
V	ZRP1	SYCF	KPR	142211	2015/12/31	1201	2015/04/01	0003944715
V	ZRP1	SYCF	KPR	142211	2016/12/31	1527	2016/01/01	0004183974
V	ZRP1	SYCF	KPR	142218	2015/12/31	1201	2015/04/01	0003944718
V	ZRP1	SYCF	KPR	142218	2016/12/31	1527	2016/01/01	0004183975
V	ZRP1	SYCF	KPR	150571	2015/12/31	1201	2015/04/01	0003944733
V	ZRP1	SYCF	KPR	150571	2016/12/31	1527	2016/01/01	0004183976
V	ZRP1	SYCF	KPR	158985	2015/12/31	1201	2015/04/01	0003944717
V	ZRP1	SYCF	KPR	158985	2016/12/31	1527	2016/01/01	0004183977
V	ZRP1	SYCF	KPR	161663	2015/12/31	1201	2015/04/01	0003944728
V	ZRP1	SYCF	KPR	161663	2016/12/31	1527	2016/01/01	0004183978
V	ZRP1	SYCF	LOR	101813	2015/12/31	956	2015/04/01	0003948522
V	ZRP1	SYCF	LOR	101813	2016/12/31	1384	2016/01/01	0004182406
V	ZRP1	SYCF	LOR	102356	2015/12/31	956	2015/04/01	0003948556
V	ZRP1	SYCF	LOR	102356	2016/12/31	1384	2016/01/01	0004182407
V	ZRP1	SYCF	LOR	103239	2015/12/31	956	2015/04/01	0003948555
V	ZRP1	SYCF	LOR	103239	2016/12/31	1384	2016/01/01	0004182408
V	ZRP1	SYCF	LOR	103726	2015/12/31	956	2015/04/01	0003948523
V	ZRP1	SYCF	LOR	103726	2016/12/31	1384	2016/01/01	0004182409
V	ZRP1	SYCF	LOR	103866	2015/12/31	956	2015/04/01	0003948526
V	ZRP1	SYCF	LOR	103866	2016/12/31	1384	2016/01/01	0004182410
V	ZRP1	SYCF	LOR	108023	2015/12/31	956	2015/04/01	0003948532
V	ZRP1	SYCF	LOR	108023	2016/12/31	1384	2016/01/01	0004182411
V	ZRP1	SYCF	LOR	109454	2015/12/31	956	2015/04/01	0003948539
V	ZRP1	SYCF	LOR	109454	2016/12/31	1384	2016/01/01	0004182412
V	ZRP1	SYCF	LOR	110697	2015/12/31	956	2015/04/01	0003948533
V	ZRP1	SYCF	LOR	110697	2016/12/31	1384	2016/01/01	0004182413
V	ZRP1	SYCF	LOR	110933	2015/12/31	956	2015/04/01	0003948553
V	ZRP1	SYCF	LOR	110933	2016/12/31	1384	2016/01/01	0004182414
V	ZRP1	SYCF	LOR	111796	2015/12/31	956	2015/04/01	0003948534
V	ZRP1	SYCF	LOR	111796	2016/12/31	1384	2016/01/01	0004182363
V	ZRP1	SYCF	LOR	111925	2015/12/31	956	2015/04/01	0003948545
V	ZRP1	SYCF	LOR	111925	2016/12/31	1384	2016/01/01	0004182364
V	ZRP1	SYCF	LOR	114202	2015/12/31	956	2015/04/01	0003948535
V	ZRP1	SYCF	LOR	114202	2016/12/31	1384	2016/01/01	0004182365
V	ZRP1	SYCF	LOR	114410	2015/12/31	956	2015/04/01	0003948537
V	ZRP1	SYCF	LOR	114410	2016/12/31	1384	2016/01/01	0004182366
V	ZRP1	SYCF	LOR	114602	2015/12/31	956	2015/04/01	0003948548
V	ZRP1	SYCF	LOR	114602	2016/12/31	1384	2016/01/01	0004182367
V	ZRP1	SYCF	LOR	119789	2015/12/31	956	2015/04/01	0003948542
V	ZRP1	SYCF	LOR	119789	2016/12/31	1384	2016/01/01	0004182368
V	ZRP1	SYCF	LOR	120451	2015/12/31	956	2015/04/01	0003948547
V	ZRP1	SYCF	LOR	120451	2016/12/31	1384	2016/01/01	0004182369
V	ZRP1	SYCF	LOR	121059	2015/12/31	956	2015/04/01	0003948551
V	ZRP1	SYCF	LOR	121059	2016/12/31	1384	2016/01/01	0004182370
V	ZRP1	SYCF	LOR	135647	2015/12/31	956	2015/04/01	0003948538
V	ZRP1	SYCF	LOR	135647	2016/12/31	1384	2016/01/01	0004182371
V	ZRP1	SYCF	LOR	135852	2015/12/31	956	2015/04/01	0003948546
V	ZRP1	SYCF	LOR	135852	2016/12/31	1384	2016/01/01	0004182372
V	ZRP1	SYCF	LOR	136387	2015/12/31	956	2015/04/01	0003948549
V	ZRP1	SYCF	LOR	136387	2016/12/31	1384	2016/01/01	0004182373
V	ZRP1	SYCF	LOR	137740	2015/12/31	956	2015/04/01	0003948531
V	ZRP1	SYCF	LOR	137740	2016/12/31	1384	2016/01/01	0004182374
V	ZRP1	SYCF	LOR	137745	2015/12/31	956	2015/04/01	0003948544
V	ZRP1	SYCF	LOR	137745	2016/12/31	1384	2016/01/01	0004182375
V	ZRP1	SYCF	LOR	138155	2015/12/31	956	2015/04/01	0003948536
V	ZRP1	SYCF	LOR	138155	2016/12/31	1384	2016/01/01	0004182376
V	ZRP1	SYCF	LOR	139210	2015/12/31	956	2015/04/01	0003948528
V	ZRP1	SYCF	LOR	139210	2016/12/31	1384	2016/01/01	0004182377
V	ZRP1	SYCF	LOR	139217	2015/12/31	956	2015/04/01	0003948524
V	ZRP1	SYCF	LOR	139217	2016/12/31	1384	2016/01/01	0004182378
V	ZRP1	SYCF	LOR	139218	2015/12/31	956	2015/04/01	0003948525
V	ZRP1	SYCF	LOR	139218	2016/12/31	1384	2016/01/01	0004182379
V	ZRP1	SYCF	LOR	140802	2015/12/31	956	2015/04/01	0003948552
V	ZRP1	SYCF	LOR	140802	2016/12/31	1384	2016/01/01	0004182380
V	ZRP1	SYCF	LOR	142211	2015/12/31	956	2015/04/01	0003948527
V	ZRP1	SYCF	LOR	142211	2016/12/31	1384	2016/01/01	0004182381
V	ZRP1	SYCF	LOR	142218	2015/12/31	956	2015/04/01	0003948530
V	ZRP1	SYCF	LOR	142218	2016/12/31	1384	2016/01/01	0004182382
V	ZRP1	SYCF	LOR	150571	2015/12/31	956	2015/04/01	0003948550
V	ZRP1	SYCF	LOR	150571	2016/12/31	1384	2016/01/01	0004182383
V	ZRP1	SYCF	LOR	155361	2015/12/31	956	2015/04/01	0003948543
V	ZRP1	SYCF	LOR	155361	2016/12/31	1384	2016/01/01	0004182384
V	ZRP1	SYCF	LOR	157027	2015/12/31	956	2015/04/01	0003948541
V	ZRP1	SYCF	LOR	157027	2016/12/31	1384	2016/01/01	0004182385
V	ZRP1	SYCF	LOR	158255	2015/12/31	956	2015/04/01	0003948554
V	ZRP1	SYCF	LOR	158255	2016/12/31	1384	2016/01/01	0004182386
V	ZRP1	SYCF	LOR	158985	2015/12/31	956	2015/04/01	0003948529
V	ZRP1	SYCF	LOR	158985	2016/12/31	1384	2016/01/01	0004182387
V	ZRP1	SYCF	LOR	161663	2015/12/31	956	2015/04/01	0003948540
V	ZRP1	SYCF	LOR	161663	2016/12/31	1384	2016/01/01	0004182388
V	ZRP1	SYCF	MFM	101813	2015/12/31	973	2015/04/01	0003931405
V	ZRP1	SYCF	MFM	101813	2016/12/31	1396	2016/01/01	0004182664
V	ZRP1	SYCF	MFM	103866	2015/12/31	973	2015/04/01	0003931409
V	ZRP1	SYCF	MFM	103866	2016/12/31	1396	2016/01/01	0004182665
V	ZRP1	SYCF	MFM	108023	2015/12/31	973	2015/04/01	0003931415
V	ZRP1	SYCF	MFM	108023	2016/12/31	1396	2016/01/01	0004182666
V	ZRP1	SYCF	MFM	109454	2015/12/31	973	2015/04/01	0003931424
V	ZRP1	SYCF	MFM	109454	2016/12/31	1396	2016/01/01	0004182667
V	ZRP1	SYCF	MFM	110697	2015/12/31	973	2015/04/01	0003931416
V	ZRP1	SYCF	MFM	110697	2016/12/31	1396	2016/01/01	0004182668
V	ZRP1	SYCF	MFM	111058	2015/12/31	973	2015/04/01	0003931431
V	ZRP1	SYCF	MFM	111058	2016/12/31	1396	2016/01/01	0004182669
V	ZRP1	SYCF	MFM	111796	2015/12/31	973	2015/04/01	0003931417
V	ZRP1	SYCF	MFM	111796	2016/12/31	1396	2016/01/01	0004182670
V	ZRP1	SYCF	MFM	114202	2015/12/31	973	2015/04/01	0003931420
V	ZRP1	SYCF	MFM	114202	2016/12/31	1396	2016/01/01	0004182671
V	ZRP1	SYCF	MFM	114410	2015/12/31	973	2015/04/01	0003931422
V	ZRP1	SYCF	MFM	114410	2016/12/31	1396	2016/01/01	0004182672
V	ZRP1	SYCF	MFM	120451	2015/12/31	973	2015/04/01	0003931427
V	ZRP1	SYCF	MFM	120451	2016/12/31	1396	2016/01/01	0004182673
V	ZRP1	SYCF	MFM	121059	2015/12/31	973	2015/04/01	0003931428
V	ZRP1	SYCF	MFM	121059	2016/12/31	1396	2016/01/01	0004182674
V	ZRP1	SYCF	MFM	135647	2015/12/31	973	2015/04/01	0003931423
V	ZRP1	SYCF	MFM	135647	2016/12/31	1396	2016/01/01	0004182675
V	ZRP1	SYCF	MFM	135852	2015/12/31	973	2015/04/01	0003931426
V	ZRP1	SYCF	MFM	135852	2016/12/31	1396	2016/01/01	0004182676
V	ZRP1	SYCF	MFM	136184	2015/12/31	973	2015/04/01	0003931432
V	ZRP1	SYCF	MFM	136184	2016/12/31	1396	2016/01/01	0004182677
V	ZRP1	SYCF	MFM	136352	2015/12/31	973	2015/04/01	0003931406
V	ZRP1	SYCF	MFM	136352	2016/12/31	1396	2016/01/01	0004182678
V	ZRP1	SYCF	MFM	137740	2015/12/31	973	2015/04/01	0003931414
V	ZRP1	SYCF	MFM	137740	2016/12/31	1396	2016/01/01	0004182679
V	ZRP1	SYCF	MFM	138155	2015/12/31	973	2015/04/01	0003931421
V	ZRP1	SYCF	MFM	138155	2016/12/31	1396	2016/01/01	0004182680
V	ZRP1	SYCF	MFM	139210	2015/12/31	973	2015/04/01	0003931411
V	ZRP1	SYCF	MFM	139210	2016/12/31	1396	2016/01/01	0004182681
V	ZRP1	SYCF	MFM	139217	2015/12/31	973	2015/04/01	0003931407
V	ZRP1	SYCF	MFM	139217	2016/12/31	1396	2016/01/01	0004182682
V	ZRP1	SYCF	MFM	139218	2015/12/31	973	2015/04/01	0003931408
V	ZRP1	SYCF	MFM	139218	2016/12/31	1396	2016/01/01	0004182683
V	ZRP1	SYCF	MFM	140802	2015/12/31	973	2015/04/01	0003931429
V	ZRP1	SYCF	MFM	140802	2016/12/31	1396	2016/01/01	0004182684
V	ZRP1	SYCF	MFM	142211	2015/12/31	973	2015/04/01	0003931410
V	ZRP1	SYCF	MFM	142211	2016/12/31	1396	2016/01/01	0004182685
V	ZRP1	SYCF	MFM	142218	2015/12/31	973	2015/04/01	0003931413
V	ZRP1	SYCF	MFM	142218	2016/12/31	1396	2016/01/01	0004182686
V	ZRP1	SYCF	MFM	149650	2015/12/31	973	2015/04/01	0003931418
V	ZRP1	SYCF	MFM	149650	2016/12/31	1396	2016/01/01	0004182687
V	ZRP1	SYCF	MFM	157875	2015/12/31	973	2015/04/01	0003931404
V	ZRP1	SYCF	MFM	157875	2016/12/31	1396	2016/01/01	0004182688
V	ZRP1	SYCF	MFM	157886	2015/12/31	973	2015/04/01	0003931430
V	ZRP1	SYCF	MFM	157886	2016/12/31	1396	2016/01/01	0004182689
V	ZRP1	SYCF	MFM	158985	2015/12/31	973	2015/04/01	0003931412
V	ZRP1	SYCF	MFM	158985	2016/12/31	1396	2016/01/01	0004182690
V	ZRP1	SYCF	MFM	159393	2015/12/31	973	2015/04/01	0003931419
V	ZRP1	SYCF	MFM	159393	2016/12/31	1396	2016/01/01	0004182691
V	ZRP1	SYCF	MFM	161663	2015/12/31	973	2015/04/01	0003931425
V	ZRP1	SYCF	MFM	161663	2016/12/31	1396	2016/01/01	0004182692
V	ZRP1	SYCF	MFR	101813	2015/12/31	973	2015/04/01	0003931434
V	ZRP1	SYCF	MFR	101813	2016/12/31	1396	2016/01/01	0004182693
V	ZRP1	SYCF	MFR	103866	2015/12/31	973	2015/04/01	0003931438
V	ZRP1	SYCF	MFR	103866	2016/12/31	1396	2016/01/01	0004182694
V	ZRP1	SYCF	MFR	108023	2015/12/31	973	2015/04/01	0003931444
V	ZRP1	SYCF	MFR	108023	2016/12/31	1396	2016/01/01	0004182695
V	ZRP1	SYCF	MFR	109454	2015/12/31	973	2015/04/01	0003931453
V	ZRP1	SYCF	MFR	109454	2016/12/31	1396	2016/01/01	0004182696
V	ZRP1	SYCF	MFR	110697	2015/12/31	973	2015/04/01	0003931445
V	ZRP1	SYCF	MFR	110697	2016/12/31	1396	2016/01/01	0004182697
V	ZRP1	SYCF	MFR	111058	2015/12/31	973	2015/04/01	0003931460
V	ZRP1	SYCF	MFR	111058	2016/12/31	1396	2016/01/01	0004182698
V	ZRP1	SYCF	MFR	111796	2015/12/31	973	2015/04/01	0003931446
V	ZRP1	SYCF	MFR	111796	2016/12/31	1396	2016/01/01	0004182699
V	ZRP1	SYCF	MFR	114202	2015/12/31	973	2015/04/01	0003931449
V	ZRP1	SYCF	MFR	114202	2016/12/31	1396	2016/01/01	0004182700
V	ZRP1	SYCF	MFR	114410	2015/12/31	973	2015/04/01	0003931451
V	ZRP1	SYCF	MFR	114410	2016/12/31	1396	2016/01/01	0004182701
V	ZRP1	SYCF	MFR	120451	2015/12/31	973	2015/04/01	0003931456
V	ZRP1	SYCF	MFR	120451	2016/12/31	1396	2016/01/01	0004182702
V	ZRP1	SYCF	MFR	121059	2015/12/31	973	2015/04/01	0003931457
V	ZRP1	SYCF	MFR	121059	2016/12/31	1396	2016/01/01	0004182703
