Item Num,Item Description,Material Status,OH Qty,OH Cost,Landed Cost,Excess 6 Mo.,Excess 6M C,Gr.Req.6Mo,Gr.Req.6M C,MOQ,Gr.Req.7Mo,Gr.Req.7M C,GrReg7-12less,Hist 6 Mo,Hist 6M CST,Hist 12 Mo,Hist 12M CS,Merc Type,Product Hierarchy,Brand,Category,Sub-Category,ABC,Ticketed For,MSRP,MAP,SAP,New MSRP,MSSP,Tckt Prc,Plant,Inner Pack,Master Pack,Catlg Prc,Profit Ctr,MRP Controller,Sfty Ind.,Sfty wkdays,UPC #,Excess 9 Mo.,Excess 9M C,Gr.Req.9Mo,Gr.Req.9M C,Material Text1,Material Text2,Material Text3,Material Text4,Material Text5,Material Text6,Material Text7,XDst Status,Mate
5073724,FW BBQ HAMBURGER STUFFER,10,1338,1538.7,1.15,1338,1538.7,0,0,0,0,0,0,0,0,1,1.15,OSH,HOAN GADGETS BBQ,HOAN,GADGETS,BBQ,C,,0,0,0,6.99,0,0,1000,3,36,1.85,40005,606,1,0,24131135387,1338,1538.7,0,0,,,,,,,,,ZITM
5114617,KIZ S4 T-SHAPED BUBBLE BAG CLI,10,1087,1576.15,1.45,1059,1535.55,28,40.6,3600,20,0,    3580.000-,1825,2646.31,1832,2656.6,OSH,KIZMOS GADGETS HOUSEHOLD,KIZMOS,GADGETS,HOUSEHOLD,C,,0,0,0,5.99,5.99,0,1000,3,36,3,40005,201,1,0,24131244485,1047,1518.15,40,58,,,,,,,,,ZITM
5102077,MKSA SWIRL WHITE 4.5IN SMALL B,21,385,2013.55,5.23,293,1532.39,92,481.16,1000,0,0,    1000.000-,43,224.89,549,2868.92,BXD,MIKASA GIFTWARE BOWLS,MIKASA,GIFTWARE,BOWLS,C,,0,0,0,29,19.99,0,1000,0,4,10,40050,506,,0,8.85991E+11,293,1532.39,92,481.16,,,,,,,,,ZITM
5074339,FW SS 3.5 PARER XS CLR SHEATH,10,2073,2218.11,1.07,1432,1532.24,641,685.87,0,210,0,210,195,209,1040,1140.65,OSH,FARBERWARE CUTLERY,FARBERWARE,CUTLERY,,C,1879,0,0,0,5.99,5.99,0,1000,3,12,3,40010,604,,0,45908039714,1242,1328.94,831,889.17,,,,,,,,,ZITM
5928990,PFZ JNIPR COFFEE MUG,10,942,2223.12,2.36,649,1531.64,293,691.48,0,334,0,334,324,764.64,504,1160.6,OSS,PFALTZGRAFF - DTC DINNERWARE CASUAL DINN,PFALTZGRAFF - DTC,DINNERWARE,CASUAL DINN,C,,0,0,0,13,8.99,0,1000,0,12,5,25100,501,,0,25398152452,507,1196.52,435,1026.6,,,,,,,,,ZITM
82337-10,FW EMPTY DUMP,40,119,1531.53,12.87,119,1531.53,0,0,0,0,0,0,0,0,0,0,EFX,FARBERWARE PACKAGING,FARBERWARE,PACKAGING,,C,,0,0,0,0,0,0,1000,1,1,0,40005,606,,0,24131823376,119,1531.53,0,0,,,,,,,,,ZITM
5149354,BLT BISTRO LUNCH TOTE LUSHFLOW,10,589,3210.05,5.45,281,1531.45,308,1678.6,1008,115,0,     893.000-,133,742.29,419,2346.75,PKG,BUILT LUNCH BAG,BUILT,LUNCH,BAG,C,,0,0,0,29.99,0,0,1000,3,24,15,40075,609,1,0,8.44983E+11,212,1155.4,377,2054.65,,,,,,,,,ZITM
PFZ1215WB,PFZ WNTBR 12X14IN GLASS DECAL,10,980,1607.2,1.64,933,1530.12,47,77.08,0,424,0,424,1659,2742.76,2534,4195.26,OSS,PFALTZGRAFF BOARDS GLASS,PFALTZGRAFF,BOARDS,GLASS,C,,0,0,12.99,18.5,12.99,0,1000,0,6,6.5,40010,301,,0,45908013998,890,1459.6,90,147.6,,,,,,,,,ZITM
5151162,KEW PEONY 12OZ MUG GB,10,2024,2752.64,1.36,1125,1530,899,1222.64,1000,622,0,     378.000-,188,253.46,477,616.65,BXD,KEW GARDENS DTC DINNERWARE MUGS,KEW GARDENS DTC,DINNERWARE,MUGS,C,,0,0,0,14.5,9.99,0,1000,6,36,9.99,25100,501,,0,25398133079,675,918,1349,1834.64,,,,,,,,,ZITM
5152124,FW COLR SPATULA HEAD AND HNDL,40,1936,1529.44,0.79,1936,1529.44,0,0,0,0,0,0,10,7.9,113,89.27,OSH,FARBERWARE GADGETS BAKING ITEMS,FARBERWARE,GADGETS,BAKING ITEMS,C,,0,0,6.99,8.99,0,0,1000,3,36,3.5,40005,402,,0,24131309368,1936,1529.44,0,0,,,,,,,,,ZITM
7209215,SMLIV SHOT GLS DSP BIN OCTAGON,10,173,1529.32,8.84,173,1529.32,0,0,3000,0,0,    3000.000-,0,0,0,0,FLD,PRIVATE LABEL GADGETS BEVERAGE,PRIVATE LABEL,GADGETS,BEVERAGE,C,2202,0,0,0,0,0,0,1000,0,1,0,40005,502,1,0,24131328680,173,1529.32,0,0,,,,,,,,,ZACC
5141010,FW TEK DIGITAL LARGE READ TIME,10,1822,5538.88,3.04,503,1529.12,1319,4009.76,0,301,0,301,1961,6026.59,2996,9224.74,OSH,FARBERWARE GADGETS TIMERS,FARBERWARE,GADGETS,TIMERS,C,,0,0,14.99,18.99,0,0,1000,3,36,7.5,40005,402,,0,24131293629,202,614.08,1620,4924.8,,,,,,,,,ZITM
5148784,PFZ CNTRY COTTAGE 18OZ JUMBO S,21,865,1643.5,1.9,804,1527.6,61,115.9,1000,55,0,     945.000-,62,117.85,133,252.89,OSS,PFALTZGRAFF - DTC SERVEWARE CASUAL DINNE,PFALTZGRAFF - DTC,SERVEWARE,CASUAL DINNE,C,,0,0,0,17,11.99,0,1000,4,12,6,25100,501,,0,25398131358,771,1464.9,94,178.6,,,,,,,,,ZITM
10038-70,SHELVES 4 SPACE STATION,10,232,1524.24,6.57,232,1524.24,0,0,0,0,0,0,0,0,0,0,EFX,MISC PACKAGING,MISC,PACKAGING,,C,,0,0,0,0,0,0,1000,0,2,20,40599,801,1,0,4422001874,232,1524.24,0,0,,,,,,,,,ZACC
5148144,FW 6IN PATTERN CHEF KNIFE BUCK,21,13918,14057.18,1.01,1506,1521.06,12412,12536.12,1200,0,0,    1200.000-,20488,21142.32,33626,35227.86,OSS,FARBERWARE CUTLERY,FARBERWARE,CUTLERY,,B,568,0,0,5.97,5.97,0,0,1000,6,12,3.2,40010,251,,0,45908064198,1506,1521.06,12412,12536.12,,,,,,,,,ZITM
37019190,PFZ PSTLT DESSERT BOWL,10,1570,3234.2,2.06,738,1520.28,832,1713.92,0,608,0,608,834,1718.04,1475,2969.5,OSS,PFALTZGRAFF - DTC DINNERWARE CASUAL DINN,PFALTZGRAFF - DTC,DINNERWARE,CASUAL DINN,C,,0,0,0,14.5,9.99,0,1000,0,48,9.99,25100,501,,0,25398646401,385,793.1,1185,2441.1,,,,,,,,,ZITM
5151127,KEW COUNTRY MEADOW 12OZ MUG GB,10,2017,2743.12,1.36,1117,1519.12,900,1224,1000,604,0,     396.000-,46,62.61,862,1072.05,BXD,KEW GARDENS DTC DINNERWARE MUGS,KEW GARDENS DTC,DINNERWARE,MUGS,C,,0,0,0,14.5,9.99,0,1000,6,36,9.99,25100,501,,0,25398133017,667,907.12,1350,1836,,,,,,,,,ZITM
5140703,FW PRO SS SLOTTED TURNER SILIC,10,2930,4131.3,1.41,1077,1518.57,1853,2612.73,0,387,0,387,2287,3234.51,13522,19446.78,OSH,FARBERWARE GADGETS TOOLS,FARBERWARE,GADGETS,TOOLS,C,,0,0,7.99,9.99,0,0,1000,3,24,4,40005,402,,0,24131293315,948,1336.68,1982,2794.62,,,,,,,,,ZITM
5164951,CBM FAVORS 4IN VASE PORC SWIRL,10,1109,1707.86,1.54,986,1518.44,123,189.42,1200,72,0,    1128.000-,91,140.14,91,140.14,OSS,MKSA CELEBRATIONS GIFTWARE,MKSA CELEBRATIONS,GIFTWARE,,C,,0,0,0,16,7.99,0,1000,4,24,4,40050,506,1,0,8.85991E+11,938,1444.52,171,263.34,,,,,,,,,ZITM
5138747,GUY CREST LINE CAN OPENER WM,40,7889,18539.15,2.35,646,1518.1,7243,17021.05,0,0,0,0,15480,36378,17975,42241.25,OSH,GUY FIERI GADGETS OPENERS,GUY FIERI,GADGETS,OPENERS,B,,0,0,7.97,7.97,0,0,1000,3,12,4.4,40005,312,,0,24131291748,646,1518.1,7243,17021.05,,,,,,,,,ZITM
5122902,MKSA MERRICK 10.5IN VEGETABLE,21,204,1517.76,7.44,204,1517.76,0,0,500,0,0,     500.000-,0,0,0,0,BXD,MIKASA DINNERWARE FORMAL DINNERWARE,MIKASA,DINNERWARE,FORMAL DINNERWARE,C,,0,0,0,72,49.99,0,1000,0,6,25,40050,505,,0,8.85991E+11,204,1517.76,0,0,,,,,,,,,ZITM
5154286,BYO RAMBLER LUNCH BAG DAPPLE D,10,1298,3063.28,2.36,643,1517.48,655,1545.8,1008,480,0,     528.000-,502,1204.8,910,2154.6,PKG,BYO LUNCH LUNCH BAG,BYO,LUNCH,LUNCH BAG,C,,0,9.99,0,9.99,0,0,1000,6,48,5,40075,609,,0,8.44983E+11,355,837.8,943,2225.48,,,,,,,,,ZITM
5059616,FW HEADER UNIVERSAL TKY FD,40,820,1517,1.85,820,1517,0,0,1000,0,0,    1000.000-,0,0,0,0,CPT,FARBERWARE PACKAGING,FARBERWARE,PACKAGING,,C,,1.78,0,0,0,0,0,1000,0,25,0,40005,801,,0,24131113859,820,1517,0,0,,,,,,,,,ZITM
5141045,KATAL ENG GRDN 10.5IN DNR PLT,10,988,1877.2,1.9,796,1512.4,192,364.8,1200,102,0,    1098.000-,104,197.6,282,536.6,OSS,KATIE ALICE DTC DINNERWARE OTHER,KATIE ALICE DTC,DINNERWARE,OTHER,C,,0,0,0,17.5,11.99,0,1000,6,24,11.99,25100,501,,0,25398126293,756,1436.4,232,440.8,,,,,,,,,ZITM
90053-68,4IN SINGLE PRONG CHROME HOOK G,10,5400,1512,0.28,5400,1512,0,0,0,0,0,0,0,0,0,0,PKG,MISC PACKAGING,MISC,PACKAGING,,C,,0,0,0,0,0,0,1000,0,200,0,40599,801,1,0,4422000907,5400,1512,0,0,,,,,,,,,ZACC
5166639,FW COLR SPAT MERRY CHRISTMAS,10,1643,1511.56,0.92,1643,1511.56,0,0,0,0,0,0,37,34.04,37,34.04,OSH,FARBERWARE GADGETS BAKING ITEMS,FARBERWARE,GADGETS,BAKING ITEMS,C,,0,0,6.99,8.99,0,0,1000,3,36,3.5,40005,402,1,0,24131331383,1643,1511.56,0,0,,,,,,,,,ZITM
5151917,KAM PARAMOUNT 7PC BLK WIRE CST,10,1382,2777.82,2.01,750,1507.5,632,1270.32,2000,0,0,    2000.000-,1796,3693.64,4058,8277.49,OSS,KAMENSTEIN PANTRYWARE WIRE,KAMENSTEIN,PANTRYWARE,WIRE,C,,0,0,0,12.5,9.99,0,1000,0,4,5,40025,701,1,0,37531042452,750,1507.5,632,1270.32,,,,,,,,,ZITM
5166511,FW SG2 S5 MEASURING SPOONS RED,10,2216,1506.88,0.68,2216,1506.88,0,0,0,0,0,0,40,27.2,40,27.2,OSH,FARBERWARE GADGETS MEASURING,FARBERWARE,GADGETS,MEASURING,C,,0,0,3.99,4.99,0,0,1000,3,36,2,40005,402,1,0,24131331185,2216,1506.88,0,0,,,,,,,,,ZITM
5108485,FW CL ATA 12IN BAMBOO SKEWERS,40,4426,1504.84,0.34,4426,1504.84,0,0,0,0,0,0,2,0.68,2,0.68,OSH,FARBERWARE GADGETS MEAT ITEMS,FARBERWARE,GADGETS,MEAT ITEMS,C,,0,0,1.99,2.99,0,0,1000,3,36,1,40005,402,,0,24131231461,4426,1504.84,0,0,,,,,,,,,ZITM
5136520,SAB WOODEN JAR SPATULA - OLIVE,10,1076,1839.96,1.71,880,1504.8,196,335.16,3600,50,0,    3550.000-,427,730.17,718,1227.78,OSH,SABATIER GADGETS KITCHEN TOOLS,SABATIER,GADGETS,KITCHEN TOOLS,C,,0,0,0,8.99,8.99,0,1000,3,36,4.5,40005,603,1,0,24131288687,842,1439.82,234,400.14,,,,,,,,,ZITM
5162116,PFZ NAPOLI NAPKIN HOLDER OS,10,618,1569.72,2.54,592,1503.68,26,66.04,800,110,0,     690.000-,165,419.17,165,419.17,OSS,PFALTZGRAFF - DTC SERVEWARE CASUAL DINNE,PFALTZGRAFF - DTC,SERVEWARE,CASUAL DINNE,C,,0,0,0,21.5,14.99,0,1000,4,24,14.99,25100,501,1,0,25398142323,568,1442.72,50,127,,,,,,,,,ZITM
7209205,FW ANGLED BUCKT BRACKT REWORK,10,645,1502.85,2.33,645,1502.85,0,0,500,0,0,     500.000-,15,34.95,963,2243.79,CPT,FARBERWARE ACCESSORIES,FARBERWARE,ACCESSORIES,,C,,0,0,0,0,0,0,1000,2,12,0,40005,801,1,0,24131328086,645,1502.85,0,0,,,,,,,,,ZACC
5100694,PED 6IN FRY PAN AND GRILL PAN,21,19,1502.71,79.09,19,1502.71,0,0,0,0,0,0,0,0,0,0,FFX,PEDRINI COOKWARE ALUM NS,PEDRINI,COOKWARE,ALUM NS,C,,0,0,0,239.7,0,0,1000,0,1,6,40020,303,,0,15388043280,19,1502.71,0,0,,,,,,,,,ZITM
5102905,FW COLR SPAT POLKA DOT ORANGE,40,1458,1501.74,1.03,1458,1501.74,0,0,0,0,0,0,1,1.03,5,5.15,OSH,FARBERWARE GADGETS BAKING ITEMS,FARBERWARE,GADGETS,BAKING ITEMS,C,,0,0,6.99,8.99,0,0,1000,3,36,3.5,40005,402,,0,24131216765,1458,1501.74,0,0,,,,,,,,,ZITM
5148982,FW PF3 7IN FORGED SANTOKU W BC,21,760,2120.4,2.79,538,1501.02,222,619.38,1200,216,0,     984.000-,2281,6389.73,14816,41319.79,OSH,FARBERWARE CUTLERY,FARBERWARE,CUTLERY,,C,568,0,0,12.97,12.97,0,0,1000,2,8,6.93,40010,251,,0,45908064716,397,1107.63,363,1012.77,,,,,,,,,ZITM
5124917,PFZ NAPOLI 5.75IN TRAVEL MUG O,21,590,1657.9,2.81,534,1500.54,56,157.36,1000,106,0,     894.000-,174,488.94,253,710.93,OSS,PFALTZGRAFF - DTC DRINKWARE CASUAL DRINK,PFALTZGRAFF - DTC,DRINKWARE,CASUAL DRINK,C,,0,0,0,24.99,14.99,0,1000,6,24,7.5,25100,501,,0,25398112708,494,1388.14,96,269.76,,,,,,,,,ZITM
5166642,FW COLR SPAT MERRY AND BRIGHT,10,1631,1500.52,0.92,1631,1500.52,0,0,0,0,0,0,49,45.08,49,45.08,OSH,FARBERWARE GADGETS BAKING ITEMS,FARBERWARE,GADGETS,BAKING ITEMS,C,,0,0,6.99,8.99,0,0,1000,3,36,3.5,40005,402,1,0,24131331390,1631,1500.52,0,0,,,,,,,,,ZITM
5124097,MKSA MERRICK 14IN OVAL PLATTER,21,102,1499.4,14.7,102,1499.4,0,0,100,0,0,     100.000-,0,0,0,0,OSS,MIKASA DINNERWARE FORMAL DINNERWARE,MIKASA,DINNERWARE,FORMAL DINNERWARE,C,,0,0,0,129,89.99,0,1000,0,6,45,40050,505,,0,8.85991E+11,102,1499.4,0,0,,,,,,,,,ZITM
5119096,FW COLR SPAT SMOOTH TANGERINE,40,1896,1497.84,0.79,1896,1497.84,0,0,0,0,0,0,1,0.79,5,3.95,OSH,FARBERWARE GADGETS BAKING ITEMS,FARBERWARE,GADGETS,BAKING ITEMS,C,,0,0,6.99,8.99,4.99,0,1000,3,36,2.5,40005,402,,0,24131255351,1896,1497.84,0,0,,,,,,,,,ZITM
5146308,PFZ YORKTOWNE SALT AND PEPPER,10,732,2100.84,2.87,521,1495.27,211,605.57,1200,152,0,    1048.000-,175,502.93,363,1043.21,BXD,PFALTZGRAFF - DTC SERVEWARE CASUAL DINNE,PFALTZGRAFF - DTC,SERVEWARE,CASUAL DINNE,C,,0,0,0,19,12.99,0,1000,0,12,12.99,25100,501,,0,25398129645,455,1305.85,277,794.99,,,,,,,,,ZITM
7201133,#5 JIFFY PAD BAG 100 PER MP,10,32,1494.72,46.71,32,1494.72,0,0,0,0,0,0,0,0,0,0,,PFALTZGRAFF - DTC,PFALTZGRAFF - DTC,,,C,,0,0,0,0,0,0,1000,0,1,0,25100,801,1,0,25398047284,32,1494.72,0,0,,,,,,,,,ZACC
5028732,FW 4PC FLEX MAT SET MULTI SIZE,10,4211,5726.96,1.36,1099,1494.64,3112,4232.32,0,2455,0,2455,2748,3709.74,9351,12750.3,OSS,FARBERWARE BOARDS POLY,FARBERWARE,BOARDS,POLY,B,,9.99,0,7.99,11.5,0,0,1000,0,6,4,40010,301,,0,24131060726,0,0,5367,7299.12,,,,,,,,,ZITM
5133719,FW BGLTS IC POP MKR ASST CLS 6,40,173,1492.99,8.63,173,1492.99,0,0,0,0,0,0,0,0,17,146.71,CLS,FARBERWARE GADGETS ICE CREAM,FARBERWARE,GADGETS,ICE CREAM,C,1362,0,0,48,2.99,0,0,1000,0,2,0,40005,401,,0,24131283699,173,1492.99,0,0,,,,,,,,,ZITM
5050528,NPOLI GLASS SALAD BOWLS SET OF,40,157,1573.14,10.02,149,1492.98,8,80.16,1200,0,0,    1200.000-,125,1252.5,131,1312.62,OSS,PFALTZGRAFF - DTC SERVEWARE CASUAL DINNE,PFALTZGRAFF - DTC,SERVEWARE,CASUAL DINNE,C,,0,0,0,43,19.99,0,1000,0,4,15,25100,501,,0,25398033812,149,1492.98,8,80.16,,,,,,,,,ZITM
5140827,MKSA ARTSN SRS COBALT CNFTTI 1,10,369,3575.61,9.69,154,1492.26,215,2083.35,1,110,0,109,123,1192.95,284,2749.41,BXD,MIKASA GIFTWARE VASE,MIKASA,GIFTWARE,VASE,C,,0,0,0,72,49.99,0,1000,0,4,25,40050,506,,0,8.85991E+11,91,881.79,278,2693.82,,,,,,,,,ZITM
5091704,SAB OLIVEWOOD 7IN SANTOKU,10,275,6954.75,25.29,59,1492.11,216,5462.64,0,95,0,95,1,24.92,7,137,OSH,SABATIER CUTLERY,SABATIER,CUTLERY,,A,501,0,0,149.99,210,149.99,0,1000,3,12,82.5,40010,601,,0,45908046088,0,0,311,7865.19,,,,,,,,,ZITM
5159990,FW CW 9IN COOKING SPOON RED AS,10,2807,3452.61,1.23,1207,1484.61,1600,1968,2000,0,0,    2000.000-,1801,2467.23,1801,2467.23,OSH,FARBERWARE GADGETS KITCHEN TOOLS,FARBERWARE,GADGETS,KITCHEN TOOLS,C,,0,0,0,5.99,0,0,1000,6,72,3,40005,406,1,0,24131320783,1207,1484.61,1600,1968,,,,,,,,,ZITM
5163414,MO ANIMAL PRINT REVERSIBLE PLA,10,1839,1839,1,1483,1483,356,356,2000,145,0,    1855.000-,176,176,177,177,OSS,DTC - NON-PFALTZ TEXTILE,DTC - NON-PFALTZ,TEXTILE,,C,,0,0,0,9,5.99,0,1000,12,72,5.99,25100,503,1,0,73143438696,1396,1396,443,443,,,,,,,,,ZITM
5074203,FW WAVE EDGE 8 BREAD IN LARGE,10,1955,2520,1.289,1149,1481.06,806,1038.93,2500,172,0,    2328.000-,216,278.17,1314,1702.07,OSH,FARBERWARE CUTLERY,FARBERWARE,CUTLERY,,C,1879,0,0,7.99,10,0,0,1000,6,12,4,40010,604,,0,45908039554,1042,1343.14,913,1176.86,,,,,,,,,ZITM
5123841,FW COLR SPAT SMOOTH SAPPHIRE H,40,1873,1479.67,0.79,1873,1479.67,0,0,0,0,0,0,1,0.79,5,3.95,OSH,FARBERWARE GADGETS BAKING ITEMS,FARBERWARE,GADGETS,BAKING ITEMS,C,,0,0,4.99,5.99,0,0,1000,3,36,2.5,40005,402,,0,24131265848,1873,1479.67,0,0,,,,,,,,,ZITM
SW221-003,MKSA ORION 9OZ WINE 24% LEAD C,10,366,1983.72,5.42,273,1479.66,93,504.06,1,74,0,73,50,271,164,884.44,OSS,MIKASA DRINKWARE STEMWARE,MIKASA,DRINKWARE,STEMWARE,C,,23,0,0,29,19.99,0,1000,4,12,10,40050,506,,0,6.41265E+11,242,1311.64,124,672.08,,,,,,,,,ZITM
7206218,KENMORE CROCK FIXTURE CORRUGAT,10,1914,1477.61,0.772,1914,1477.61,0,0,150,0,0,     150.000-,0,0,0,0,CPT,PRIVATE LABEL ACCESSORIES,PRIVATE LABEL,ACCESSORIES,,C,,0,0,0,0,0,0,1000,0,25,0,40005,801,1,0,24131254415,1914,1477.61,0,0,,,,,,,,,ZACC
MN081500,LC MONACO CAFETIERE 8 CUP CREA,10,220,1476.2,6.71,220,1476.2,0,0,1002,0,0,    1002.000-,37,250.09,76,513.34,BXD,LA CAFETIERE COFFEE/TEA COFFEE,LA CAFETIERE,COFFEE/TEA,COFFEE,C,9999,0,0,0,34.99,34.99,0,1000,0,6,17.5,40025,610,1,0,5.01156E+12,220,1476.2,0,0,,,,,,,,,ZITM
KC031OHOBA,KA SILICONE SCRAPER SPATULA BL,10,22679,22679,1,1474,1474,21205,21205,3600,17655,0,14055,7710,7710,35357,35455.66,OSH,KITCHENAID GADGETS BAKING ITEMS,KITCHENAID,GADGETS,BAKING ITEMS,A,,0,0,7.99,9.99,7.99,0,1000,3,36,4,40005,204,,0,24131165797,0,0,31604,31604,,,,,,,,,ZITM
5158515,BLT ONE BOTTLE WINE TOTE TWEED,10,819,1654.38,2.02,729,1472.58,90,181.8,1008,82,0,     926.000-,163,330.6,188,381.6,PKG,BUILT WINE WINE TOTE,BUILT,WINE,WINE TOTE,C,,0,7.5,0,14.99,0,0,1000,6,48,7.5,40075,609,1,0,8.44983E+11,699,1411.98,120,242.4,,,,,,,,,ZITM
7205959,14 1/2 x 3 5/8 x 1 .018 CHIPBO,10,2974,1472.13,0.495,2974,1472.13,0,0,1000,0,0,    1000.000-,0,0,0,0,PKG,MISC PACKAGING,MISC,PACKAGING,,C,,0,0,0,0,0,0,1000,0,500,0,40599,801,1,0,24131246755,2974,1472.13,0,0,,,,,,,,,ZACC
5083135,FW COLR SILICONE WHISK MIXED C,10,2086,2190.3,1.05,1401,1471.05,685,719.25,0,725,0,725,1603,1696.95,2734,2907.12,OSH,FARBERWARE GADGETS BAKING ITEMS,FARBERWARE,GADGETS,BAKING ITEMS,C,,0,0,9.99,9.99,9.99,0,1000,6,48,5,40005,402,,0,24131164967,762,800.1,1324,1390.2,,,,,,,,,ZITM
5170375,FW CW SIL TURNER WITH WOODEN H,10,1323,1812.51,1.37,1073,1470.01,250,342.5,3000,0,0,    3000.000-,144,184.32,144,184.32,OSH,FARBERWARE GADGETS KITCHEN TOOLS,FARBERWARE,GADGETS,KITCHEN TOOLS,C,,0,0,4.99,6.99,0,0,1000,3,36,2.5,40005,406,1,0,24131334353,1073,1470.01,250,342.5,,,,,,,,,ZITM
5100527,PED BUTTER WARMER NS ALUM BLAC,21,662,1502.74,2.27,647,1468.69,15,34.05,2000,21,0,    1979.000-,442,1003.34,1175,2658.49,OSH,PEDRINI COOKWARE ALUM NS,PEDRINI,COOKWARE,ALUM NS,C,,0,0,7.99,11.19,0,0,1000,0,6,5,40020,303,,0,15388043211,631,1432.37,31,70.37,,,,,,,,,ZITM
7205952,11 1/4 x 11 1/4 x 5 1/2 ECT44,10,3679,1467.92,0.399,3679,1467.92,0,0,1000,0,0,    1000.000-,0,0,0,0,CPT,MISC PACKAGING,MISC,PACKAGING,,C,,0,0,0,0,0,0,1000,0,25,0,40599,801,1,0,24131246465,3679,1467.92,0,0,,,,,,,,,ZACC
5084895,FW PRO SS SALAD SERVING SPOON,10,1558,1698.22,1.09,1345,1466.05,213,232.17,0,111,0,111,1571,1724.36,2450,2689.16,OSH,FARBERWARE GADGETS KITCHEN TOOLS,FARBERWARE,GADGETS,KITCHEN TOOLS,C,,0,0,5.99,5.99,5.99,0,1000,3,36,3,40005,402,1,0,24131169665,1285,1400.65,273,297.57,,,,,,,,,ZITM
5132365,FW 8IN CELEBRATION KNF ASRT BU,40,34,1464.72,43.08,34,1464.72,0,0,0,0,0,0,3,129.3,28,998.72,CDU,FARBERWARE CUTLERY OPEN STOCK,FARBERWARE,CUTLERY,OPEN STOCK,C,,0,0,7.99,9.99,0,0,1000,0,1,54,40010,604,,0,45908059156,34,1464.72,0,0,,,,,,,,,ZITM
5154242,BYO 1 BTL WINE BAG GEO MOROCCA,21,892,1462.88,1.64,892,1462.88,0,0,1008,0,0,    1008.000-,116,191.2,116,191.2,PKG,BYO WINE BOTTLE TOTE,BYO,WINE,BOTTLE TOTE,C,,0,0,0,8.99,0,0,1000,6,48,4.5,40075,609,,0,8.44983E+11,892,1462.88,0,0,,,,,,,,,ZITM
5164318,FW PRO S2 BERRY COLANDERS NO L,10,4793,5368.16,1.12,1302,1458.24,3491,3909.92,3600,1500,0,    2100.000-,964,1079.89,964,1079.89,OSS,FARBERWARE GADGETS FRUIT & VEG,FARBERWARE,GADGETS,FRUIT & VEG,B,,0,0,0,7.99,0,0,1000,3,36,3,40005,402,1,0,24131327683,0,0,4991,5589.92,,,,,,,,,ZITM
5152811,MKSA 11.75IN HOURGLASS VASE WH,10,501,2820.63,5.63,259,1458.17,242,1362.46,1,255,0,254,279,1548.27,498,2781.24,BXD,MIKASA GIFTWARE,MIKASA,GIFTWARE,,C,,0,0,0,40,19.99,0,1000,0,4,10,40050,506,,0,8.85991E+11,111,624.93,390,2195.7,,,,,,,,,ZITM
5121110,FW 2PC SHEARS SET BON TON,10,1857,3881.13,2.09,697,1456.73,1160,2424.4,1500,722,0,     778.000-,1017,2128.17,2190,4657.83,OSH,FARBERWARE CUTLERY SHEARS,FARBERWARE,CUTLERY,SHEARS,C,,0,0,12.99,18.2,0,16,1000,3,12,6,40010,604,,0,45908055769,412,861.08,1445,3020.05,,,,,,,,,ZITM
5129806,FW 12IN ROUND PHOTO REAL PIZZA,40,754,1455.22,1.93,754,1455.22,0,0,1200,0,0,    1200.000-,55,106.15,664,1281.52,OSS,FARBERWARE BOARDS POLY,FARBERWARE,BOARDS,POLY,C,,0,0,9.99,12.99,0,0,1000,0,6,5.5,40010,301,,0,45908058173,754,1455.22,0,0,,,,,,,,,ZITM
5100534,FW CL BROWNIE CUTTER SS HANDLE,40,2204,1454.64,0.66,2204,1454.64,0,0,0,0,0,0,8,5.28,14,9.24,OSH,FARBERWARE GADGETS BAKING ITEMS,FARBERWARE,GADGETS,BAKING ITEMS,C,,0,0,0,5.99,4.99,0,1000,3,36,2.5,40005,402,,0,24131208654,2204,1454.64,0,0,,,,,,,,,ZITM
5054691,FW ONE SIDED BBQ RACK FIXTURE,40,16,1454.08,90.88,16,1454.08,0,0,1,0,0,       1.000-,0,0,0,0,EFX,FARBERWARE BBQ ACCESSORIES,FARBERWARE,BBQ,ACCESSORIES,C,,0,510.99,0,510.99,0,0,1000,0,1,255.5,40005,801,,0,24131106691,16,1454.08,0,0,,,,,,,,,ZITM
KN148OHAQA,KA GOURMET COOKIE DOUGH SCOOP,10,3921,10821.96,2.76,526,1451.76,3395,9370.2,3600,2000,0,    1600.000-,3249,8967.39,3249,8967.39,OSH,KITCHENAID GADGETS BAKING ITEMS,KITCHENAID,GADGETS,BAKING ITEMS,B,,0,0,0,16.99,12.99,0,1000,3,36,6.5,40005,204,1,0,24131326907,0,0,4895,13510.2,,,,,,,,,ZITM
5146364,PFZ PISTOULET 20OZ LATTE MUG O,10,720,2520,3.5,414,1449,306,1071,1200,188,0,    1012.000-,138,482.74,394,1378.46,OSS,PFALTZGRAFF - DTC SERVEWARE CASUAL DINNE,PFALTZGRAFF - DTC,SERVEWARE,CASUAL DINNE,C,,0,0,0,21.5,14.99,0,1000,0,12,7.5,25100,501,,0,25398129737,306,1071,414,1449,,,,,,,,,ZITM
