Item Num,Item Description,Material Status,OH Qty,OH Cost,Landed Cost,Excess 6 Mo.,Excess 6M C,Gr.Req.6Mo,Gr.Req.6M C,MOQ,Gr.Req.7Mo,Gr.Req.7M C,GrReg7-12less,Hist 6 Mo,Hist 6M CST,Hist 12 Mo,Hist 12M CS,Merc Type,Product Hierarchy,Brand,Category,Sub-Category,ABC,Ticketed For,MSRP,MAP,SAP,New MSRP,MSSP,Tckt Prc,Plant,Inner Pack,Master Pack,Catlg Prc,Profit Ctr,MRP Controller,Sfty Ind.,Sfty wkdays,UPC #,Excess 9 Mo.,Excess 9M C,Gr.Req.9Mo,Gr.Req.9M C,Material Text1,Material Text2,Material Text3,Material Text4,Material Text5,Material Text6,Material Text7,XDst Status,Mate
5124795,FW WM 3 IN 1 CAN OPENER RED,21,47824,146819.68,3.07,38338,117697.66,9486,29122.02,3600,8788,0,5188,9095,27921.65,33059,101308.35,OSH,FARBERWARE GADGETS OPENERS,FARBERWARE,GADGETS,OPENERS,A,568,0,0,8.97,12.99,0,0,1000,4,16,6.5,40005,253,,0,24131267002,32020,98301.4,15804,48518.28,,,,,,,,,ZITM
5125971,PFZ STUDIO PSTRL LVS 13.75IN F,21,17968,110862.56,6.17,17968,110862.56,0,0,1000,0,0,    1000.000-,0,0,60,370.2,BXD,PFALTZGRAFF DINNERWARE CASUAL DINNERWARE,PFALTZGRAFF,DINNERWARE,CASUAL DINNERWARE,C,568,0,0,0,19.99,14.88,0,1000,0,2,12,40040,551,,0,25398113217,17968,110862.56,0,0,,,,,,,,,ZITM
5155645,BLT COSTCO ORIGAMI SET OF 3,10,12528,98344.8,7.85,12528,98344.8,0,0,5000,0,0,    5000.000-,   13605.000-, 106822.80-,   13605.000-, 106822.80-,PLD,BUILT WINE WINE TOTE,BUILT,WINE,WINE TOTE,C,4049,0,0,0,0,0,0,1000,0,108,0,40075,609,1,0,8.44983E+11,12528,98344.8,0,0,,,,,,,,,ZITM
5076699,KIZMOS 250CT STRAWS FLOOR DISP,10,2782,97731.66,35.13,2382,83679.66,400,14052,50,0,0,      50.000-,6,210.78,6,210.78,FLD,KIZMOS GADGETS HOUSEHOLD,KIZMOS,GADGETS,HOUSEHOLD,B,,0,2.99,0,2.99,0,0,1000,0,1,57,40005,201,1,0,24131139033,2382,83679.66,400,14052,,,,,,,,,ZITM
5125976,PFZ STUDIO SARINA 12IN FIGURAL,21,19096,82876.64,4.34,19096,82876.64,0,0,1000,0,0,    1000.000-,0,0,18,78.12,BXD,PFALTZGRAFF DINNERWARE CASUAL DINNERWARE,PFALTZGRAFF,DINNERWARE,CASUAL DINNERWARE,C,568,0,0,0,19.99,14.88,0,1000,0,2,10,40040,551,,0,25398113231,19096,82876.64,0,0,,,,,,,,,ZITM
5159054,FW RES 3.5IN PAR AND 5IN SANTO,10,46330,89880.2,1.94,42448,82349.12,3882,7531.08,2000,2698,0,698,1022,1982.73,6026,11940.69,OSH,FARBERWARE CUTLERY OPEN STOCK,FARBERWARE,CUTLERY,OPEN STOCK,B,661,0,0,9.99,14,0,14.99,1000,3,12,5,40010,351,,0,45908069704,40566,78698.04,5764,11182.16,,,,,,,,,ZITM
KN308OSERT,KA GMT SALAD SPINNER RED TARGE,21,8494,77550.22,9.13,8266,75468.58,228,2081.64,3600,140,0,    3460.000-,514,4692.82,5887,53748.31,OSS,KITCHENAID GADGETS FRUIT & VEG,KITCHENAID,GADGETS,FRUIT & VEG,C,1724,0,34.99,34.99,44.99,34.99,0,1000,0,2,17.5,40005,453,1,0,24131265732,8176,74646.88,318,2903.34,,,,,,,,,ZITM
5159053,FW RESIN 5.5IN UTIL 3.5IN PAR,10,48741,77985.6,1.6,47096,75353.6,1645,2632,5000,2733,0,    2267.000-,567,907.24,5571,9113.8,OSH,FARBERWARE CUTLERY OPEN STOCK,FARBERWARE,CUTLERY,OPEN STOCK,B,661,0,0,9.99,14.99,0,14.99,1000,3,12,5.5,40010,351,,0,45908069698,45534,72854.4,3207,5131.2,,,,,,,,,ZITM
5154853,MKSA CHEERS S8 WHEAT BEER SET,10,7612,79781.37,10.481,6917,72497.08,695,7284.3,1,745,0,744,947,9925.11,2641,27526.44,BXD,MIKASA DRINKWARE BAR  ACCESSO,MIKASA,DRINKWARE,BAR  ACCESSO,B,,0,0,0,68,39.99,0,1000,0,2,20,40050,506,,0,8.85991E+11,6561,68765.84,1051,11015.53,,,,,,,,,ZITM
5125972,PFZ PASTRL LVS 9.5IN FIG VEG B,21,18061,72424.61,4.01,18061,72424.61,0,0,1000,0,0,    1000.000-,0,0,8,32.08,BXD,PFALTZGRAFF DINNERWARE CASUAL DINNERWARE,PFALTZGRAFF,DINNERWARE,CASUAL DINNERWARE,C,568,0,0,0,19.99,14.88,0,1000,0,2,7,40040,551,,0,25398113224,18061,72424.61,0,0,,,,,,,,,ZITM
5111681,PFZ STUDIO 9.5IN VEG BOWL OS W,21,15210,69966,4.6,15210,69966,0,0,1000,0,0,    1000.000-,0,0,1016,4673.6,OSS,PFALTZGRAFF DINNERWARE CASUAL DINNERWARE,PFALTZGRAFF,DINNERWARE,CASUAL DINNERWARE,C,,0,0,0,29.99,14.99,0,1000,0,2,10,40040,551,,0,25398093601,15210,69966,0,0,,,,,,,,,ZITM
5125977,PFZ STUDIO SARINA 9.5IN FIG VE,21,16226,69609.54,4.29,16226,69609.54,0,0,1000,0,0,    1000.000-,0,0,12,51.48,BXD,PFALTZGRAFF DINNERWARE CASUAL DINNERWARE,PFALTZGRAFF,DINNERWARE,CASUAL DINNERWARE,C,568,0,0,0,19.99,14.88,0,1000,0,2,10,40040,551,,0,25398113248,16226,69609.54,0,0,,,,,,,,,ZITM
KT175BXCAA,KA S3 SS MIXING BOWLS CANDY AP,21,2526,69237.66,27.41,2526,69237.66,0,0,1200,0,0,    1200.000-,49,1343.09,79,2165.39,BXD,KITCHENAID GADGETS BAKING ITEMS,KITCHENAID,GADGETS,BAKING ITEMS,C,,0,99.99,99.99,129.99,0,0,1000,0,4,60,40005,202,,0,24131188055,2526,69237.66,0,0,,,,,,,,,ZITM
5150391,"REO 14PC CUTLERY BLOCK SET, PL",10,4120,71358.4,17.32,3984,69002.88,136,2355.52,1200,20,0,    1180.000-,772,13482.98,1080,18894.54,BXD,REO CUTLERY PREP SETS,REO,CUTLERY,PREP SETS,C,,0,0,0,69.99,0,0,1000,0,2,35,40010,608,1,0,45908065195,3972,68795.04,148,2563.36,,,,,,,,,ZITM
5139228,KAM WM 35 POD GLA TOP COF POD,21,7222,68103.46,9.43,7194,67839.42,28,264.04,2000,25,0,    1975.000-,83,783.45,3636,34223.74,BXD,KAMENSTEIN STOR/ORG KITCHEN STORAGE,KAMENSTEIN,STOR/ORG,KITCHEN STORAGE,C,568,0,0,0,29.99,24.99,0,1000,0,2,20,40025,252,,0,37531037403,7179,67697.97,43,405.49,,,,,,,,,ZITM
SA014-876,MKSA CHERISHED MOMENT 5x7 IN F,40,5560,68332.4,12.29,5436,66808.44,124,1523.96,0,0,0,0,1356,16621.69,1635,20036.65,OSS,MIKASA GIFTWARE FRAME,MIKASA,GIFTWARE,FRAME,C,9999,72,0,0,72,49.99,0,1000,0,4,23.75,40050,506,,0,6.41265E+11,5436,66808.44,124,1523.96,,,,,,,,,ZITM
5160511,BLT ORIGAMI WINE CDU 24U METAL,10,2110,65705.4,31.14,2096,65269.44,14,435.96,5000,0,0,    5000.000-,173,5490.72,173,5490.72,CDU,BUILT PAPER GOODS WINE BAG,BUILT,PAPER GOODS,WINE BAG,C,,0,84,0,167.76,0,0,1000,0,1,84,40075,609,1,0,8.44983E+11,2096,65269.44,14,435.96,,,,,,,,,ZITM
5150770,SAB 3.5 INCH PARER WITH LIMES,10,23871,63496.86,2.66,23802,63313.32,69,183.54,1200,36,0,    1164.000-,14,37.72,6921,19920.5,OSS,SABATIER CUTLERY SETS,SABATIER,CUTLERY,SETS,C,,0,0,9.99,12.99,0,0,1000,0,6,5.5,40010,608,,0,45908065447,23778,63249.48,93,247.38,,,,,,,,,ZITM
5155197,FW 18PC SLICE N STORE COLOR SE,10,6723,95466.6,14.2,4383,62238.6,2340,33228,1800,2310,0,510,1833,26187.3,5553,80610.9,BXD,FARBERWARE CUTLERY,FARBERWARE,CUTLERY,,A,661,0,39.99,0,73,0,99.99,1000,0,2,35.5,40010,351,,0,45908070618,2933,41648.6,3790,53818,,,,,,,,,ZITM
5119251,KAM 20 POD CHRM WIRE CPOD HLR,10,21790,62755.2,2.88,21257,61220.16,533,1535.04,2000,61,0,    1939.000-,1722,4991.07,18604,54792.97,OSS,KAMENSTEIN STOR/ORG KITCHEN STORAGE,KAMENSTEIN,STOR/ORG,KITCHEN STORAGE,C,568,0,0,0,9.99,9.99,0,1000,0,2,5,40025,252,,0,37531033764,21230,61142.4,560,1612.8,,,,,,,,,ZITM
KC448BXERA,KA 17PC TOOL SET RED,10,6544,91027.04,13.91,4308,59924.28,2236,31102.76,3600,1485,0,    2115.000-,1514,21059.74,1534,21337.94,BXD,KITCHENAID GADGETS MIXED,KITCHENAID,GADGETS,MIXED,A,,0,59.99,59.99,69.99,59.99,0,1000,0,4,30,40005,204,1,0,24131166671,3369,46862.79,3175,44164.25,,,,,,,,,ZITM
5164307,MKSA CHEERS 17OZ STMLSS WINE B,10,4451,60533.6,13.6,4123,56072.8,328,4460.8,1,296,0,295,9751,132599.16,12325,167554.08,BXD,MIKASA DRINKWARE STEMWARE,MIKASA,DRINKWARE,STEMWARE,B,,0,0,0,102,39.99,0,1000,0,2,23,40050,506,1,0,8.85991E+11,3942,53611.2,509,6922.4,,,,,,,,,ZITM
KN14STCCA,KA ICONIC BAMBOO BLK CANDY APP,21,2051,58822.68,28.68,1931,55381.08,120,3441.6,0,12,0,12,842,24266.22,1243,36100.88,BXD,KITCHENAID CUTLERY,KITCHENAID,CUTLERY,,C,,0,0,0,129.99,129.99,0,1000,0,2,72,40010,601,,0,45908063337,1919,55036.92,132,3785.76,,,,,,,,,ZITM
5152958,FW CL DELUXE MANDOLINE SLICER,10,16583,83412.49,5.03,10980,55229.4,5603,28183.09,1200,3514,0,2314,1853,9320.59,16571,83212.85,OSH,FARBERWARE GADGETS HOUSEHOLD,FARBERWARE,GADGETS,HOUSEHOLD,A,661,0,0,19.99,25.99,34.99,29.99,1000,0,4,11,40005,353,,0,24131312306,8524,42875.72,8059,40536.77,,,,,,,,,ZITM
5159312,MIKASA S4 MOSCOW MULES 16OZ PA,10,2880,54374.4,18.88,2880,54374.4,0,0,1,0,0,       1.000-,    2880.000-,  54374.40-,    2880.000-,  54374.40-,BXD,MIKASA ENT/SERVEWARE,MIKASA,ENT/SERVEWARE,,C,4049,0,0,0,90,0,0,1000,0,160,39.99,US-METALS,513,1,0,8.85991E+11,2880,54374.4,0,0,,,,,,,,,ZITM
5111862,BA 9X13IN CERAMIC REC BAKER BL,10,7850,55735,7.1,7445,52859.5,405,2875.5,0,261,0,261,192,1363.2,239,1696.1,OSS,BAKERS ADVANTAGE BAKEWARE CERAMIC,BAKERS ADVANTAGE,BAKEWARE,CERAMIC,B,,0,0,29.99,34.99,0,0,1000,0,4,15,40020,302,1,0,15388044980,7271,51624.1,579,4110.9,,,,,,,,,ZITM
5156537,SAB 15PC SS METAL AND WOOD CHE,10,1739,54361.14,31.26,1679,52485.54,60,1875.6,1800,61,0,    1739.000-,61,1906.86,61,1906.86,BXD,SABATIER CUTLERY SETS,SABATIER,CUTLERY,SETS,C,,0,0,0,129.99,99.99,0,1000,0,2,55,40010,601,1,0,45908069223,1646,51453.96,93,2907.18,,,,,,,,,ZITM
5159055,FW 4 PC 4.5 IN TRAD STEAK SET,10,49630,64519,1.3,40019,52024.7,9611,12494.3,500,4236,0,3736,16324,21266.84,21820,30335.24,OSH,FARBERWARE CUTLERY,FARBERWARE,CUTLERY,,B,661,0,14.99,0,19.99,0,14.99,1000,3,12,6.5,40010,351,,0,45908069711,37751,49076.3,11879,15442.7,,,,,,,,,ZITM
5021850,FW OPENSTOCK FIXTURE,40,122,51508.4,422.2,122,51508.4,0,0,0,0,0,0,0,0,0,0,FFX,FARBERWARE CUTLERY,FARBERWARE,CUTLERY,,C,,0,0,0,0,0,0,1000,1,1,0,40010,801,,0,45908006662,122,51508.4,0,0,,,,,,,,,ZITM
5070515,FW PRO S4 MAGNETIC BAG CLIPS A,10,60390,73071.9,1.21,40664,49203.44,19726,23868.46,2412,19456,0,17044,29135,35584.37,40646,49541.65,OSH,FARBERWARE GADGETS HOUSEHOLD,FARBERWARE,GADGETS,HOUSEHOLD,A,,0,0,5.99,7.99,5.99,0,1000,3,36,3,40005,402,,0,24131126804,27331,33070.51,33059,40001.39,,,,,,,,,ZITM
5021847,KAT MANDOLINE SLICER BLACK,10,4288,62390.4,14.55,3324,48364.2,964,14026.2,3600,1282,0,    2318.000-,1740,25317,2649,38206.35,OSS,KITCHENAID GADGETS HOUSEHOLD,KITCHENAID,GADGETS,HOUSEHOLD,A,,49.49,59.99,59.99,69.99,50.99,0,1000,0,2,30,40005,353,,0,24131020850,2707,39386.85,1581,23003.55,,,,,,,,,ZITM
5086681,FW WM SG2 NONSTICK ROLLING PIN,21,20357,48856.8,2.4,20091,48218.4,266,638.4,3000,239,0,    2761.000-,1664,3994.32,12628,30255.99,OSH,FARBERWARE GADGETS BAKING ITEMS,FARBERWARE,GADGETS,BAKING ITEMS,C,568,0,0,12.97,12.97,0,0,1000,2,24,7.5,40005,253,,0,24131174607,19971,47930.4,386,926.4,,,,,,,,,ZITM
5065392,MKSA BREWMASTERS S4 MUGS 16.5O,21,5022,51475.5,10.25,4635,47508.75,387,3966.75,5000,10,0,    4990.000-,597,6119.25,2473,25316.95,BXD,MIKASA DRINKWARE BEV GLASSES,MIKASA,DRINKWARE,BEV GLASSES,C,,0,0,0,58,39.99,0,1000,0,4,20,40050,506,,0,8.85991E+11,4625,47406.25,397,4069.25,,,,,,,,,ZITM
5138752,GUY CREST 12IN SIL SPTULA WOOD,40,32104,47192.88,1.47,32104,47192.88,0,0,0,0,0,0,1455,2138.89,1504,2211.54,OSH,GUY FIERI GADGETS BAKING ITEMS,GUY FIERI,GADGETS,BAKING ITEMS,C,568,0,0,7.99,7.99,0,0,1000,3,12,4,40005,312,,0,24131291809,32104,47192.88,0,0,,,,,,,,,ZITM
5160512,BLT ORIGAMI WINE CDU 24U PRINT,10,2065,46462.5,22.5,2054,46215,11,247.5,5000,0,0,    5000.000-,282,6406.1,350,7980.3,CDU,BUILT PAPER GOODS WINE BAG,BUILT,PAPER GOODS,WINE BAG,C,,0,72,0,143.76,0,0,1000,0,1,72,40075,609,1,0,8.44983E+11,2054,46215,11,247.5,,,,,,,,,ZITM
E-AST-558,"E-ZC20-DME, E-ZC20-CAP, E-ZC20",10,21077,46158.63,2.19,21077,46158.63,0,0,1008,0,0,    1008.000-,4,8.82,6,13.32,BXD,BUILT ELECTRIC CAMERA BAG,BUILT,ELECTRIC,CAMERA BAG,C,9999,0,0,0,14.99,0,0,1000,0,6,4.1,40075,609,,0,8.44983E+11,21077,46158.63,0,0,,,,,,,,,ZITM
5106892,FW CERMC 5IN SANTOKU KNIFE W S,10,8935,46193.95,5.17,8903,46028.51,32,165.44,1000,0,0,    1000.000-,379,1959.43,834,4311.78,OSH,FARBERWARE CUTLERY OPEN STOCK,FARBERWARE,CUTLERY,OPEN STOCK,C,,0,0,19.99,28,0,0,1000,0,1,11,40010,604,1,0,45908050535,8903,46028.51,32,165.44,,,,,,,,,ZITM
5084272,FW 2PC 11X14 POLY GRNITE - 8X1,10,14544,55412.64,3.81,12017,45784.77,2527,9627.87,1200,147,0,    1053.000-,12920,49660.68,39160,158826.9,OSS,FARBERWARE BOARDS POLY,FARBERWARE,BOARDS,POLY,B,568,0,0,12.97,18,0,0,1000,0,3,5.85,40010,251,,0,24131167548,11940,45491.4,2604,9921.24,,,,,,,,,ZITM
5165469,FW CW 16PC TOOL AND GADGET BOX,10,8271,66581.55,8.05,5647,45458.35,2624,21123.2,3600,1411,0,    2189.000-,2521,20413.3,2521,20413.3,BXD,FARBERWARE GADGETS KITCHEN TOOLS,FARBERWARE,GADGETS,KITCHEN TOOLS,A,,0,0,24.99,31.99,0,0,1000,0,4,12.5,40005,406,1,0,24131329342,4682,37690.1,3589,28891.45,,,,,,,,,ZITM
5111679,PFZ STUDIO 14X9IN RECT PLATTER,21,9320,44642.8,4.79,9320,44642.8,0,0,1000,0,0,    1000.000-,0,0,3710,17770.9,BUL,PFALTZGRAFF DINNERWARE CASUAL DINNERWARE,PFALTZGRAFF,DINNERWARE,CASUAL DINNERWARE,C,,0,0,0,29.99,16.99,0,1000,0,2,8.5,40040,551,,0,25398093632,9320,44642.8,0,0,,,,,,,,,ZITM
5157884,REO VERSA COMPACT DISH RACK GR,10,3546,44608.68,12.58,3546,44608.68,0,0,500,0,0,     500.000-,54,679.32,54,679.32,BXD,REO SINKWARE ACCESSORIES,REO,SINKWARE,ACCESSORIES,C,,0,0,49.99,49.99,0,0,1000,0,2,26,40005,607,1,0,24131316052,3546,44608.68,0,0,,,,,,,,,ZITM
7208327,FW 46 INCH BLACK MERCHANDISER,10,503,43167.46,85.82,503,43167.46,0,0,1000,0,0,    1000.000-,0,0,1,85.77,CPT,FARBERWARE ACCESSORIES,FARBERWARE,ACCESSORIES,,C,,0,0,0,0,0,0,1000,0,1,0,40005,801,,0,24131304028,503,43167.46,0,0,,,,,,,,,ZACC
KG308ERK,KA PRO SALAD SPINNER RED KOHLS,10,4591,43935.87,9.57,4450,42586.5,141,1349.37,3600,604,0,    2996.000-,279,2670.03,302,2889.26,BXD,KITCHENAID GADGETS FRUIT & VEG,KITCHENAID,GADGETS,FRUIT & VEG,B,661,39.99,34.99,34.99,44.99,34.99,39.99,1000,0,4,20,40005,353,1,0,24131088744,4290,41055.3,301,2880.57,,,,,,,,,ZITM
5148047,FW 11X14 CRUSHED BAMBOO BOARD,10,17917,59126.1,3.3,12749,42071.7,5168,17054.4,5000,4230,0,     770.000-,12036,40458.08,30253,104164.46,OSS,FARBERWARE BOARDS POLY,FARBERWARE,BOARDS,POLY,A,568,0,0,14.97,18.5,0,0,1000,0,3,6.94,40010,251,,0,45908063948,10169,33557.7,7748,25568.4,,,,,,,,,ZITM
5107594,GUY EVERYDAY S10 BAG CLIPS ASS,40,10596,41854.2,3.95,10596,41854.2,0,0,2400,0,0,    2400.000-,1002,3957.9,1038,4100.1,OSH,GUY FIERI GADGETS HOUSEHOLD,GUY FIERI,GADGETS,HOUSEHOLD,C,,0,0,14.99,14.99,0,0,1000,0,6,10.5,40005,405,,0,24131227198,10596,41854.2,0,0,,,,,,,,,ZITM
5079593,MKSA AVENUE 12IN CENTERPIECE P,21,4318,42091.86,9.748,4279,41711.69,39,380.17,10000,0,0,   10000.000-,29,282.7,46,450.81,BXD,MIKASA GIFTWARE SERVEWARE,MIKASA,GIFTWARE,SERVEWARE,C,2500,0,0,0,87,59.99,60,1000,0,4,30,40050,506,,0,8.85991E+11,4279,41711.69,39,380.17,,,,,,,,,ZITM
5148675,SAB 16PC ACACIA BLOCK SS CUTLE,10,1489,47588.44,31.96,1305,41707.8,184,5880.64,1000,100,0,     900.000-,263,8417.48,511,16467.56,BXD,SABATIER CUTLERY,SABATIER,CUTLERY,,B,1757,0,0,0,149.99,129.99,0,1000,0,2,65,40010,608,1,0,45908067434,1245,39790.2,244,7798.24,,,,,,,,,ZITM
5114969,MKSA AVENUE 10IN BOWL MACYS,21,2691,41702.43,15.497,2691,41702.43,0,0,0,0,0,0,617,9561.64,985,16156.26,BXD,MIKASA GIFTWARE BOWLS,MIKASA,GIFTWARE,BOWLS,C,,0,0,0,87,59.99,0,1000,0,4,28.5,40050,506,,0,8.85991E+11,2691,41702.43,0,0,,,,,,,,,ZITM
5108962,GUY S3 TAT SPAT SPN SPAT SLOTD,40,7429,41676.69,5.61,7421,41631.81,8,44.88,0,0,0,0,1037,5817.57,1048,5879.28,CDU,GUY FIERI GADGETS KITCHEN TOOLS,GUY FIERI,GADGETS,KITCHEN TOOLS,C,526,0,0,0,14.99,0,0,1000,0,8,10.5,40005,405,,0,24131232536,7421,41631.81,8,44.88,,,,,,,,,ZITM
5137120,REO 3PC MIXING BOWL SET ASSORT,10,7430,40567.8,5.46,7406,40436.76,24,131.04,3600,20,0,    3580.000-,39,216.14,68,388.27,OSS,REO GADGETS KITCHEN TOOLS,REO,GADGETS,KITCHEN TOOLS,C,,0,0,0,24.99,24.99,0,1000,0,4,12.5,40005,607,,0,24131289318,7394,40371.24,36,196.56,,,,,,,,,ZITM
5118868,SMLIV 8QT NS ALUM DUTCH OVEN,10,6079,49118.32,8.08,4895,39551.6,1184,9566.72,2000,337,0,    1663.000-,385,3233.8,1822,18203.41,BXD,PRIVATE LABEL COOKWARE ALUM NS,PRIVATE LABEL,COOKWARE,ALUM NS,B,,0,0,0,39.99,29.99,0,1000,0,4,18,40020,303,,0,41520028266,4733,38242.64,1346,10875.68,,,,,,,,,ZITM
5140390,MKSA REVEL 14.5OZ HB S4,10,8326,41630,5,7884,39420,442,2210,1,328,0,327,649,3207.38,1669,8304.53,BXD,MIKASA DRINKWARE BEV GLASSES,MIKASA,DRINKWARE,BEV GLASSES,C,,0,0,0,40,19.99,0,1000,0,6,10,40050,506,,0,8.85991E+11,7694,38470,632,3160,,,,,,,,,ZITM
5151608,KIZ SET OF 2 FOOD HUGGERS IN C,10,2398,38991.48,16.26,2397,38975.22,1,16.26,3600,0,0,    3600.000-,      10.000-,    152.64-,778,12652.39,CDU,KIZMOS GADGETS FRUIT & VEG,KIZMOS,GADGETS,FRUIT & VEG,C,,0,0,5.99,71.88,0,0,1000,0,1,30,40005,201,1,0,24131310227,2397,38975.22,1,16.26,,,,,,,,,ZITM
5117186,FW 22PC CLSC FORGED CUT SET 4C,21,1250,38762.5,31.01,1239,38421.39,11,341.11,1500,8,0,    1492.000-,54,1674.54,60,1860.54,BXD,FARBERWARE CUTLERY PREP SETS,FARBERWARE,CUTLERY,PREP SETS,C,526,0,0,0,49.99,0,0,1000,0,4,33,40010,604,,0,45908053338,1233,38235.33,17,527.17,,,,,,,,,ZITM
5111675,SMLIV S4 BAG CLIP FLD 60 CT -,10,738,37984.86,51.47,738,37984.86,0,0,500,0,0,     500.000-,0,0,0,0,FLD,PRIVATE LABEL GADGETS HOUSEHOLD,PRIVATE LABEL,GADGETS,HOUSEHOLD,C,,0,0,0,119.4,0,0,1000,0,1,36,40005,502,1,0,41520938244,738,37984.86,0,0,,,,,,,,,ZITM
KN300OSA2T,KA BOX GRATER ASST CLRS TARGET,21,10593,47350.71,4.47,8433,37695.51,2160,9655.2,3600,0,0,    3600.000-,1383,6182.01,1923,8595.81,OSS,KITCHENAID GADGETS GRATERS,KITCHENAID,GADGETS,GRATERS,B,1724,0,19.99,19.99,24.99,17.99,0,1000,3,12,10,40005,453,,0,24131264230,8433,37695.51,2160,9655.2,,,,,,,,,ZITM
5141005,FW TEK DELUXE OVEN ROASTING TH,10,6872,40063.76,5.83,6339,36956.37,533,3107.39,0,221,0,221,423,2475.99,2088,12366.09,OSH,FARBERWARE GADGETS THERMOMETERS,FARBERWARE,GADGETS,THERMOMETERS,C,,0,0,29.99,38.99,0,0,1000,3,36,15,40005,402,1,0,24131293575,6294,36694.02,578,3369.74,,,,,,,,,ZITM
5143181,FW COLR TGT SPAT HOLIDAY WD HN,21,33179,36496.9,1.1,33179,36496.9,0,0,3600,0,0,    3600.000-,1,1.1,1,1.1,OSH,FARBERWARE GADGETS BAKING ITEMS,FARBERWARE,GADGETS,BAKING ITEMS,C,1724,0,0,6.99,8.99,0,0,1000,3,12,3.5,40005,453,,0,24131295906,33179,36496.9,0,0,,,,,,,,,ZITM
5047616,MKSA LOVE STORY PLACECARD HLDR,21,3130,36088.9,11.53,3129,36077.37,1,11.53,5000,0,0,    5000.000-,151,1741.03,785,9051.05,BXD,MIKASA GIFTWARE FRAME,MIKASA,GIFTWARE,FRAME,C,,0,0,0,72,49.99,0,1000,2,4,25,40050,506,,0,8.85991E+11,3129,36077.37,1,11.53,,,,,,,,,ZITM
5161670,PL OLIVIA 0.6MM 15IN COOKIE SL,10,7991,35959.5,4.5,7991,35959.5,0,0,1200,0,0,    1200.000-,9780,44559.18,15091,68683.95,OSS,PRIVATE LABEL BAKEWARE METAL,PRIVATE LABEL,BAKEWARE,METAL,C,2159,0,0,17.99,24.99,0,0,1000,0,6,7.75,40020,302,1,0,15388058123,7991,35959.5,0,0,,,,,,,,,ZITM
5154191,PFZ STRAWBERRY VINE 16PC DW ST,10,1123,40248.32,35.84,999,35804.16,124,4444.16,1200,38,0,    1162.000-,57,2042.88,77,2721.94,MLR,PFALTZGRAFF - DTC DINNERWARE CASUAL DINN,PFALTZGRAFF - DTC,DINNERWARE,CASUAL DINN,B,,0,0,0,200,139.99,0,1000,0,1,70,25100,501,,0,25398135882,967,34657.28,156,5591.04,,,,,,,,,ZITM
5066958,SMLIV 8IN BAMBOO SKEWERS 100CT,10,112573,37149.09,0.33,107578,35500.74,4995,1648.35,0,0,0,0,1156,381.48,15147,4998.49,OSH,PRIVATE LABEL GADGETS MEAT ITEMS,PRIVATE LABEL,GADGETS,MEAT ITEMS,C,2202,0,0,1.99,1.99,0,0,1000,3,72,0.57,40005,502,,0,41520885210,107578,35500.74,4995,1648.35,,,,,,,,,ZITM
KN113DSA2A,KA PIZZA WHEEL ASST 9CT CDU IB,10,11575,35188,3.04,11575,35188,0,0,0,0,0,0,6094,18498.22,10501,31851.43,DSP,KITCHENAID GADGETS PIZZA,KITCHENAID,GADGETS,PIZZA,C,,0,12.99,12.99,16.99,12.99,0,1000,0,9,6.5,40005,204,1,0,24131260836,11575,35188,0,0,,,,,,,,,ZITM
5134429,KIZ S4 ASST BAG CLIPS SOLID,10,35293,42351.6,1.2,28993,34791.6,6300,7560,3024,0,0,    3024.000-,844,1012.8,2344,2812.8,OSH,KIZMOS GADGETS OTHER,KIZMOS,GADGETS,OTHER,B,,0,0,0,3.99,0,0,1000,3,36,1.99,40005,201,1,0,24131284306,28993,34791.6,6300,7560,,,,,,,,,ZITM
5152960,FW CL SALAD SPINNER KHL,10,12148,56123.76,4.62,7517,34728.54,4631,21395.22,3600,2832,0,     768.000-,3266,15088.92,15112,70615.04,BXD,FARBERWARE GADGETS FRUIT & VEG,FARBERWARE,GADGETS,FRUIT & VEG,A,661,0,0,0,25.99,0,29.99,1000,0,4,10,40005,353,,0,24131312290,5655,26126.1,6493,29997.66,,,,,,,,,ZITM
5099908,GUY DECO 10IN FRY PAN WINGS,21,4463,35614.74,7.98,4346,34681.08,117,933.66,0,23,0,23,147,1171.84,210,1673.32,OSH,GUY FIERI COOKWARE ALUM NS,GUY FIERI,COOKWARE,ALUM NS,C,,0,24.99,44.99,49.99,49.99,0,1000,0,4,15,40020,305,,0,15388042917,4325,34513.5,138,1101.24,,,,,,,,,ZITM
5142439,MKSA LAURA 15.5OZ HB S4,10,9048,48768.72,5.39,6434,34679.26,2614,14089.46,1,1776,0,1775,2411,12975.85,7289,38137.34,BXD,MIKASA DRINKWARE BAR  ACCESSO,MIKASA,DRINKWARE,BAR  ACCESSO,A,,0,0,0,40,19.99,0,1000,0,4,10,40050,506,1,0,8.85991E+11,5428,29256.92,3620,19511.8,,,,,,,,,ZITM
KC310BXWHA,KA MANDOLINE SLICER WHITE,10,2862,41727.96,14.58,2370,34554.6,492,7173.36,3600,275,0,    3325.000-,826,12043.08,965,14066.19,BXD,KITCHENAID GADGETS FRUIT & VEG,KITCHENAID,GADGETS,FRUIT & VEG,B,,0,59.99,59.99,69.99,59.99,0,1000,0,3,30,40005,204,,0,24131166664,2205,32148.9,657,9579.06,,,,,,,,,ZITM
