KAPPL	KSCHL	VKORG	ZZ_MVGR5	DATBI	KNUMA	DATAB	KNUMH
V	ZRP1	SYCF	CS2	2015/12/31	957	2015/04/01	0004040569
V	ZRP1	SYCF	CS2	2016/12/31	1385	2016/01/01	0004182535
V	ZRP1	SYCF	CS3	2015/12/31	957	2015/04/01	0004040568
V	ZRP1	SYCF	CS3	2015/12/31	1096	2015/04/01	0004040565
V	ZRP1	SYCF	CS3	2016/12/31	1385	2016/01/01	0004182536
V	ZRP1	SYCF	CS3	2016/12/31	1426	2016/01/01	0004183326
V	ZRP1	SYCF	CSB	2014/12/31	10139-CF	2014/01/01	0003149657
V	ZRP1	SYCF	CSB	2015/12/31	957	2015/04/01	0003929310
V	ZRP1	SYCF	CSB	2015/12/31	1096	2015/04/01	0003977891
V	ZRP1	SYCF	CSB	2016/12/31	1385	2016/01/01	0004182537
V	ZRP1	SYCF	CSB	2016/12/31	1426	2016/01/01	0004183325
V	ZRP1	SYCF	CSP	2015/12/31	957	2015/04/01	0004133905
V	ZRP1	SYCF	CSP	2015/12/31	1101	2015/04/01	0004133903
V	ZRP1	SYCF	CSP	2016/12/31	1385	2016/01/01	0004182534
V	ZRP1	SYCF	CSP	2016/12/31	1430	2016/01/01	0004183421
V	ZRP1	SYCF	CSR	2014/12/31	10139-CF	2014/01/01	0003142440
V	ZRP1	SYCF	CSR	2015/12/31	957	2015/04/01	0003929311
V	ZRP1	SYCF	CSR	2016/12/31	1385	2016/01/01	0004182538
V	ZRP1	SYCF	CUB	2014/12/31	10009-CF	2014/01/01	0003142054
V	ZRP1	SYCF	CUB	2015/12/31	958	2015/04/01	0003929316
V	ZRP1	SYCF	CUB	2016/12/31	1386	2016/01/01	0004182544
V	ZRP1	SYCF	CUR	2015/12/31	962	2015/04/01	0003929321
V	ZRP1	SYCF	CUR	2016/12/31	1388	2016/01/01	0004182546
V	ZRP1	SYCF	CYK	2014/12/31	10006-CF	2014/01/01	0003142040
V	ZRP1	SYCF	CYK	2015/12/31	954	2015/04/01	0003929293
V	ZRP1	SYCF	CYK	2015/12/31	1079	2015/04/01	0003929913
V	ZRP1	SYCF	CYK	2016/12/31	1382	2016/01/01	0004182242
V	ZRP1	SYCF	CYK	2016/12/31	1421	2016/01/01	0004183235
V	ZRP1	SYCF	CYW	2014/12/31	10006-CF	2014/01/01	0003142039
V	ZRP1	SYCF	CYW	2015/12/31	954	2015/04/01	0003929294
V	ZRP1	SYCF	CYW	2015/12/31	1079	2015/04/01	0003929914
V	ZRP1	SYCF	CYW	2016/12/31	1382	2016/01/01	0004182243
V	ZRP1	SYCF	CYW	2016/12/31	1421	2016/01/01	0004183236
V	ZRP1	SYCF	DA1	2014/12/31	10052-CF	2014/01/01	0003142263
V	ZRP1	SYCF	DA1	2015/12/31	981	2015/04/01	0003929499
V	ZRP1	SYCF	DA1	2015/12/31	1100	2015/04/01	0003930020
V	ZRP1	SYCF	DA1	2016/12/31	1403	2016/01/01	0004182884
V	ZRP1	SYCF	DA1	2016/12/31	1429	2016/01/01	0004183406
V	ZRP1	SYCF	DA3	2014/12/31	10052-CF	2014/01/01	0003142259
V	ZRP1	SYCF	DA3	2015/12/31	981	2015/04/01	0003929500
V	ZRP1	SYCF	DA3	2015/12/31	1100	2015/04/01	0003930021
V	ZRP1	SYCF	DA3	2016/12/31	1403	2016/01/01	0004182885
V	ZRP1	SYCF	DA3	2016/12/31	1429	2016/01/01	0004183407
V	ZRP1	SYCF	DA5	2014/12/31	10052-CF	2014/01/01	0003142260
V	ZRP1	SYCF	DA5	2015/12/31	981	2015/04/01	0003929501
V	ZRP1	SYCF	DA5	2015/12/31	1100	2015/04/01	0003930022
V	ZRP1	SYCF	DA5	2016/12/31	1403	2016/01/01	0004182886
V	ZRP1	SYCF	DA5	2016/12/31	1429	2016/01/01	0004183408
V	ZRP1	SYCF	DAG	2014/12/31	10012-CF	2014/01/01	0003142060
V	ZRP1	SYCF	DAG	2015/12/31	966	2015/04/01	0003929334
V	ZRP1	SYCF	DAG	2015/12/31	1079	2015/04/01	0003929915
V	ZRP1	SYCF	DAG	2015/12/31	1199	2015/04/01	0003944694
V	ZRP1	SYCF	DAG	2016/07/31	1391	2016/01/01	0004182597
V	ZRP1	SYCF	DAG	2016/12/31	1421	2016/01/01	0004183237
V	ZRP1	SYCF	DAG	2016/12/31	1525	2016/01/01	0004183955
V	ZRP1	SYCF	DAL	2014/12/31	10012-CF	2014/01/01	0003142061
V	ZRP1	SYCF	DAL	2015/12/31	966	2015/04/01	0003929335
V	ZRP1	SYCF	DAL	2015/12/31	1079	2015/04/01	0003929916
V	ZRP1	SYCF	DAL	2015/12/31	1199	2015/04/01	0003944695
V	ZRP1	SYCF	DAL	2016/07/31	1391	2016/01/01	0004182598
V	ZRP1	SYCF	DAL	2016/12/31	1421	2016/01/01	0004183238
V	ZRP1	SYCF	DAL	2016/12/31	1525	2016/01/01	0004183956
V	ZRP1	SYCF	DAN	2015/12/31	1237	2015/04/01	0004117580
V	ZRP1	SYCF	DAN	2016/12/31	1559	2016/01/01	0004184078
V	ZRP1	SYCF	DB1	2015/12/31	1239	2015/10/26	0004145531
V	ZRP1	SYCF	DB1	2016/12/31	1561	2016/01/01	0004184085
V	ZRP1	SYCF	DDD	2014/12/31	10011-CF	2014/01/01	0003142059
V	ZRP1	SYCF	DDD	2015/12/31	965	2015/04/01	0003929332
V	ZRP1	SYCF	DDD	2016/12/31	1390	2016/01/01	0004182596
V	ZRP1	SYCF	DE3	2015/12/31	1237	2015/04/01	0004151652
V	ZRP1	SYCF	DE3	2016/12/31	1559	2016/01/01	0004184079
V	ZRP1	SYCF	DFB	2015/12/31	963	2015/04/01	0003929322
V	ZRP1	SYCF	DFB	2015/12/31	969	2015/04/01	0003977128
V	ZRP1	SYCF	DFB	2015/12/31	1079	2015/04/01	0003929917
V	ZRP1	SYCF	DFB	2016/12/31	1389	2016/01/01	0004182590
V	ZRP1	SYCF	DFB	2016/12/31	1394	2016/01/01	0004182630
V	ZRP1	SYCF	DFB	2016/12/31	1421	2016/01/01	0004183239
V	ZRP1	SYCF	DGR	2014/12/31	10010-CF	2014/01/01	0003142055
V	ZRP1	SYCF	DGR	2015/12/31	963	2015/04/01	0003929323
V	ZRP1	SYCF	DGR	2015/12/31	1079	2015/04/01	0003929918
V	ZRP1	SYCF	DGR	2016/12/31	1389	2016/01/01	0004182591
V	ZRP1	SYCF	DGR	2016/12/31	1421	2016/01/01	0004183240
V	ZRP1	SYCF	DKC	2014/12/31	10010-CF	2014/01/01	0003142056
V	ZRP1	SYCF	DKC	2015/12/31	963	2015/04/01	0003929324
V	ZRP1	SYCF	DKC	2015/12/31	1079	2015/04/01	0003929919
V	ZRP1	SYCF	DKC	2016/12/31	1389	2016/01/01	0004182592
V	ZRP1	SYCF	DKC	2016/12/31	1421	2016/01/01	0004183241
V	ZRP1	SYCF	DOM	2014/12/31	10038-CF	2014/01/01	0003142184
V	ZRP1	SYCF	DRA	2015/12/31	963	2015/04/01	0003929325
V	ZRP1	SYCF	DRA	2015/12/31	1079	2015/04/01	0003929920
V	ZRP1	SYCF	DRA	2016/12/31	1389	2016/01/01	0004182593
V	ZRP1	SYCF	DRA	2016/12/31	1421	2016/01/01	0004183242
V	ZRP1	SYCF	DRK	2014/12/31	10010-CF	2014/01/01	0003142058
V	ZRP1	SYCF	DRK	2015/12/31	963	2015/04/01	0003929326
V	ZRP1	SYCF	DRK	2015/12/31	1079	2015/04/01	0003929921
V	ZRP1	SYCF	DRK	2016/12/31	1389	2016/01/01	0004182594
V	ZRP1	SYCF	DRK	2016/12/31	1421	2016/01/01	0004183243
V	ZRP1	SYCF	DRR	2014/12/31	10010-CF	2014/01/01	0003142057
V	ZRP1	SYCF	DRR	2015/12/31	963	2015/04/01	0003929327
V	ZRP1	SYCF	DRR	2015/12/31	1079	2015/04/01	0003929922
V	ZRP1	SYCF	DRR	2016/12/31	1389	2016/01/01	0004182595
V	ZRP1	SYCF	DRR	2016/12/31	1421	2016/01/01	0004183244
V	ZRP1	SYCF	DUB	2014/12/31	10092-CF	2014/01/01	0003142355
V	ZRP1	SYCF	DUB	2015/12/31	1144	2015/04/01	0003930156
V	ZRP1	SYCF	DUB	2016/12/31	1471	2016/01/01	0004183743
V	ZRP1	SYCF	EGG	2014/12/31	10031-CF	2014/01/01	0003142170
V	ZRP1	SYCF	EGG	2015/12/31	986	2015/04/01	0003929558
V	ZRP1	SYCF	EGG	2015/12/31	1079	2015/04/01	0003929923
V	ZRP1	SYCF	EGG	2016/12/31	1408	2016/01/01	0004182974
V	ZRP1	SYCF	EGG	2016/12/31	1421	2016/01/01	0004183245
V	ZRP1	SYCF	EI1	2015/12/31	1219	2015/04/01	0003974264
V	ZRP1	SYCF	EI1	2016/12/31	1542	2016/01/01	0004184017
V	ZRP1	SYCF	EKC	2014/12/31	10073-CF	2014/01/01	0003142300
V	ZRP1	SYCF	EKC	2015/12/31	1116	2015/04/01	0003930080
V	ZRP1	SYCF	EKC	2016/12/31	1443	2016/01/01	0004183545
V	ZRP1	SYCF	ERF	2014/12/31	10035-CF	2014/01/01	0003142180
V	ZRP1	SYCF	ERF	2015/12/31	992	2015/04/01	0003929587
V	ZRP1	SYCF	ERF	2015/12/31	1079	2015/04/01	0003929924
V	ZRP1	SYCF	ERF	2016/12/31	1413	2016/01/01	0004183147
V	ZRP1	SYCF	ERF	2016/12/31	1421	2016/01/01	0004183246
V	ZRP1	SYCF	ERR	2014/12/31	10093-CF	2014/01/01	0003142356
V	ZRP1	SYCF	ERR	2015/12/31	1173	2015/04/01	0003930276
V	ZRP1	SYCF	ERR	2016/12/31	1500	2016/01/01	0004183868
V	ZRP1	SYCF	ESB	2014/12/31	10015-CF	2014/01/01	0003142066
V	ZRP1	SYCF	ESB	2015/12/31	968	2015/04/01	0003929341
V	ZRP1	SYCF	ESB	2016/12/31	1393	2016/01/01	0004182628
V	ZRP1	SYCF	ETR	2015/12/31	1197	2015/04/01	0003944688
V	ZRP1	SYCF	ETR	2016/12/31	1523	2016/01/01	0004183949
V	ZRP1	SYCF	FAL	2015/12/31	1203	2015/04/01	0003944737
V	ZRP1	SYCF	FAL	2016/12/31	1529	2016/01/01	0004183996
V	ZRP1	SYCF	FBF	2014/12/31	10114-CF	2014/01/01	0003142401
V	ZRP1	SYCF	FBF	2015/12/31	1169	2015/04/01	0003930236
V	ZRP1	SYCF	FBF	2016/12/31	1496	2016/01/01	0004183851
V	ZRP1	SYCF	FCT	2014/12/31	10114-CF	2014/01/01	0003142394
V	ZRP1	SYCF	FCT	2015/12/31	1169	2015/04/01	0003930237
V	ZRP1	SYCF	FCT	2016/12/31	1496	2016/01/01	0004183850
V	ZRP1	SYCF	FCU	2014/12/31	10114-CF	2014/01/01	0003142398
V	ZRP1	SYCF	FCU	2015/12/31	1169	2015/04/01	0003930238
V	ZRP1	SYCF	FCU	2016/12/31	1496	2016/01/01	0004183849
V	ZRP1	SYCF	FD1	2015/12/31	1224	2015/06/15	0004003472
V	ZRP1	SYCF	FD1	2016/12/31	1547	2016/01/01	0004184022
V	ZRP1	SYCF	FEN	2014/12/31	10094-CF	2014/01/01	0003142357
V	ZRP1	SYCF	FEN	2015/12/31	1146	2015/04/01	0003930165
V	ZRP1	SYCF	FEN	2016/12/31	1473	2016/01/01	0004183752
V	ZRP1	SYCF	FFC	2015/12/31	1156	2015/04/01	0003930186
V	ZRP1	SYCF	FFC	2016/12/31	1483	2016/01/01	0004183775
V	ZRP1	SYCF	FFF	2014/12/31	10114-CF	2014/01/01	0003142393
V	ZRP1	SYCF	FFF	2015/12/31	1169	2015/04/01	0003930239
V	ZRP1	SYCF	FFF	2016/12/31	1496	2016/01/01	0004183848
V	ZRP1	SYCF	FFO	2014/12/31	10018-CF	2014/01/01	0003142072
V	ZRP1	SYCF	FFO	2015/12/31	969	2015/04/01	0003929344
V	ZRP1	SYCF	FFO	2016/12/31	1394	2016/01/01	0004182631
V	ZRP1	SYCF	FFP	2015/12/31	1204	2015/04/01	0003944738
V	ZRP1	SYCF	FFP	2016/12/31	1530	2016/01/01	0004183997
V	ZRP1	SYCF	FFS	2014/12/31	10018-CF	2014/01/01	0003142074
V	ZRP1	SYCF	FFS	2015/12/31	969	2015/04/01	0003929345
V	ZRP1	SYCF	FFS	2016/12/31	1394	2016/01/01	0004182632
V	ZRP1	SYCF	FGR	2014/12/31	10100-CF	2014/01/01	0003142367
V	ZRP1	SYCF	FGR	2015/12/31	1145	2015/04/01	0003930161
V	ZRP1	SYCF	FGR	2016/12/31	1472	2016/01/01	0004183748
V	ZRP1	SYCF	FHA	2015/12/31	1079	2015/04/01	0003929925
V	ZRP1	SYCF	FHA	2015/12/31	1198	2015/04/01	0003944690
V	ZRP1	SYCF	FHA	2016/12/31	1421	2016/01/01	0004183247
V	ZRP1	SYCF	FHA	2016/12/31	1524	2016/01/01	0004183952
V	ZRP1	SYCF	FHB	2014/12/31	10114-CF	2014/01/01	0003142392
V	ZRP1	SYCF	FHB	2015/12/31	1169	2015/04/01	0003930240
V	ZRP1	SYCF	FHB	2016/12/31	1496	2016/01/01	0004183847
V	ZRP1	SYCF	FHD	2015/11/30	10159-CF	2014/11/19	0003786314
V	ZRP1	SYCF	FHK	2015/12/31	1079	2015/04/01	0003929926
V	ZRP1	SYCF	FHK	2015/12/31	1198	2015/04/01	0003944691
V	ZRP1	SYCF	FHK	2016/12/31	1421	2016/01/01	0004183248
V	ZRP1	SYCF	FHK	2016/12/31	1524	2016/01/01	0004183953
V	ZRP1	SYCF	FHR	2015/12/31	1079	2015/04/01	0003929927
V	ZRP1	SYCF	FHR	2015/12/31	1198	2015/04/01	0003944692
V	ZRP1	SYCF	FHR	2016/12/31	1421	2016/01/01	0004183249
V	ZRP1	SYCF	FHR	2016/12/31	1524	2016/01/01	0004183954
V	ZRP1	SYCF	FHS	2014/12/31	10114-CF	2014/01/01	0003142399
V	ZRP1	SYCF	FHS	2015/12/31	1169	2015/04/01	0003930241
V	ZRP1	SYCF	FHS	2016/12/31	1496	2016/01/01	0004183846
V	ZRP1	SYCF	FHU	2014/12/31	10114-CF	2014/01/01	0003142396
V	ZRP1	SYCF	FHU	2015/12/31	1169	2015/04/01	0003930242
V	ZRP1	SYCF	FHU	2016/12/31	1496	2016/01/01	0004183845
V	ZRP1	SYCF	FID	2014/12/31	10052-CF	2014/01/01	0003142261
V	ZRP1	SYCF	FID	2015/12/31	981	2015/04/01	0003929502
V	ZRP1	SYCF	FID	2015/12/31	1100	2015/04/01	0003930023
V	ZRP1	SYCF	FID	2016/12/31	1403	2016/01/01	0004182887
V	ZRP1	SYCF	FID	2016/12/31	1429	2016/01/01	0004183409
V	ZRP1	SYCF	FIG	2014/12/31	10096-CF	2014/01/01	0003142359
V	ZRP1	SYCF	FIG	2015/12/31	1133	2015/04/01	0003930138
V	ZRP1	SYCF	FIG	2016/12/31	1460	2016/01/01	0004183725
V	ZRP1	SYCF	FLR	2015/12/31	1205	2015/04/01	0003944739
V	ZRP1	SYCF	FLR	2016/12/31	1531	2016/01/01	0004183998
V	ZRP1	SYCF	FNG	2014/12/31	10095-CF	2014/01/01	0003142358
V	ZRP1	SYCF	FNG	2015/12/31	1132	2015/04/01	0003930137
V	ZRP1	SYCF	FNG	2016/12/31	1459	2016/01/01	0004183724
V	ZRP1	SYCF	FOB	2015/12/31	1169	2015/04/01	0003930243
V	ZRP1	SYCF	FOB	2016/12/31	1496	2016/01/01	0004183844
V	ZRP1	SYCF	FOH	2015/12/31	1169	2015/04/01	0003930244
V	ZRP1	SYCF	FOH	2016/12/31	1496	2016/01/01	0004183843
V	ZRP1	SYCF	FOO	2015/12/31	1169	2015/04/01	0003930245
V	ZRP1	SYCF	FOO	2016/12/31	1496	2016/01/01	0004183842
V	ZRP1	SYCF	FOS	2015/12/31	1145	2015/04/01	0003930162
V	ZRP1	SYCF	FOS	2016/12/31	1472	2016/01/01	0004183749
V	ZRP1	SYCF	FOW	2015/12/31	1169	2015/04/01	0003930246
V	ZRP1	SYCF	FOW	2016/12/31	1496	2016/01/01	0004183841
V	ZRP1	SYCF	FPB	2014/12/31	10114-CF	2014/01/01	0003142395
V	ZRP1	SYCF	FPB	2015/12/31	1169	2015/04/01	0003930247
V	ZRP1	SYCF	FPB	2016/12/31	1496	2016/01/01	0004183840
V	ZRP1	SYCF	FPC	2014/12/31	10114-CF	2014/01/01	0003142397
V	ZRP1	SYCF	FPC	2015/12/31	1169	2015/04/01	0003930248
V	ZRP1	SYCF	FPC	2016/12/31	1496	2016/01/01	0004183828
V	ZRP1	SYCF	FPS	2014/12/31	10018-CF	2014/01/01	0003142069
V	ZRP1	SYCF	FPS	2015/12/31	969	2015/04/01	0003929346
V	ZRP1	SYCF	FPS	2016/12/31	1394	2016/01/01	0004182633
V	ZRP1	SYCF	FPT	2014/12/31	10018-CF	2014/01/01	0003142073
V	ZRP1	SYCF	FPT	2015/12/31	969	2015/04/01	0003929347
V	ZRP1	SYCF	FPT	2015/12/31	1101	2015/04/01	0003930026
V	ZRP1	SYCF	FPT	2016/12/31	1394	2016/01/01	0004182634
V	ZRP1	SYCF	FPT	2016/12/31	1430	2016/01/01	0004183423
V	ZRP1	SYCF	FRB	2014/12/31	10114-CF	2014/01/01	0003142402
V	ZRP1	SYCF	FRB	2015/12/31	1169	2015/04/01	0003930249
V	ZRP1	SYCF	FRB	2016/12/31	1496	2016/01/01	0004183829
V	ZRP1	SYCF	FRE	2014/12/31	10097-CF	2014/01/01	0003142360
V	ZRP1	SYCF	FRE	2015/12/31	1166	2015/04/01	0003930212
V	ZRP1	SYCF	FRE	2016/12/31	1493	2016/01/01	0004183801
V	ZRP1	SYCF	FRP	2015/12/31	1207	2015/04/01	0003944741
V	ZRP1	SYCF	FRP	2016/12/31	1533	2016/01/01	0004184000
V	ZRP1	SYCF	FRS	2015/12/31	1207	2015/04/01	0003944742
V	ZRP1	SYCF	FRS	2016/12/31	1533	2016/01/01	0004184001
V	ZRP1	SYCF	FSD	2014/12/31	10019-CF	2014/01/01	0003142075
V	ZRP1	SYCF	FSD	2015/12/31	971	2015/04/01	0003929356
V	ZRP1	SYCF	FSD	2016/12/31	1395	2016/01/01	0004182637
V	ZRP1	SYCF	FSH	2015/12/31	1145	2015/04/01	0003930163
V	ZRP1	SYCF	FSH	2016/12/31	1472	2016/01/01	0004183750
V	ZRP1	SYCF	FSP	2014/12/31	10018-CF	2014/01/01	0003142070
V	ZRP1	SYCF	FSP	2015/12/31	969	2015/04/01	0003929348
V	ZRP1	SYCF	FSP	2016/12/31	1394	2016/01/01	0004182635
V	ZRP1	SYCF	FSW	2015/12/31	1208	2015/04/01	0003944743
V	ZRP1	SYCF	FSW	2016/12/31	1534	2016/01/01	0004184002
V	ZRP1	SYCF	FTS	2014/12/31	10114-CF	2014/01/01	0003142400
V	ZRP1	SYCF	FTS	2015/12/31	1169	2015/04/01	0003930250
V	ZRP1	SYCF	FTS	2016/12/31	1496	2016/01/01	0004183830
V	ZRP1	SYCF	FTW	2015/12/31	1177	2015/04/01	0003930285
V	ZRP1	SYCF	FTW	2016/12/31	1504	2016/01/01	0004183877
V	ZRP1	SYCF	FW2	2014/12/31	10018-CF	2014/01/01	0003142071
V	ZRP1	SYCF	FW2	2015/12/31	969	2015/04/01	0003929349
V	ZRP1	SYCF	FW2	2016/12/31	1394	2016/01/01	0004182636
V	ZRP1	SYCF	G0R	2014/12/31	10020-CF	2014/01/01	0003142076
V	ZRP1	SYCF	G0R	2015/12/31	974	2015/04/01	0003929390
V	ZRP1	SYCF	G0R	2015/12/31	981	2015/04/01	0003929503
V	ZRP1	SYCF	G0R	2016/12/31	1397	2016/01/01	0004182704
V	ZRP1	SYCF	G0R	2016/12/31	1403	2016/01/01	0004182888
V	ZRP1	SYCF	GBM	2015/12/31	979	2015/04/01	0003929455
V	ZRP1	SYCF	GBM	2016/12/31	1401	2016/01/01	0004182821
V	ZRP1	SYCF	GCC	2014/12/31	10020-CF	2014/01/01	0003142090
V	ZRP1	SYCF	GCC	2015/12/31	974	2015/04/01	0003929391
V	ZRP1	SYCF	GCC	2015/12/31	981	2015/04/01	0003929504
V	ZRP1	SYCF	GCC	2016/12/31	1397	2016/01/01	0004182705
V	ZRP1	SYCF	GCC	2016/12/31	1403	2016/01/01	0004182889
V	ZRP1	SYCF	GCM	2014/12/31	10020-CF	2014/01/01	0003142083
V	ZRP1	SYCF	GCM	2015/12/31	974	2015/04/01	0003929392
V	ZRP1	SYCF	GCM	2015/12/31	981	2015/04/01	0003929505
V	ZRP1	SYCF	GCM	2016/12/31	1397	2016/01/01	0004182706
V	ZRP1	SYCF	GCM	2016/12/31	1403	2016/01/01	0004182890
V	ZRP1	SYCF	GCR	2014/12/31	10020-CF	2014/01/01	0003142077
V	ZRP1	SYCF	GCR	2015/12/31	974	2015/04/01	0003929393
V	ZRP1	SYCF	GCR	2015/12/31	981	2015/04/01	0003929506
V	ZRP1	SYCF	GCR	2016/12/31	1397	2016/01/01	0004182707
V	ZRP1	SYCF	GCR	2016/12/31	1403	2016/01/01	0004182891
V	ZRP1	SYCF	GGD	2014/12/31	10021-CF	2014/01/01	0003142097
V	ZRP1	SYCF	GGD	2015/12/31	976	2015/04/01	0003929422
V	ZRP1	SYCF	GGD	2016/12/31	1398	2016/01/01	0004182818
V	ZRP1	SYCF	GGL	2014/12/31	10020-CF	2014/01/01	0003142078
V	ZRP1	SYCF	GGL	2015/12/31	974	2015/04/01	0003929394
V	ZRP1	SYCF	GGL	2015/12/31	981	2015/04/01	0003929507
V	ZRP1	SYCF	GGL	2016/12/31	1397	2016/01/01	0004182708
V	ZRP1	SYCF	GGL	2016/12/31	1403	2016/01/01	0004182892
V	ZRP1	SYCF	GGR	2014/12/31	10020-CF	2014/01/01	0003142079
V	ZRP1	SYCF	GGR	2015/12/31	974	2015/04/01	0003929395
V	ZRP1	SYCF	GGR	2015/12/31	981	2015/04/01	0003929508
V	ZRP1	SYCF	GGR	2016/12/31	1397	2016/01/01	0004182709
V	ZRP1	SYCF	GGR	2016/12/31	1403	2016/01/01	0004182893
V	ZRP1	SYCF	GI1	2015/12/31	1233	2015/08/11	0004046881
V	ZRP1	SYCF	GI1	2016/12/31	1556	2016/01/01	0004184039
V	ZRP1	SYCF	GIL	2014/12/31	10098-CF	2014/01/01	0003142361
V	ZRP1	SYCF	GIL	2015/12/31	1137	2015/04/01	0003930143
V	ZRP1	SYCF	GKC	2014/12/31	10020-CF	2014/01/01	0003142091
V	ZRP1	SYCF	GKC	2015/12/31	974	2015/04/01	0003929396
V	ZRP1	SYCF	GKC	2015/12/31	981	2015/04/01	0003929509
V	ZRP1	SYCF	GKC	2016/12/31	1397	2016/01/01	0004182710
V	ZRP1	SYCF	GKC	2016/12/31	1403	2016/01/01	0004182894
V	ZRP1	SYCF	GKM	2014/12/31	10020-CF	2014/01/01	0003142084
V	ZRP1	SYCF	GKM	2015/12/31	974	2015/04/01	0003929397
V	ZRP1	SYCF	GKM	2015/12/31	981	2015/04/01	0003929510
V	ZRP1	SYCF	GKM	2016/12/31	1397	2016/01/01	0004182711
V	ZRP1	SYCF	GKM	2016/12/31	1403	2016/01/01	0004182895
V	ZRP1	SYCF	GKR	2014/12/31	10020-CF	2014/01/01	0003142080
V	ZRP1	SYCF	GKR	2015/12/31	974	2015/04/01	0003929398
V	ZRP1	SYCF	GKR	2015/12/31	981	2015/04/01	0003929543
V	ZRP1	SYCF	GKR	2016/12/31	1397	2016/01/01	0004182712
V	ZRP1	SYCF	GKR	2016/12/31	1403	2016/01/01	0004182830
V	ZRP1	SYCF	GMC	2014/12/31	10020-CF	2014/01/01	0003142092
V	ZRP1	SYCF	GMC	2015/12/31	974	2015/04/01	0003929399
V	ZRP1	SYCF	GMC	2015/12/31	981	2015/04/01	0003929511
V	ZRP1	SYCF	GMC	2016/12/31	1397	2016/01/01	0004182713
V	ZRP1	SYCF	GMC	2016/12/31	1403	2016/01/01	0004182831
V	ZRP1	SYCF	GMD	2014/12/31	10020-CF	2014/01/01	0003142085
V	ZRP1	SYCF	GMD	2015/12/31	974	2015/04/01	0003929400
V	ZRP1	SYCF	GMD	2015/12/31	981	2015/04/01	0003929512
V	ZRP1	SYCF	GMD	2016/12/31	1397	2016/01/01	0004182714
V	ZRP1	SYCF	GMD	2016/12/31	1403	2016/01/01	0004182832
V	ZRP1	SYCF	GMR	2014/12/31	10020-CF	2014/01/01	0003142081
V	ZRP1	SYCF	GMR	2015/12/31	974	2015/04/01	0003929401
V	ZRP1	SYCF	GMR	2015/12/31	981	2015/04/01	0003929513
V	ZRP1	SYCF	GMR	2016/12/31	1397	2016/01/01	0004182715
V	ZRP1	SYCF	GMR	2016/12/31	1403	2016/01/01	0004182833
V	ZRP1	SYCF	GO1	2014/12/31	10099-CF	2014/01/01	0003142363
V	ZRP1	SYCF	GO1	2015/12/31	1165	2015/04/01	0003930207
V	ZRP1	SYCF	GO1	2016/12/31	1492	2016/01/01	0004183796
V	ZRP1	SYCF	GO2	2014/12/31	10099-CF	2014/01/01	0003142364
V	ZRP1	SYCF	GO2	2015/12/31	1165	2015/04/01	0003930208
V	ZRP1	SYCF	GO2	2016/12/31	1492	2016/01/01	0004183797
V	ZRP1	SYCF	GO3	2014/12/31	10099-CF	2014/01/01	0003142365
V	ZRP1	SYCF	GO3	2015/12/31	1165	2015/04/01	0003930209
V	ZRP1	SYCF	GO3	2016/12/31	1492	2016/01/01	0004183798
V	ZRP1	SYCF	GO4	2014/12/31	10099-CF	2014/01/01	0003142366
V	ZRP1	SYCF	GO4	2015/12/31	1165	2015/04/01	0003930210
V	ZRP1	SYCF	GO4	2016/12/31	1492	2016/01/01	0004183799
V	ZRP1	SYCF	GOC	2014/12/31	10020-CF	2014/01/01	0003142093
V	ZRP1	SYCF	GOC	2015/12/31	974	2015/04/01	0003929402
V	ZRP1	SYCF	GOC	2015/12/31	981	2015/04/01	0003929514
V	ZRP1	SYCF	GOC	2016/12/31	1397	2016/01/01	0004182716
V	ZRP1	SYCF	GOC	2016/12/31	1403	2016/01/01	0004182834
V	ZRP1	SYCF	GOL	2014/12/31	10099-CF	2014/01/01	0003142362
V	ZRP1	SYCF	GOL	2015/12/31	1165	2015/04/01	0003930211
V	ZRP1	SYCF	GOL	2016/12/31	1492	2016/01/01	0004183800
V	ZRP1	SYCF	GOM	2014/12/31	10020-CF	2014/01/01	0003142086
V	ZRP1	SYCF	GOM	2015/12/31	974	2015/04/01	0003929403
V	ZRP1	SYCF	GOM	2015/12/31	981	2015/04/01	0003929515
V	ZRP1	SYCF	GOM	2016/12/31	1397	2016/01/01	0004182717
V	ZRP1	SYCF	GOM	2016/12/31	1403	2016/01/01	0004182835
V	ZRP1	SYCF	GON	2014/12/31	10100-CF	2014/01/01	0003142368
V	ZRP1	SYCF	GON	2015/12/31	1145	2015/04/01	0003930164
V	ZRP1	SYCF	GON	2016/12/31	1472	2016/01/01	0004183751
V	ZRP1	SYCF	GPD	2014/12/31	10023-CF	2014/01/01	0003142099
V	ZRP1	SYCF	GPD	2015/12/31	978	2015/04/01	0003929445
V	ZRP1	SYCF	GPD	2016/12/31	1400	2016/01/01	0004182820
V	ZRP1	SYCF	GRC	2014/12/31	10020-CF	2014/01/01	0003142094
V	ZRP1	SYCF	GRC	2015/12/31	974	2015/04/01	0003929404
V	ZRP1	SYCF	GRC	2015/12/31	981	2015/04/01	0003929516
V	ZRP1	SYCF	GRC	2016/12/31	1397	2016/01/01	0004182718
V	ZRP1	SYCF	GRC	2016/12/31	1403	2016/01/01	0004182836
V	ZRP1	SYCF	GRI	2014/12/31	10101-CF	2014/01/01	0003142369
V	ZRP1	SYCF	GRI	2015/12/31	1178	2015/04/01	0003930291
