Target March 2016 Kizmos Color End Cap,,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.50,$2.00,$2.00,$2.00,$2.00,$2.00,$2.00,$1.50,$1.50,$1.50,$2.00,$2.00,$2.00,$1.50,$1.50,$1.50,$1.50,$1.50,$1.50,$1.50,$1.50,$1.50,,,,,,,,,,,,,,,,,Target March 2016 Kizmos Color End Cap,,$1.50,$1.50,$1.50,
TOTAL,," $11,111.29 "," $8,889.03 "," $13,305.44 "," $6,666.77 "," $4,412.90 "," $7,415.47 "," $6,666.77 "," $4,444.51 "," $7,345.93 "," $8,402.76 "," $5,601.84 "," $11,203.69 "," $6,666.77 "," $6,666.77 "," $5,895.22 "," $13,333.54 "," $13,333.54 "," $11,790.44 "," $4,058.74 "," $4,058.74 "," $3,801.55 "," $24,464.84 "," $20,117.78 "," $16,094.23 "," $19,153.34 "," $34,022.91 "," $34,022.91 "," $36,825.86 "," $20,444.32 "," $20,444.32 "," $24,533.18 "," $15,841.09 "," $15,841.09 "," $19,801.36 ", $-   , $-   , $-   ," $33,952.62 "," $33,952.62 ", $-   ," $19,401.50 "," $19,401.50 ", $-   ,,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $573,387.19 ",TOTAL,TOTAL,, $-   , $-   , $-   , $-   
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CM,," $11,727.19 "," $9,381.75 "," $18,668.42 "," $7,036.31 "," $4,722.49 "," $10,855.31 "," $7,036.31 "," $4,690.88 "," $10,924.85 "," $5,300.32 "," $3,533.55 "," $7,067.09 "," $7,036.31 "," $7,036.31 "," $7,807.87 "," $14,072.63 "," $14,072.63 "," $15,615.73 "," $5,076.65 "," $5,076.65 "," $5,333.84 "," $12,076.72 "," $8,430.31 "," $6,744.25 "," $9,394.75 "," $13,937.89 "," $13,937.89 "," $17,986.48 "," $13,813.39 "," $13,813.39 "," $16,576.07 "," $11,565.08 "," $11,565.08 "," $14,456.35 ", $-   , $-   , $-   ," $19,337.16 "," $19,337.16 ", $-   ," $11,049.80 "," $11,049.80 ", $-   ,,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $407,144.67 ",CM,CM,, $-   , $-   , $-   , $-   
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.M.%,,51.35%,51.35%,58.39%,51.35%,51.69%,59.41%,51.35%,51.35%,59.79%,38.68%,38.68%,38.68%,51.35%,51.35%,56.98%,51.35%,51.35%,56.98%,55.57%,55.57%,58.39%,33.05%,29.53%,29.53%,32.91%,29.06%,29.06%,32.81%,40.32%,40.32%,40.32%,42.20%,42.20%,42.20%,#DIV/0!,#DIV/0!,#DIV/0!,36.29%,36.29%,#DIV/0!,36.29%,36.29%,#DIV/0!,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,41.52%,C.M.%,C.M.%,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 FC ,, $0.28 , $0.28 , $0.23 , $0.28 , $0.28 , $0.22 , $0.28 , $0.28 , $0.22 , $0.37 , $0.37 , $0.37 , $0.28 , $0.28 , $0.24 , $0.28 , $0.28 , $0.24 , $0.25 , $0.25 , $0.23 , $0.41 , $0.55 , $0.55 , $0.52 , $0.67 , $0.67 , $0.63 , $0.55 , $0.55 , $0.55 , $0.53 , $0.53 , $0.53 , $0.56 , $0.56 , $0.56 , $0.49 , $0.49 , $0.49 , $0.49 , $0.49 , $0.49 ,,,,,,,,,,,,,,,, FC , FC ,, $0.56 , $0.56 , $0.56 ,
 LC ,, $0.37 , $0.37 , $0.31 , $0.37 , $0.37 , $0.29 , $0.37 , $0.37 , $0.29 , $0.47 , $0.47 , $0.47 , $0.37 , $0.37 , $0.32 , $0.37 , $0.37 , $0.32 , $0.33 , $0.33 , $0.31 , $0.52 , $0.69 , $0.69 , $0.65 , $0.83 , $0.83 , $0.79 , $0.69 , $0.69 , $0.69 , $0.67 , $0.67 , $0.67 , $0.70 , $0.70 , $0.70 , $0.62 , $0.62 , $0.62 , $0.62 , $0.62 , $0.62 , $-   , $-   ,,,,,,,,,,,,,, LC , LC ,, $0.70 , $0.70 , $0.70 ,
Includes $.03 for flag tag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Includes $.03 for flag tag,,,,,
,,2 for $4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Step fixture,Crocks,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
