AKTNR,ANZAUF,BOMAT,BOSTA,Exclude,FKWRT,GKWRT,KAPPL,KBETR,KBRUE,KFRST,KLF_KAL,KLF_STG,KMEIN,KNUMA_AG,KNUMA_BO,KNUMA_PI,KNUMA_SQ,KNUMH,KNUMT,KOMXWRT,KONMS,KONWA,KONWS,KOPOS,KPEIN,KRECH,KSCHL,KSPAE,KSTBM,KSTBW,KUMNE,KUMZA,KUNNR,KWAEH,KZBZG,KZNEP,LIFNR,LOEVM_KO,MANDT,MDFLG,MEINS,MIKBAS,MWSK1,MWSK2,MXKBAS,MXWRT,PKWRT,PRSCH,RSWRT,STFKZ,UASTA,UKBAS,VALDT,VALTG,VBEWA,VERTN,VERTT,VKKAL,ZAEHK_IND,ZTERM
 ,00, , ,,0,0,V,-100,0, ,0000,0000, , , , , ,0003928700, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-100,0, ,0000,0000, , , , , ,0003928701, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-100,0, ,0000,0000, , , , , ,0003928702, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-100,0, ,0000,0000, , , , , ,0003928703, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-100,0, ,0000,0000, , , , , ,0003930675, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-100,0, ,0000,0000, , , , , ,0003930676, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-100,0, ,0000,0000, , , , , ,0003930677, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-100,0, ,0000,0000, , , , , ,0003930678, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-100,0, ,0000,0000, , , , , ,0004280297, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-100,0, ,0000,0000, , , , , ,0004280298, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-100,0, ,0000,0000, , , , , ,0004280299, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-100,0, ,0000,0000, , , , , ,0004280300, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-100,0, ,0000,0000, , , , , ,0004280301, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-100,0, ,0000,0000, , , , , ,0004280302, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-100,0, ,0000,0000, , , , , ,0004280303, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-100,0, ,0000,0000, , , , , ,0004280304, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-100,0, ,0000,0000, , , , , ,0004280710, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-100,0, ,0000,0000, , , , , ,0004280711, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-100,0, ,0000,0000, , , , , ,0004280712, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-100,0, ,0000,0000, , , , , ,0004280713, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-100,0, ,0000,0000, , , , , ,0004280714, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-100,0, ,0000,0000, , , , , ,0004280715, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-100,0, ,0000,0000, , , , , ,0004280716, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-100,0, ,0000,0000, , , , , ,0004280717, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-100,0, ,0000,0000, , , , , ,0004280718, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-100,0, ,0000,0000, , , , , ,0004280719, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928619, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928620, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928622, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928623, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928624, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928625, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928626, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928627, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928630, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928631, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928632, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928636, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928637, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928638, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928639, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928642, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928643, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928644, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928645, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928646, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928647, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928648, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928649, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928650, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928651, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928652, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928653, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928654, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928655, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928656, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928657, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928658, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928659, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928660, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928661, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928662, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928663, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928664, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928666, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928667, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928668, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928674, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928675, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928676, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928677, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928678, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928679, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928680, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928681, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928682, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928683, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928684, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928685, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928686, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928687, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928688, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928689, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928690, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928691, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928692, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928693, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928694, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928696, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928697, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928698, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928712, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928713, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928714, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928715, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928716, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928717, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928718, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928719, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928720, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928721, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928722, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928723, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928724, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928725, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928726, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928727, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928728, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928729, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928730, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928731, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928732, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928733, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
 ,00, , ,,0,0,V,-75,0, ,0000,0000, , , , , ,0003928734, ,0, ,%, ,01,0,A,ZRSA, ,0,0,0,0, ,USD, , , , ,100, , ,0, , ,0,0,0, ,0,A, ,0,,00, , , , ,01, 
