KAPPL	KSCHL	VKORG	ZZ_MVGR5	BRSCH	DATBI	KNUMA	DATAB	KNUMH
V	ZRP1	SYCF	LSC	LI	2015/12/31	956	2015/04/01	0004005682
V	ZRP1	SYCF	LSC	LI	2016/12/31	1384	2016/01/01	0004182292
V	ZRP1	SYCF	LSC	MA	2015/12/31	956	2015/04/01	0004005684
V	ZRP1	SYCF	LSC	MA	2016/12/31	1384	2016/01/01	0004182293
V	ZRP1	SYCF	LSC	OP	2015/12/31	956	2015/04/01	0004005685
V	ZRP1	SYCF	LSC	OP	2016/12/31	1384	2016/01/01	0004182294
V	ZRP1	SYCF	LSC	WC	2015/12/31	956	2015/04/01	0004005683
V	ZRP1	SYCF	LSC	WC	2016/12/31	1384	2016/01/01	0004182295
V	ZRP1	SYCF	MDC	LI	2015/12/31	988	2015/04/01	0004005754
V	ZRP1	SYCF	MDC	LI	2016/12/31	1409	2016/01/01	0004182982
V	ZRP1	SYCF	MDR	LI	2015/12/31	988	2015/04/01	0003947992
V	ZRP1	SYCF	MDR	LI	2016/12/31	1409	2016/01/01	0004182981
V	ZRP1	SYCF	MFM	MA	2015/12/31	973	2015/04/01	0004005722
V	ZRP1	SYCF	MFM	MA	2016/12/31	1396	2016/01/01	0004182640
V	ZRP1	SYCF	MFM	OP	2015/12/31	973	2015/04/01	0004005721
V	ZRP1	SYCF	MFM	OP	2016/12/31	1396	2016/01/01	0004182641
V	ZRP1	SYCF	MFM	WC	2015/12/31	973	2015/04/01	0004005720
V	ZRP1	SYCF	MFM	WC	2016/12/31	1396	2016/01/01	0004182642
V	ZRP1	SYCF	MFR	MA	2015/12/31	973	2015/04/01	0004005724
V	ZRP1	SYCF	MFR	MA	2016/12/31	1396	2016/01/01	0004182643
V	ZRP1	SYCF	MFR	OP	2015/12/31	973	2015/04/01	0004005723
V	ZRP1	SYCF	MFR	OP	2016/12/31	1396	2016/01/01	0004182644
V	ZRP1	SYCF	MFR	WC	2015/12/31	973	2015/04/01	0004005725
V	ZRP1	SYCF	MFR	WC	2016/12/31	1396	2016/01/01	0004182645
V	ZRP1	SYCF	MMD	LI	2015/12/31	1212	2015/04/01	0003948592
V	ZRP1	SYCF	MMD	LI	2016/12/31	1537	2016/01/01	0004184011
V	ZRP1	SYCF	MMO	LI	2015/12/31	1212	2015/04/01	0003948593
V	ZRP1	SYCF	MMO	LI	2016/12/31	1537	2016/01/01	0004184012
V	ZRP1	SYCF	MSD	LI	2015/12/31	988	2015/04/01	0004005755
V	ZRP1	SYCF	MSD	LI	2016/12/31	1409	2016/01/01	0004182983
V	ZRP1	SYCF	MSR	LI	2015/12/31	988	2015/04/01	0004005756
V	ZRP1	SYCF	MSR	LI	2016/12/31	1409	2016/01/01	0004182984
V	ZRP1	SYCF	NG1	LI	2015/12/31	1231	2015/06/25	0004034505
V	ZRP1	SYCF	NG1	LI	2016/12/31	1554	2016/01/01	0004184034
V	ZRP1	SYCF	NG1	MA	2015/12/31	1231	2015/06/25	0004034507
V	ZRP1	SYCF	NG1	MA	2016/12/31	1554	2016/01/01	0004184035
V	ZRP1	SYCF	NG1	OP	2015/12/31	1231	2015/06/25	0004034508
V	ZRP1	SYCF	NG1	OP	2016/12/31	1554	2016/01/01	0004184036
V	ZRP1	SYCF	NG1	WC	2015/12/31	1231	2015/06/25	0004034506
V	ZRP1	SYCF	NG1	WC	2016/12/31	1554	2016/01/01	0004184037
V	ZRP1	SYCF	NSM	FO	2015/12/31	1094	2015/04/01	0003948913
V	ZRP1	SYCF	NSM	FO	2016/12/31	1425	2016/01/01	0004183263
V	ZRP1	SYCF	NSM	LI	2015/12/31	1094	2015/04/01	0003948914
V	ZRP1	SYCF	NSM	LI	2016/12/31	1425	2016/01/01	0004183264
V	ZRP1	SYCF	NSM	MA	2015/12/31	1094	2015/04/01	0004005950
V	ZRP1	SYCF	NSM	MA	2016/12/31	1425	2016/01/01	0004183267
V	ZRP1	SYCF	NSM	OP	2015/12/31	1094	2015/04/01	0004005951
V	ZRP1	SYCF	NSM	OP	2016/12/31	1425	2016/01/01	0004183268
V	ZRP1	SYCF	NSM	WC	2015/12/31	1094	2015/04/01	0004005949
V	ZRP1	SYCF	NSM	WC	2016/12/31	1425	2016/01/01	0004183269
V	ZRP1	SYCF	NSR	FO	2015/12/31	1094	2015/04/01	0003948915
V	ZRP1	SYCF	NSR	FO	2016/12/31	1425	2016/01/01	0004183265
V	ZRP1	SYCF	NSR	LI	2015/12/31	1094	2015/04/01	0003948916
V	ZRP1	SYCF	NSR	LI	2016/12/31	1425	2016/01/01	0004183266
V	ZRP1	SYCF	NSR	MA	2015/12/31	1094	2015/04/01	0004005953
V	ZRP1	SYCF	NSR	MA	2016/12/31	1425	2016/01/01	0004183270
V	ZRP1	SYCF	NSR	OP	2015/12/31	1094	2015/04/01	0004005954
V	ZRP1	SYCF	NSR	OP	2016/12/31	1425	2016/01/01	0004183271
V	ZRP1	SYCF	NSR	WC	2015/12/31	1094	2015/04/01	0004005952
V	ZRP1	SYCF	NSR	WC	2016/12/31	1425	2016/01/01	0004183272
V	ZRP1	SYCF	PB1	MA	2015/12/31	1098	2015/04/01	0004005962
V	ZRP1	SYCF	PB1	MA	2016/12/31	1427	2016/01/01	0004183335
V	ZRP1	SYCF	PB1	OP	2015/12/31	1098	2015/04/01	0004005963
V	ZRP1	SYCF	PB1	OP	2016/12/31	1427	2016/01/01	0004183330
V	ZRP1	SYCF	PB1	WC	2015/12/31	1098	2015/04/01	0004005961
V	ZRP1	SYCF	PB1	WC	2016/12/31	1427	2016/01/01	0004183331
V	ZRP1	SYCF	PBD	MA	2015/12/31	1098	2015/04/01	0004005966
V	ZRP1	SYCF	PBD	MA	2016/12/31	1427	2016/01/01	0004183332
V	ZRP1	SYCF	PBD	OP	2015/12/31	1098	2015/04/01	0004005965
V	ZRP1	SYCF	PBD	OP	2016/12/31	1427	2016/01/01	0004183333
V	ZRP1	SYCF	PBD	WC	2015/12/31	1098	2015/04/01	0004005964
V	ZRP1	SYCF	PBD	WC	2016/12/31	1427	2016/01/01	0004183334
V	ZRP1	SYCF	PEW	LI	2015/12/31	1100	2015/04/01	0003948063
V	ZRP1	SYCF	PEW	LI	2016/12/31	1429	2016/01/01	0004183415
V	ZRP1	SYCF	PEW	OP	2015/12/31	1100	2015/04/01	0003947503
V	ZRP1	SYCF	PEW	OP	2016/12/31	1429	2016/01/01	0004183420
V	ZRP1	SYCF	RW7	LI	2015/12/31	1235	2015/08/13	0004078164
V	ZRP1	SYCF	RW7	LI	2016/12/31	1558	2016/01/01	0004184060
V	ZRP1	SYCF	RW7	OP	2015/12/31	1235	2015/08/13	0004078162
V	ZRP1	SYCF	RW7	OP	2016/12/31	1558	2016/01/01	0004184061
V	ZRP1	SYCF	RW7	WC	2015/12/31	1235	2015/08/13	0004078163
V	ZRP1	SYCF	RW7	WC	2016/12/31	1558	2016/01/01	0004184062
V	ZRP1	SYCF	SAP	FO	2015/12/31	1115	2015/04/01	0003947671
V	ZRP1	SYCF	SAP	FO	2016/12/31	1442	2016/01/01	0004183463
V	ZRP1	SYCF	SAP	MA	2015/12/31	1115	2015/04/01	0004005977
V	ZRP1	SYCF	SAP	MA	2016/12/31	1442	2016/01/01	0004183465
V	ZRP1	SYCF	SAP	OP	2015/12/31	1115	2015/04/01	0004005976
V	ZRP1	SYCF	SAP	OP	2016/12/31	1442	2016/01/01	0004183466
V	ZRP1	SYCF	SAP	WC	2015/12/31	1115	2015/04/01	0004005975
V	ZRP1	SYCF	SAP	WC	2016/12/31	1442	2016/01/01	0004183467
V	ZRP1	SYCF	SPM	FO	2015/12/31	1115	2015/04/01	0003947672
V	ZRP1	SYCF	SPM	FO	2016/12/31	1442	2016/01/01	0004183464
V	ZRP1	SYCF	SPM	MA	2015/12/31	1115	2015/04/01	0004005980
V	ZRP1	SYCF	SPM	MA	2016/12/31	1442	2016/01/01	0004183468
V	ZRP1	SYCF	SPM	OP	2015/12/31	1115	2015/04/01	0004005979
V	ZRP1	SYCF	SPM	OP	2016/12/31	1442	2016/01/01	0004183469
V	ZRP1	SYCF	SPM	WC	2015/12/31	1115	2015/04/01	0004005978
V	ZRP1	SYCF	SPM	WC	2016/12/31	1442	2016/01/01	0004183470
V	ZRP1	SYCF	TA3	CO	2015/12/31	991	2015/04/01	0003954015
V	ZRP1	SYCF	TA3	CO	2016/12/31	1412	2016/01/01	0004183146
V	ZRP1	SYCF	WAV	FO	2015/12/31	1117	2015/04/01	0003948824
V	ZRP1	SYCF	WAV	FO	2016/12/31	1444	2016/01/01	0004183567
V	ZRP1	SYCF	WAV	MA	2015/12/31	1117	2015/04/01	0004006000
V	ZRP1	SYCF	WAV	MA	2016/12/31	1444	2016/01/01	0004183572
V	ZRP1	SYCF	WAV	OP	2015/12/31	1117	2015/04/01	0004005999
V	ZRP1	SYCF	WAV	OP	2016/12/31	1444	2016/01/01	0004183573
V	ZRP1	SYCF	WAV	WC	2015/12/31	1117	2015/04/01	0004005998
V	ZRP1	SYCF	WAV	WC	2016/12/31	1444	2016/01/01	0004183574
V	ZRP1	SYCF	WDR	FO	2015/12/31	1117	2015/04/01	0003948825
V	ZRP1	SYCF	WDR	FO	2016/12/31	1444	2016/01/01	0004183566
V	ZRP1	SYCF	WDR	MA	2015/12/31	1117	2015/04/01	0004006002
V	ZRP1	SYCF	WDR	MA	2016/12/31	1444	2016/01/01	0004183575
V	ZRP1	SYCF	WDR	OP	2015/12/31	1117	2015/04/01	0004006001
V	ZRP1	SYCF	WDR	OP	2016/12/31	1444	2016/01/01	0004183576
V	ZRP1	SYCF	WDR	WC	2015/12/31	1117	2015/04/01	0004006003
V	ZRP1	SYCF	WDR	WC	2016/12/31	1444	2016/01/01	0004183577
V	ZRP1	SYCF	WVR	FO	2015/12/31	1117	2015/04/01	0003948826
V	ZRP1	SYCF	WVR	FO	2016/12/31	1444	2016/01/01	0004183565
V	ZRP1	SYCF	WVR	MA	2015/12/31	1117	2015/04/01	0004006006
V	ZRP1	SYCF	WVR	MA	2016/12/31	1444	2016/01/01	0004183578
V	ZRP1	SYCF	WVR	OP	2015/12/31	1117	2015/04/01	0004006005
V	ZRP1	SYCF	WVR	OP	2016/12/31	1444	2016/01/01	0004183579
V	ZRP1	SYCF	WVR	WC	2015/12/31	1117	2015/04/01	0004006004
V	ZRP1	SYCF	WVR	WC	2016/12/31	1444	2016/01/01	0004183580
V	ZRP1	SYUS	178	FO	2015/12/31	872	2015/04/01	0003948715
V	ZRP1	SYUS	178	FO	2016/12/31	1309	2016/01/01	0004181865
V	ZRP1	SYUS	178	MA	2015/12/31	872	2015/04/01	0004005985
V	ZRP1	SYUS	178	MA	2016/12/31	1309	2016/01/01	0004181869
V	ZRP1	SYUS	178	OP	2015/12/31	872	2015/04/01	0004005984
V	ZRP1	SYUS	178	OP	2016/12/31	1309	2016/01/01	0004181870
V	ZRP1	SYUS	178	WC	2015/12/31	872	2015/04/01	0004005983
V	ZRP1	SYUS	178	WC	2016/12/31	1309	2016/01/01	0004181871
V	ZRP1	SYUS	AAP	FO	2015/12/31	805	2015/04/01	0003929228
V	ZRP1	SYUS	AAP	FO	2016/12/31	1245	2016/01/01	0004180507
V	ZRP1	SYUS	AAP	LI	2015/12/31	805	2015/04/01	0003948856
V	ZRP1	SYUS	AAP	LI	2016/12/31	1245	2016/01/01	0004180506
V	ZRP1	SYUS	AAP	MA	2015/12/31	805	2015/04/01	0004005448
V	ZRP1	SYUS	AAP	MA	2016/12/31	1245	2016/01/01	0004180509
V	ZRP1	SYUS	AAP	OP	2015/12/31	805	2015/04/01	0003929229
V	ZRP1	SYUS	AAP	OP	2016/12/31	1245	2016/01/01	0004180508
V	ZRP1	SYUS	AAP	WC	2015/12/31	805	2015/04/01	0004005447
V	ZRP1	SYUS	AAP	WC	2016/12/31	1245	2016/01/01	0004180510
V	ZRP1	SYUS	BD1	LI	2015/12/31	1240	2015/07/27	0004145540
V	ZRP1	SYUS	BD1	LI	2016/12/31	1562	2016/01/01	0004184091
V	ZRP1	SYUS	BD1	MA	2015/12/31	1240	2015/07/27	0004145539
V	ZRP1	SYUS	BD1	MA	2016/12/31	1562	2016/01/01	0004184092
V	ZRP1	SYUS	BD1	OP	2015/12/31	1240	2015/07/27	0004145537
V	ZRP1	SYUS	BD1	OP	2016/12/31	1562	2016/01/01	0004184093
V	ZRP1	SYUS	BD1	WC	2015/12/31	1240	2015/07/27	0004145538
V	ZRP1	SYUS	BD1	WC	2016/12/31	1562	2016/01/01	0004184094
V	ZRP1	SYUS	BOD	OP	2015/12/31	820	2015/04/01	0004005710
V	ZRP1	SYUS	BOD	OP	2016/12/31	1260	2016/01/01	0004180905
V	ZRP1	SYUS	BOD	WC	2015/12/31	820	2015/04/01	0004005709
V	ZRP1	SYUS	BOD	WC	2016/12/31	1260	2016/01/01	0004180906
V	ZRP1	SYUS	CAK	CO	2015/12/31	840	2015/04/01	0003949710
V	ZRP1	SYUS	CAK	CO	2016/12/31	1280	2016/01/01	0004181461
V	ZRP1	SYUS	CCM	FO	2015/12/31	812	2015/04/01	0004005584
V	ZRP1	SYUS	CCM	FO	2016/12/31	1252	2016/01/01	0004180586
V	ZRP1	SYUS	CCM	LI	2015/12/31	812	2015/04/01	0004005588
V	ZRP1	SYUS	CCM	LI	2016/12/31	1252	2016/01/01	0004180587
V	ZRP1	SYUS	CCM	MA	2015/12/31	812	2015/04/01	0004005586
V	ZRP1	SYUS	CCM	MA	2016/12/31	1252	2016/01/01	0004180588
V	ZRP1	SYUS	CCM	OP	2015/12/31	812	2015/04/01	0004005587
V	ZRP1	SYUS	CCM	OP	2016/12/31	1252	2016/01/01	0004180589
V	ZRP1	SYUS	CCM	WC	2015/12/31	812	2015/04/01	0004005585
V	ZRP1	SYUS	CCM	WC	2016/12/31	1252	2016/01/01	0004180590
V	ZRP1	SYUS	CCR	FO	2015/12/31	812	2015/04/01	0003948315
V	ZRP1	SYUS	CCR	FO	2016/12/31	1252	2016/01/01	0004180611
V	ZRP1	SYUS	CCR	LI	2015/12/31	812	2015/04/01	0003948316
V	ZRP1	SYUS	CCR	LI	2016/12/31	1252	2016/01/01	0004180612
V	ZRP1	SYUS	CCR	MA	2015/12/31	812	2015/04/01	0004005591
V	ZRP1	SYUS	CCR	MA	2016/12/31	1252	2016/01/01	0004180591
V	ZRP1	SYUS	CCR	OP	2015/12/31	812	2015/04/01	0004005590
V	ZRP1	SYUS	CCR	OP	2016/12/31	1252	2016/01/01	0004180592
V	ZRP1	SYUS	CCR	WC	2015/12/31	812	2015/04/01	0004005589
V	ZRP1	SYUS	CCR	WC	2016/12/31	1252	2016/01/01	0004180593
V	ZRP1	SYUS	CDM	FO	2015/12/31	812	2015/04/01	0004005629
V	ZRP1	SYUS	CDM	FO	2016/12/31	1252	2016/01/01	0004180594
V	ZRP1	SYUS	CDM	LI	2015/12/31	812	2015/04/01	0004005630
V	ZRP1	SYUS	CDM	LI	2016/12/31	1252	2016/01/01	0004180595
V	ZRP1	SYUS	CDM	MA	2015/12/31	812	2015/04/01	0004005631
V	ZRP1	SYUS	CDM	MA	2016/12/31	1252	2016/01/01	0004180596
V	ZRP1	SYUS	CDM	OP	2015/12/31	812	2015/04/01	0004005633
V	ZRP1	SYUS	CDM	OP	2016/12/31	1252	2016/01/01	0004180597
V	ZRP1	SYUS	CDM	WC	2015/12/31	812	2015/04/01	0004005632
V	ZRP1	SYUS	CDM	WC	2016/12/31	1252	2016/01/01	0004180598
V	ZRP1	SYUS	CDP	FO	2015/12/31	812	2015/04/01	0003948309
V	ZRP1	SYUS	CDP	FO	2016/12/31	1252	2016/01/01	0004180613
V	ZRP1	SYUS	CDP	LI	2015/12/31	812	2015/04/01	0003948310
V	ZRP1	SYUS	CDP	LI	2016/12/31	1252	2016/01/01	0004180614
V	ZRP1	SYUS	CDP	MA	2015/12/31	812	2015/04/01	0004005593
V	ZRP1	SYUS	CDP	MA	2016/12/31	1252	2016/01/01	0004180599
V	ZRP1	SYUS	CDP	OP	2015/12/31	812	2015/04/01	0004005594
V	ZRP1	SYUS	CDP	OP	2016/12/31	1252	2016/01/01	0004180600
V	ZRP1	SYUS	CDP	WC	2015/12/31	812	2015/04/01	0004005592
V	ZRP1	SYUS	CDP	WC	2016/12/31	1252	2016/01/01	0004180601
V	ZRP1	SYUS	CDS	FO	2015/12/31	812	2015/04/01	0003948311
V	ZRP1	SYUS	CDS	FO	2016/12/31	1252	2016/01/01	0004180615
V	ZRP1	SYUS	CDS	LI	2015/12/31	812	2015/04/01	0003948312
V	ZRP1	SYUS	CDS	LI	2016/12/31	1252	2016/01/01	0004180616
V	ZRP1	SYUS	CDS	MA	2015/12/31	812	2015/04/01	0004005597
V	ZRP1	SYUS	CDS	MA	2016/12/31	1252	2016/01/01	0004180602
V	ZRP1	SYUS	CDS	OP	2015/12/31	812	2015/04/01	0004005596
V	ZRP1	SYUS	CDS	OP	2016/12/31	1252	2016/01/01	0004180603
V	ZRP1	SYUS	CDS	WC	2015/12/31	812	2015/04/01	0004005595
V	ZRP1	SYUS	CDS	WC	2016/12/31	1252	2016/01/01	0004180604
V	ZRP1	SYUS	CLH	FO	2015/12/31	812	2015/04/01	0003948317
V	ZRP1	SYUS	CLH	FO	2016/12/31	1252	2016/01/01	0004180617
V	ZRP1	SYUS	CLH	LI	2015/12/31	812	2015/04/01	0003948318
V	ZRP1	SYUS	CLH	LI	2016/12/31	1252	2016/01/01	0004180618
V	ZRP1	SYUS	CLH	MA	2015/12/31	812	2015/04/01	0004005599
V	ZRP1	SYUS	CLH	MA	2016/12/31	1252	2016/01/01	0004180605
V	ZRP1	SYUS	CLH	OP	2015/12/31	812	2015/04/01	0004005600
V	ZRP1	SYUS	CLH	OP	2016/12/31	1252	2016/01/01	0004180606
V	ZRP1	SYUS	CLH	WC	2015/12/31	812	2015/04/01	0004005598
V	ZRP1	SYUS	CLH	WC	2016/12/31	1252	2016/01/01	0004180607
V	ZRP1	SYUS	CLM	FO	2015/12/31	812	2015/04/01	0004005602
V	ZRP1	SYUS	CLM	FO	2016/12/31	1252	2016/01/01	0004180608
V	ZRP1	SYUS	CLM	LI	2015/12/31	812	2015/04/01	0004005601
V	ZRP1	SYUS	CLM	LI	2016/12/31	1252	2016/01/01	0004180609
V	ZRP1	SYUS	CLM	MA	2015/12/31	812	2015/04/01	0004005605
V	ZRP1	SYUS	CLM	MA	2016/12/31	1252	2016/01/01	0004180610
V	ZRP1	SYUS	CLM	OP	2015/12/31	812	2015/04/01	0004005604
V	ZRP1	SYUS	CLM	OP	2016/12/31	1252	2016/01/01	0004180561
V	ZRP1	SYUS	CLM	WC	2015/12/31	812	2015/04/01	0004005603
V	ZRP1	SYUS	CLM	WC	2016/12/31	1252	2016/01/01	0004180562
V	ZRP1	SYUS	CLR	FO	2015/12/31	812	2015/04/01	0004005608
V	ZRP1	SYUS	CLR	FO	2016/12/31	1252	2016/01/01	0004180563
V	ZRP1	SYUS	CLR	LI	2015/12/31	812	2015/04/01	0004005606
V	ZRP1	SYUS	CLR	LI	2016/12/31	1252	2016/01/01	0004180564
V	ZRP1	SYUS	CLR	MA	2015/12/31	812	2015/04/01	0004005609
V	ZRP1	SYUS	CLR	MA	2016/12/31	1252	2016/01/01	0004180565
V	ZRP1	SYUS	CLR	OP	2015/12/31	812	2015/04/01	0004005610
V	ZRP1	SYUS	CLR	OP	2016/12/31	1252	2016/01/01	0004180566
V	ZRP1	SYUS	CLR	WC	2015/12/31	812	2015/04/01	0004005607
V	ZRP1	SYUS	CLR	WC	2016/12/31	1252	2016/01/01	0004180567
V	ZRP1	SYUS	CMH	FO	2015/12/31	812	2015/04/01	0004005615
V	ZRP1	SYUS	CMH	FO	2016/12/31	1252	2016/01/01	0004180568
V	ZRP1	SYUS	CMH	LI	2015/12/31	812	2015/04/01	0004005611
V	ZRP1	SYUS	CMH	LI	2016/12/31	1252	2016/01/01	0004180569
V	ZRP1	SYUS	CMH	MA	2015/12/31	812	2015/04/01	0004005613
V	ZRP1	SYUS	CMH	MA	2016/12/31	1252	2016/01/01	0004180570
V	ZRP1	SYUS	CMH	OP	2015/12/31	812	2015/04/01	0004005614
V	ZRP1	SYUS	CMH	OP	2016/12/31	1252	2016/01/01	0004180571
V	ZRP1	SYUS	CMH	WC	2015/12/31	812	2015/04/01	0004005612
V	ZRP1	SYUS	CMH	WC	2016/12/31	1252	2016/01/01	0004180572
V	ZRP1	SYUS	CRM	FO	2015/12/31	812	2015/04/01	0003948313
V	ZRP1	SYUS	CRM	FO	2016/12/31	1252	2016/01/01	0004180619
V	ZRP1	SYUS	CRM	LI	2015/12/31	812	2015/04/01	0003948314
V	ZRP1	SYUS	CRM	LI	2016/12/31	1252	2016/01/01	0004180620
V	ZRP1	SYUS	CRM	MA	2015/12/31	812	2015/04/01	0004005617
V	ZRP1	SYUS	CRM	MA	2016/12/31	1252	2016/01/01	0004180573
V	ZRP1	SYUS	CRM	OP	2015/12/31	812	2015/04/01	0004005618
V	ZRP1	SYUS	CRM	OP	2016/12/31	1252	2016/01/01	0004180574
V	ZRP1	SYUS	CRM	WC	2015/12/31	812	2015/04/01	0004005616
V	ZRP1	SYUS	CRM	WC	2016/12/31	1252	2016/01/01	0004180575
V	ZRP1	SYUS	CRR	FO	2015/12/31	812	2015/04/01	0004005619
V	ZRP1	SYUS	CRR	FO	2016/12/31	1252	2016/01/01	0004180576
V	ZRP1	SYUS	CRR	LI	2015/12/31	812	2015/04/01	0004005620
V	ZRP1	SYUS	CRR	LI	2016/12/31	1252	2016/01/01	0004180577
V	ZRP1	SYUS	CRR	MA	2015/12/31	812	2015/04/01	0004005622
V	ZRP1	SYUS	CRR	MA	2016/12/31	1252	2016/01/01	0004180578
V	ZRP1	SYUS	CRR	OP	2015/12/31	812	2015/04/01	0004005623
V	ZRP1	SYUS	CRR	OP	2016/12/31	1252	2016/01/01	0004180579
V	ZRP1	SYUS	CRR	WC	2015/12/31	812	2015/04/01	0004005621
V	ZRP1	SYUS	CRR	WC	2016/12/31	1252	2016/01/01	0004180580
V	ZRP1	SYUS	CUR	FO	2015/12/31	816	2015/04/01	0003931250
V	ZRP1	SYUS	CUR	FO	2016/12/31	1256	2016/01/01	0004180853
V	ZRP1	SYUS	CUR	LI	2015/12/31	816	2015/04/01	0003947877
V	ZRP1	SYUS	CUR	LI	2016/12/31	1256	2016/01/01	0004180854
V	ZRP1	SYUS	CUR	MA	2015/12/31	816	2015/04/01	0004005705
V	ZRP1	SYUS	CUR	MA	2016/12/31	1256	2016/01/01	0004180855
V	ZRP1	SYUS	CUR	OP	2015/12/31	816	2015/04/01	0003931203
V	ZRP1	SYUS	CUR	OP	2016/12/31	1256	2016/01/01	0004180852
V	ZRP1	SYUS	CUR	WC	2015/12/31	816	2015/04/01	0004005706
V	ZRP1	SYUS	CUR	WC	2016/12/31	1256	2016/01/01	0004180856
V	ZRP1	SYUS	DA1	LI	2015/12/31	855	2015/04/01	0003948047
V	ZRP1	SYUS	DA1	LI	2016/12/31	1294	2016/01/01	0004181710
V	ZRP1	SYUS	DA1	OP	2015/12/31	855	2015/04/01	0003947494
V	ZRP1	SYUS	DA1	OP	2016/12/31	1294	2016/01/01	0004181715
V	ZRP1	SYUS	DA3	LI	2015/12/31	855	2015/04/01	0003948048
V	ZRP1	SYUS	DA3	LI	2016/12/31	1294	2016/01/01	0004181711
V	ZRP1	SYUS	DA3	OP	2015/12/31	855	2015/04/01	0003947495
V	ZRP1	SYUS	DA3	OP	2016/12/31	1294	2016/01/01	0004181716
V	ZRP1	SYUS	DA5	LI	2015/12/31	855	2015/04/01	0003948049
V	ZRP1	SYUS	DA5	LI	2016/12/31	1294	2016/01/01	0004181712
V	ZRP1	SYUS	DA5	OP	2015/12/31	855	2015/04/01	0003947496
V	ZRP1	SYUS	DA5	OP	2016/12/31	1294	2016/01/01	0004181717
V	ZRP1	SYUS	DB1	LI	2015/12/31	1238	2015/10/26	0004145530
V	ZRP1	SYUS	DB1	LI	2016/12/31	1560	2016/01/01	0004184081
V	ZRP1	SYUS	DB1	MA	2015/12/31	1238	2015/10/26	0004145529
V	ZRP1	SYUS	DB1	MA	2016/12/31	1560	2016/01/01	0004184082
V	ZRP1	SYUS	DB1	OP	2015/12/31	1238	2015/10/26	0004145507
V	ZRP1	SYUS	DB1	OP	2016/12/31	1560	2016/01/01	0004184083
V	ZRP1	SYUS	DB1	WC	2015/12/31	1238	2015/10/26	0004145528
V	ZRP1	SYUS	DB1	WC	2016/12/31	1560	2016/01/01	0004184084
V	ZRP1	SYUS	ETR	LI	2015/12/31	1183	2015/04/01	0003947924
V	ZRP1	SYUS	ETR	LI	2016/12/31	1510	2016/01/01	0004183894
V	ZRP1	SYUS	ETR	OP	2015/12/31	1183	2015/04/01	0003944433
V	ZRP1	SYUS	ETR	OP	2016/12/31	1510	2016/01/01	0004183895
V	ZRP1	SYUS	FID	LI	2015/12/31	855	2015/04/01	0003948050
V	ZRP1	SYUS	FID	LI	2016/12/31	1294	2016/01/01	0004181713
V	ZRP1	SYUS	FID	OP	2015/12/31	855	2015/04/01	0003947497
V	ZRP1	SYUS	FID	OP	2016/12/31	1294	2016/01/01	0004181718
V	ZRP1	SYUS	GCR	FO	2015/12/31	825	2015/04/01	0004005728
V	ZRP1	SYUS	GCR	FO	2016/12/31	1265	2016/01/01	0004181035
V	ZRP1	SYUS	GCR	LI	2015/12/31	825	2015/04/01	0003947930
V	ZRP1	SYUS	GCR	LI	2016/12/31	1265	2016/01/01	0004181032
V	ZRP1	SYUS	GCR	MA	2015/12/31	825	2015/04/01	0004005726
V	ZRP1	SYUS	GCR	MA	2016/12/31	1265	2016/01/01	0004181036
V	ZRP1	SYUS	GCR	OP	2015/12/31	825	2015/04/01	0003931498
V	ZRP1	SYUS	GCR	OP	2016/12/31	1265	2016/01/01	0004181044
V	ZRP1	SYUS	GCR	WC	2015/12/31	825	2015/04/01	0004005727
V	ZRP1	SYUS	GCR	WC	2016/12/31	1265	2016/01/01	0004181037
V	ZRP1	SYUS	GMD	FO	2015/12/31	825	2015/04/01	0004005729
V	ZRP1	SYUS	GMD	FO	2016/12/31	1265	2016/01/01	0004181038
V	ZRP1	SYUS	GMD	LI	2015/12/31	825	2015/04/01	0003947931
V	ZRP1	SYUS	GMD	LI	2016/12/31	1265	2016/01/01	0004181033
V	ZRP1	SYUS	GMD	MA	2015/12/31	825	2015/04/01	0004005730
V	ZRP1	SYUS	GMD	MA	2016/12/31	1265	2016/01/01	0004181039
V	ZRP1	SYUS	GMD	OP	2015/12/31	825	2015/04/01	0003931499
V	ZRP1	SYUS	GMD	OP	2016/12/31	1265	2016/01/01	0004181045
V	ZRP1	SYUS	GMD	WC	2015/12/31	825	2015/04/01	0004005731
V	ZRP1	SYUS	GMD	WC	2016/12/31	1265	2016/01/01	0004181040
V	ZRP1	SYUS	GRM	FO	2015/12/31	825	2015/04/01	0004005733
V	ZRP1	SYUS	GRM	FO	2016/12/31	1265	2016/01/01	0004181041
V	ZRP1	SYUS	GRM	LI	2015/12/31	825	2015/04/01	0003947932
V	ZRP1	SYUS	GRM	LI	2016/12/31	1265	2016/01/01	0004181034
V	ZRP1	SYUS	GRM	MA	2015/12/31	825	2015/04/01	0004005732
V	ZRP1	SYUS	GRM	MA	2016/12/31	1265	2016/01/01	0004181042
V	ZRP1	SYUS	GRM	OP	2015/12/31	825	2015/04/01	0003931500
V	ZRP1	SYUS	GRM	OP	2016/12/31	1265	2016/01/01	0004181046
V	ZRP1	SYUS	GRM	WC	2015/12/31	825	2015/04/01	0004005734
V	ZRP1	SYUS	GRM	WC	2016/12/31	1265	2016/01/01	0004181043
V	ZRP1	SYUS	HOC	LI	2015/12/31	832	2015/04/01	0003947959
